ENO,ENO_2pg,ENO_pep,FBA1,FBA1_dhap,FBA1_fdp,FBA1_dhap_g3p,FBA2,FBA2_dhap,FBA2_fdp,FBA2_g3p,FBA2_dhap_g3p,FBA2_fdp_g3p,GAPD,GAPD_nad,GAPD_nadh,GAPD_nad_g3p,GAPD_nadh_13dpg,GAPD_nad_g3p_pi,PGK,PGK_13dpg,PGK_3pg,PGK_adp,PGK_atp,PGK_13dpg_adp,PGK_3pg_atp,PGMd,PGMd_23dpg,PGMd_23dpg_2pg,PGMd_23dpg_3pg,PGMi,PGMi_2pg,PGMi_3pg,TPI,TPI_dhap,TPI_g3p
0.0001345793090612223,0.0007090964855226969,0.0011984775644902092,0.000019916065889202413,0.0066705028642503284,3.790614062526322e-10,0.015038520223063198,0.000020049756540958007,0.00047203789595215266,0.001090186802256621,0.002296645002699123,0.0007051760937143266,2.3434412327020345e-9,1.895984215925685e-6,0.003525166368176752,0.0005245173664909171,0.00017440734403727907,0.0021516231991117784,6.131321606928016e-6,0.00008237122174722402,2.909994582640721e-9,0.06372725626793864,0.010569766701758776,0.8904843684341492,6.485789442234562e-7,3.6547438327950067e-7,0.00001471339990781248,6.725522546755718e-8,0.00007506427436013464,5.971068456835178e-11,0.000030091232485880902,0.000029280846840368155,0.00021542404420195395,0.00002493052607816019,1.8631609670988547e-8,6.697771081704367e-6
0.00013457927539024193,0.0007090963081107752,0.0011984772646379152,0.000019916060906315605,0.006670501195328318,3.7906131141361675e-10,0.015038516460510671,0.000020049751524622556,0.0004720377778509465,0.001090186529498062,0.00229664442809156,0.0007051759172832647,2.34344064638632e-9,1.89598374156118e-6,0.003525165486200106,0.0005245172352596448,0.00017440730040155008,0.0021516226607878487,6.131320072906101e-6,0.00008237120113841119,2.9099938545765697e-9,0.0637272403237403,0.010569764057263053,0.8904841456400072,6.485787819526803e-7,3.654742918398814e-7,0.000014713396226603215,6.725520864068094e-8,0.00007506425557947863,5.971066962907692e-11,0.000030091224957225083,0.00002928083951446623,0.00021542399030407904,0.000024930519837627168,7.756496202884423e-10,6.9658196967124705e-6
0.00013457930905785137,0.0007090964855049355,0.0011984775644601896,0.000019916065888703555,0.006670502864083245,3.7906140624313747e-10,0.015038520222686513,0.0000200497565404558,0.00047203789594032905,0.001090186802229314,0.0022966450026415965,0.0007051760936966633,2.343441232643336e-9,1.8959842158781944e-6,0.0035251663680884535,0.000524517366477779,0.00017440734403291052,0.0021516231990578844,6.131321606774439e-6,0.00008237122174516078,2.9099945825678316e-9,0.06372725626634239,0.010569766701494024,0.8904843684118443,6.485789442072106e-7,3.6547438327034626e-7,0.00001471339990744394,6.725522546587257e-8,0.00007506427435825443,5.971068456685613e-11,0.000030091254454076008,0.000028979048118001586,0.00021572584599722602,0.00002493052607753573,1.863160967052186e-8,6.697771081536601e-6
0.00013457927538687098,0.0007090963080930138,0.0011984772646078956,0.000019916060905816747,0.006670501195161235,3.79061311404122e-10,0.015038516460133987,0.00002004975152412035,0.0004720377778391229,0.001090186529470755,0.0022966444280340336,0.0007051759172656014,2.3434406463276218e-9,1.8959837415136894e-6,0.0035251654861118077,0.0005245172352465067,0.0001744073003971815,0.0021516226607339547,6.131320072752523e-6,0.00008237120113634795,2.90999385450368e-9,0.06372724032214407,0.0105697640569983,0.8904841456177024,6.485787819364347e-7,3.65474291830727e-7,0.000014713396226234673,6.725520863899634e-8,0.00007506425557759842,5.971066962758128e-11,0.000030091246925414693,0.000028979040867607992,0.00021572579202384202,0.000024930519837002708,7.756496202690138e-10,6.96581969653799e-6
0.0001345793090675204,0.0007090964855558814,0.0011984775645462959,0.00001991606589013445,0.006670502864562496,3.790614062703716e-10,0.015038520223766975,0.000020049756541896303,0.0004720378959742432,0.00109018680230764,0.002296645002806602,0.0007051760937473277,2.3434412328117038e-9,1.8959842160144138e-6,0.0035251663683417236,0.0005245173665154637,0.00017440734404544102,0.0021516231992124704,6.131321607214952e-6,0.00008237122175107885,2.909994582776904e-9,0.06372725627092096,0.010569766702253422,0.8904843684758224,6.485789442538085e-7,3.654743832966043e-7,0.000014713399908501043,6.725522547070461e-8,0.00007506427436364752,5.971068457114614e-11,0.0000300911547977813,0.000011673587202519646,0.00023303133474241136,0.000024930526079326898,1.8631609671860474e-8,6.697771082017812e-6
0.00013457927539654,0.0007090963081439597,0.0011984772646940018,0.000019916060907247643,0.006670501195640486,3.790613114313562e-10,0.015038516461214449,0.000020049751525560852,0.00047203777787303705,0.001090186529549081,0.002296644428199039,0.0007051759173162657,2.3434406464959894e-9,1.8959837416499088e-6,0.003525165486365078,0.0005245172352841913,0.00017440730040971204,0.0021516226608885407,6.131320073193036e-6,0.00008237120114226603,2.9099938547127525e-9,0.06372724032672263,0.010569764057757699,0.8904841456816803,6.485787819830327e-7,3.6547429185698495e-7,0.000014713396227291777,6.725520864382837e-8,0.00007506425558299151,5.971066963187127e-11,0.000030091147269144918,0.00001167358428185429,0.00023303127643929216,0.000024930519838793875,7.756496203247414e-10,6.965819697038459e-6
0.00013457930949323463,0.0007090964877989639,0.0011984775683374356,0.00001991606595313487,0.006670502885663274,3.790614074694552e-10,0.015038520271338273,0.000020049756605319626,0.00047203789746743904,0.0010901868057562238,0.0022966450100715707,0.0007051760959780087,2.343441240224703e-9,1.895984222011974e-6,0.0035251663794928696,0.0005245173681746675,0.00017440734459714315,0.0021516232060186926,6.131321626610139e-6,0.00008237122201164343,2.9099945919820796e-9,0.06372725647250917,0.010569766735688726,0.8904843712926883,6.48578946305456e-7,3.6547438445270806e-7,0.00001469168088773483,8.594672626975791e-8,0.00007164625635982073,3.4178954239025402e-6,0.000030091232582476607,0.000029280846934362446,0.00021542404489348552,0.00002493052615818954,1.8631609730797778e-8,6.697771103204847e-6
0.00013457927582225405,0.0007090963103870409,0.0011984772684851398,0.000019916060970248033,0.006670501216741253,3.790613126304392e-10,0.015038516508785722,0.00002004975158898414,0.00047203777936623205,0.001090186532997663,0.0022966444354640043,0.0007051759195469456,2.343440653908985e-9,1.8959837476474658e-6,0.003525165497516218,0.0005245172369433943,0.00017440730096141387,0.0021516226676947595,6.131320092588213e-6,0.00008237120140283048,2.9099938639179232e-9,0.06372724052831073,0.010569764091192988,0.890484148498545,6.48578784034679e-7,3.654742930130882e-7,0.000014691677211959528,8.594670476637404e-8,0.00007164623843433339,3.417894568764474e-6,0.00003009122505382074,0.000029280839608460476,0.00021542399099561027,0.000024930519917656477,7.756496227783503e-10,6.965819719073405e-6
0.0001345793094898637,0.0007090964877812026,0.0011984775683074164,0.000019916065952636016,0.006670502885496193,3.790614074599606e-10,0.015038520270961591,0.000020049756604817424,0.00047203789745561554,0.0010901868057289171,0.002296645010014045,0.0007051760959603455,2.343441240166005e-9,1.8959842219644838e-6,0.003525166379404572,0.0005245173681615295,0.00017440734459277463,0.002151623205964799,6.131321626456563e-6,0.00008237122200958022,2.9099945919091905e-9,0.06372725647091293,0.010569766735423978,0.8904843712703837,6.485789462892105e-7,3.6547438444355375e-7,0.000014691680887366837,8.594672626760514e-8,0.00007164625635802614,3.4178954238169293e-6,0.00003009125455067179,0.00002897904821102708,0.00021572584668972647,0.000024930526157565088,1.86316097303311e-8,6.697771103037083e-6
0.00013457927581888313,0.0007090963103692796,0.0011984772684551204,0.000019916060969749178,0.0066705012165741715,3.790613126209445e-10,0.01503851650840904,0.00002004975158848194,0.00047203777935440856,0.0010901865329703564,0.0022966444354064783,0.0007051759195292825,2.343440653850287e-9,1.8959837475999756e-6,0.0035251654974279207,0.0005245172369302564,0.00017440730095704538,0.002151622667640866,6.131320092434638e-6,0.00008237120140076727,2.909993863845034e-9,0.0637272405267145,0.010569764090928238,0.8904841484762402,6.485787840184336e-7,3.6547429300393384e-7,0.000014691677211591535,8.594670476422127e-8,0.00007164623843253881,3.417894568678863e-6,0.00003009124702201043,0.00002897904096063344,0.0002157257927163421,0.000024930519917032024,7.75649622758922e-10,6.965819718898927e-6
