,13dpg,2pg,3pg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,23dpg
0,2.0175097980125067e-05,0.0002998900147672402,0.0003995861357086842,0.00010505372292789752,0.01007660208904954,0.0045667963985131215,0.014014888550322208,0.0004888911128252509,0.0020822378549200573,0.000534332990429393,0.0015544883327554696,0.02344697258801387,8.260568269004421e-05
1,2.017501280899652e-05,0.0002998908197296368,0.000399592759691853,0.000105055729253032,0.01007660007230738,0.004566781723298325,0.014014897815159631,0.0004888897183227748,0.002082239962685818,0.0005343308826735594,0.0015544788636787836,0.02344697469305732,8.260568192817697e-05
2,2.0175016126929987e-05,0.0002998849990311492,0.0003995935337448495,0.00010505611970057808,0.010076599680140793,0.004566765006084071,0.014014905942567879,0.0004888889604778903,0.002082240348819968,0.0005343304965409912,0.001554483537024826,0.023446975082253376,8.260568199831161e-05
3,2.0175098073450425e-05,0.0002998900119336605,0.0003995861249730325,0.00010505371956317116,0.010076602092444816,0.0045667964148809505,0.01401488853960001,0.0004888911143958923,0.0020822378514378393,0.0005343329939115954,0.0015544883498188446,0.02344697258453533,8.260568269144144e-05
4,2.0175013126162452e-05,0.0002998908228213152,0.0003995927919719982,0.00010505573984587225,0.010076600061663357,0.004566781653911306,0.014014897857747856,0.0004888897129662221,0.002082239972989483,0.0005343308723698945,0.0015544788175266694,0.023446974703402696,8.260568192617407e-05
5,2.0175016206245858e-05,0.00029988504102060657,0.00039959352149641366,0.0001050561156699091,0.010076599684195778,0.0045667650135975246,0.014014905936285358,0.0004888889613776581,0.0020822403446837897,0.0005343305006771451,0.001554483511235036,0.02344697507811795,8.260568199951429e-05
6,2.017509829956676e-05,0.000299889932965239,0.00039958510744662033,0.00010505344450158124,0.010076602368825271,0.0045667971875777,0.014014887975291894,0.000488891192166892,0.0020822375747067295,0.0005343332706417476,0.0015544897253157944,0.023446972307539175,8.26056827741371e-05
7,2.0175012517752703e-05,0.00029989072337842945,0.0003995916388237795,0.0001050554205961652,0.010076600382487505,0.004566782690667136,0.014014897128774573,0.0004888898120098498,0.00208223965274072,0.0005343311926176553,0.00155448039409204,0.023446974382760208,8.260568201934889e-05
8,2.017501416482045e-05,0.00029988718171432,0.0003995904458164045,0.00010505512714342872,0.010076600677105628,0.004566773352250172,0.014014900948577958,0.0004888896060327288,0.0020822393561553674,0.0005343314892014358,0.0015544854457939575,0.023446974085999536,8.260568180664435e-05
9,2.0187647775569226e-05,0.0002996130548299449,0.00040069616297257746,0.00010527586957781508,0.010076378926148826,0.004566891148751226,0.014014940946849505,0.0004889022246677637,0.002082447678304267,0.0005341231667492068,0.001553396609932568,0.023447183535576576,8.257300017676783e-05
10,2.0187733049168772e-05,0.00029961149684157925,0.0004006919409255999,0.00010527430916391614,0.01007638049431758,0.0045669161995576,0.014014926731224595,0.0004889042599118741,0.0020824460223808432,0.0005341248226651981,0.0015534039597451385,0.023447181879950044,8.257300017415558e-05
11,2.0187734662342512e-05,0.00029961166270367435,0.0004006882337489697,0.00010527322455937475,0.010076381584086788,0.004566911340765845,0.014014927666319043,0.0004889045317074887,0.002082444930300782,0.0005341259147409508,0.0015534086014785708,0.023447180787062743,8.257300017585609e-05
12,2.0187648013224967e-05,0.00029961304951272807,0.0004006961446175445,0.00010527586457581013,0.010076378931157598,0.004566891183287999,0.01401494092543856,0.0004889022276364233,0.002082447673020489,0.0005341231720329508,0.001553396638874285,0.023447183530303558,8.257300017681768e-05
13,2.0187636915895602e-05,0.00029961408350708533,0.00040070286433351206,0.00010527768500151572,0.010076377101690268,0.004566893522016527,0.01401494087928587,0.0004889021672605233,0.0020824495170450124,0.000534121328017659,0.0015533870238474677,0.02344718537340289,8.257300017457842e-05
14,2.0187734741501823e-05,0.0002996116603199636,0.00040068822961637416,0.00010527322295083991,0.01007638158573342,0.004566911351545836,0.014014927659548298,0.0004889045327546723,0.0020824449286002363,0.0005341259164414888,0.0015534086096934707,0.02344718078536555,8.257300017590379e-05
15,2.018767380487541e-05,0.00029961262537758125,0.0004006927164497,0.00010527469182894367,0.010076380109708336,0.004566898902768976,0.01401493608745513,0.0004889029669510961,0.0020824464673686108,0.0005341243776797958,0.001553401668841717,0.023447182324469577,8.25730001804489e-05
16,2.018770872455113e-05,0.0002996122031116514,0.00040069193489756654,0.00010527437492656097,0.01007638042812867,0.004566912398548563,0.014014928850576905,0.0004889039182366981,0.0020824461140059253,0.0005341247310414071,0.0015534031928121615,0.023447181970589783,8.257300017860187e-05
17,2.0187735868340924e-05,0.0002996115849785798,0.0004006874899446909,0.00010527301749369023,0.010076381792167669,0.004566912073384031,0.014014927158974464,0.0004889046031753111,0.002082444720889538,0.0005341261241514139,0.0015534096328990946,0.023447180577500597,8.257300017953897e-05
18,2.0187196931933934e-05,0.0002996235363835505,0.00040065919680027436,0.00010526868764023036,0.010076386140701749,0.004566888379998234,0.014014939150591942,0.0004889018226792206,0.00208244094401872,0.0005341299010489262,0.0015534317887951113,0.0234471767609088,8.257440749182004e-05
19,2.0187281841947674e-05,0.0002996219822371983,0.0004006549529100048,0.00010526712251672668,0.0100763877136296,0.004566913431850562,0.014014924932395166,0.0004889038576601952,0.002082439283753137,0.0005341315613070746,0.0015534391614524233,0.023447175100907408,8.257440743520545e-05
20,2.0187283565346007e-05,0.0002996221475181213,0.00040065125294288297,0.00010526603966399323,0.010076388801720524,0.0045669085789288725,0.014014925865201056,0.0004889041298078659,0.0020824381933149433,0.0005341326517409601,0.001553443794818941,0.023447174009671345,8.257440747141507e-05
21,2.0187197176224185e-05,0.000299623530765611,0.0004006591777610176,0.00010526868243404,0.010076386145925268,0.004566888416462346,0.014014939128030257,0.0004889018258076801,0.0020824409385228108,0.0005341299065448012,0.0015534318189445932,0.023447176755423318,8.257440749292486e-05
22,2.018718613243996e-05,0.0002996245626194802,0.00040066587870151804,0.00010527049717226546,0.010076384322175422,0.004566890770024526,0.014014939070758957,0.0004889017670269036,0.0020824427767692165,0.0005341280683075869,0.0015534222306584293,0.023447178592744526,8.25744074447645e-05
23,2.0187283639931056e-05,0.0002996221452527841,0.00040065124851786636,0.00010526603800533208,0.010076388803348218,0.0045669085896709065,0.014014925858428751,0.0004889041308484977,0.0020824381915677467,0.0005341326534881473,0.0015534438031819967,0.023447174007927358,8.257440747240029e-05
24,2.0187222746374512e-05,0.0002996231106660452,0.00040065573602532053,0.0001052675071330786,0.010076387327006277,0.004566896141888719,0.014014934285806826,0.0004889025653088823,0.0020824397305414005,0.0005341311145211798,0.00155343686118383,0.023447175547239383,8.257440757105767e-05
25,2.0187257473965347e-05,0.00029962268918960294,0.0004006549442603652,0.00010526718792810054,0.010076387647736251,0.004566909629710612,0.014014927052187563,0.0004889035159215137,0.002082439375068661,0.0005341314699928485,0.0015534383968508947,0.023447175191234976,8.257440753108676e-05
26,2.0187284685061293e-05,0.00029962207129911905,0.00040065049875755073,0.00010526583032003716,0.010076389012046232,0.0045669093117089755,0.014014925356653723,0.0004889042013142024,0.0020824379817054447,0.000534132863349679,0.0015534448374773392,0.023447173797903162,8.257440755059997e-05
27,2.0502483202853077e-05,0.00030011236033721715,0.00039996586898525583,0.00010349423714039948,0.010078170427422385,0.004666931672112203,0.013946792276967952,0.0004998283867511134,0.0020807622816180387,0.0005369628369998164,0.0015554542218982352,0.02344362989315797,8.260562294961884e-05
28,2.0502498237603923e-05,0.00030011191883351235,0.000399963097368623,0.00010349317947297647,0.010078171490470487,0.0046669490386367475,0.013946782573711809,0.0004998296497394338,0.002080761203780224,0.0005369639148348811,0.0015554585059863707,0.02344362881067985,8.260562312720508e-05
29,2.0502526017823027e-05,0.00030011213264829816,0.0003999618803575056,0.0001034928997433908,0.010078171771398556,0.004666939322741827,0.013946786199913751,0.0004998300966896057,0.0020807608944715746,0.0005369642241427366,0.0015554597941885035,0.023443628500226698,8.260562322374565e-05
30,2.049727825743325e-05,0.0003001100530612524,0.00039996145568101457,0.000103490137087335,0.010078174551015952,0.00466696516300103,0.013946775595944828,0.0004998292574204279,0.002080763671370405,0.0005369614476031503,0.0015554650923627561,0.0234436310058348,8.260562294598829e-05
31,2.0502498352072287e-05,0.00030011191650287217,0.00039996308835806433,0.00010349317673556319,0.010078171493165406,0.004666949053235657,0.013946782564064042,0.0004998296513257596,0.0020807612009066698,0.0005369639177084226,0.0015554585200837688,0.023443628807796782,8.260562312921756e-05
32,2.050252609438918e-05,0.0003001121296483815,0.0003999618741369792,0.00010349289756152668,0.01007817177360379,0.004666939329486291,0.013946786195278792,0.0004998300974016314,0.0020807608921964136,0.0005369642264178794,0.00155545980564074,0.02344362849795095,8.260562322459479e-05
33,2.05025786542148e-05,0.0003001120918655585,0.0003999615831976559,0.00010349286006496252,0.010078171810938312,0.00466694531945362,0.013946784082668594,0.0004998295951925213,0.002080760798900745,0.0005369643197097271,0.0015554601781652571,0.023443628408848702,8.260562432197426e-05
34,2.0502502565264288e-05,0.00030011183892880944,0.0003999620471125828,0.0001034928980273512,0.010078171773241246,0.004666950132518511,0.01394678182700182,0.0004998297578857289,0.002080760916289451,0.000536964202324762,0.0015554599219431467,0.02344362852286544,8.26056232806678e-05
35,2.050252753340513e-05,0.00030011205068222047,0.00039996087102720033,0.00010349262318154276,0.010078172049316023,0.004666940374807585,0.01394678547969032,0.0004998302014994602,0.002080760614835852,0.0005369645037776649,0.0015554611660285724,0.023443628220177815,8.260562330597229e-05
36,2.0515331098260323e-05,0.00029983381878347136,0.00040105049830806833,0.0001037056966419739,0.01007795800519304,0.0046671239662708424,0.013946785686283028,0.0004998484215899613,0.0020809614122549672,0.0005367637060625408,0.001554400342590466,0.023443829650007048,8.257300008608492e-05
37,2.051537748846945e-05,0.0002998352485617561,0.00040105901601735725,0.00010370834389455044,0.010077955344985354,0.0046671068558046605,0.013946796670341979,0.0004998465946069184,0.0020809640238475926,0.0005367610944727009,0.001554387709476966,0.023443832271333846,8.257300008660406e-05
38,2.0515255294677948e-05,0.00029983564735638386,0.00040106284483540063,0.00010370934607388227,0.010077954337902623,0.004667092194372539,0.013946803776038321,0.0004998464858769931,0.0020809651603086615,0.0005367599580220766,0.0015543824636331338,0.02344383340297247,8.257300008660636e-05
39,2.0515239641476126e-05,0.00029983659129710876,0.0004010602187783365,0.00010370870437649312,0.01007795498264412,0.004667100347039815,0.013946800224301609,0.0004998461690677005,0.002080964530507312,0.0005367605878214615,0.0015543847985165875,0.023443832773872214,8.257300008642816e-05
