,ENO,FBA1,FBA2,GAPD,PGK,PGMd,PGMi,TPI
59,0.0020424351673183298,0.021731938031015825,0.004446734894517616,0.0063846225120963605,0.9649979267143358,8.985738742020058e-05,0.00027483399738823606,3.165129590748397e-05
60,0.0020424353019588143,0.021731939463618788,0.004446735187653258,0.006384622932980552,0.9649979903284915,8.985739334373851e-05,0.0002748340155057182,3.1585376447585415e-05
61,0.00204243465624211,0.021731932593057786,0.0044467337818162225,0.00638462091447956,0.9649976852440068,8.985736493528914e-05,0.00027483392861683874,3.190151684543939e-05
62,0.002042435173780049,0.02173193809976987,0.004446734908585898,0.006384622532295602,0.9649979297673316,8.98541771667241e-05,0.00027483404506254615,3.1651296007620215e-05
63,0.0020424353084205343,0.021731939532372842,0.004446735201721541,0.006384622953179793,0.9649979933814877,8.985418309005047e-05,0.0002748340631800315,3.158537654751312e-05
64,0.002042434662703826,0.021731932661811802,0.004446733795884496,0.006384620934678791,0.9649976882970008,8.985415468261593e-05,0.00027483397629113674,3.190151694636724e-05
65,0.0020424351737288837,0.02173193809922546,0.004446734908474502,0.006384622532135659,0.9649979297431572,8.985417716447318e-05,0.0002748340701071016,3.165129600682731e-05
66,0.0020424353083693687,0.021731939531828427,0.004446735201610144,0.00638462295301985,0.964997993357313,8.985418308779949e-05,0.0002748340882245885,3.158537654672185e-05
67,0.0020424346626526607,0.02173193266126739,0.0044467337957731,0.006384620934518848,0.9649976882728264,8.985415468036498e-05,0.00027483400133568585,3.1901516945568076e-05
68,0.0020424351738756448,0.02173193810078703,0.004446734908794027,0.006384622532594432,0.9649979298124982,8.985417717092974e-05,0.00027483399827060094,3.165129600910164e-05
69,0.0020424353085161306,0.02173193953339,0.0044467352019296694,0.0063846229534786254,0.9649979934266543,8.985418309425608e-05,0.0002748340163880832,3.158537654899146e-05
70,0.002042434662799422,0.02173193266282896,0.0044467337960926254,0.006384620934977624,0.9649976883421675,8.985415468682154e-05,0.0002748339294992032,3.19015169478604e-05
71,0.0020424351730984045,0.021731938092517028,0.00444673490710184,0.00638462253016479,0.964997929445272,8.985451087796639e-05,0.0002748340449708227,3.165129599705687e-05
72,0.00204243530773889,0.02173193952512,0.004446735200237483,0.006384622951048982,0.9649979930594281,8.985451680131473e-05,0.0002748340630883081,3.158537653697177e-05
73,0.002042434662022182,0.02173193265455896,0.004446733794400439,0.00638462093254798,0.9649976879749413,8.985448839377469e-05,0.00027483397619941334,3.19015169357204e-05
74,0.0020424351730472376,0.02173193809197261,0.004446734906990442,0.006384622530004845,0.9649979294210974,8.985451087571541e-05,0.00027483407001537805,3.165129599626396e-05
75,0.002042435307687724,0.02173193952457558,0.004446735200126084,0.006384622950889038,0.9649979930352535,8.985451679906375e-05,0.0002748340881328651,3.1585376536180514e-05
76,0.0020424346619710163,0.021731932654014546,0.004446733794289042,0.006384620932388037,0.9649976879507668,8.98544883915237e-05,0.00027483400124396235,3.190151693492122e-05
77,0.002042435173194,0.021731938093534187,0.0044467349073099675,0.006384622530463621,0.9649979294904384,8.9854510882172e-05,0.00027483399817887754,3.165129599853831e-05
78,0.0020424353078344858,0.021731939526137157,0.004446735200445612,0.006384622951347813,0.9649979931045946,8.985451680552035e-05,0.0002748340162963597,3.158537653845012e-05
79,0.0020424346621177774,0.021731932655576117,0.004446733794608567,0.0063846209328468125,0.9649976880201079,8.985448839798029e-05,0.0002748339294074798,3.190151693721354e-05
80,0.0020480382841875627,0.021791556368249303,0.004458933849813314,0.003658538925537633,0.9676452548883054,9.010067844211573e-05,0.0002755879635515912,3.198904191301063e-05
81,0.05074614945482139,0.5399496605382158,0.11048315126665188,0.09065102177778026,0.19832252333926606,0.00223258808142848,0.006828500461145616,0.0007864050806904376
82,0.050746232571078534,0.5399505449126029,0.11048333222513065,0.09065117025355067,0.1983228481683619,0.0022325917381466162,0.006828511645430654,0.0007847684856979411
83,0.05074583395965408,0.5399463036035453,0.11048246437906198,0.09065045818902344,0.1983212903432977,0.0022325742011487376,0.0068284580075029504,0.0007926173167656406
84,0.050746149423235694,0.5399496602021373,0.11048315119788432,0.09065102172135672,0.198322523215825,0.00223258808003886,0.0068285010793210765,0.0007864050802009589
85,0.05074623253949273,0.5399505445765234,0.11048333215636288,0.09065117019712694,0.19832284804492045,0.002232591736756992,0.0068285122636071215,0.0007847684852094802
86,0.05074583392806877,0.539946303267471,0.11048246431029529,0.09065045813260064,0.19832129021985825,0.0022325741997591348,0.0068284586256745945,0.0007926173162722983
87,0.05074614951383451,0.5399496611661276,0.11048315139513362,0.09065102188319905,0.19832252356989688,0.0022325880840247743,0.006828499306178719,0.0007864050816049541
88,0.05074623263009183,0.5399505455405167,0.11048333235361281,0.09065117035896979,0.19832284839899347,0.0022325917407429196,0.006828510490461877,0.0007847684866105561
89,0.05074583401866644,0.5399463042314492,0.11048246450754212,0.09065045829444093,0.1983212905739257,0.002232574203745,0.006828456852543185,0.0007926173176873759
90,0.05074615350277686,0.5399497036093097,0.11048316007975156,0.09065102900889635,0.19832253915920015,0.002232508490797923,0.006828501005846364,0.0007864051434209652
91,0.050746236619047244,0.539950587983838,0.11048334103825923,0.09065117748469043,0.19832286398834778,0.00223251214738599,0.006828512190133189,0.0007847685482980223
92,0.05074583800755919,0.5399463466741037,0.1104824731920521,0.09065046542004962,0.19832130616303512,0.0022324946110118967,0.006828458552196926,0.0007926173799913175
93,0.050746153471191144,0.5399497032732312,0.11048316001098402,0.09065102895247283,0.19832253903575905,0.002232508489408352,0.006828501624021875,0.0007864051429314865
94,0.050746236587461434,0.5399505876477584,0.11048334096949144,0.09065117742826674,0.19832286386490633,0.002232512145996415,0.006828512808309705,0.0007847685478095614
95,0.05074583797597387,0.5399463463380293,0.11048247312328541,0.0906504653636268,0.1983213060395956,0.0022324946096223437,0.0068284591703686205,0.000792617379497975
96,0.050746153561789964,0.5399497042372217,0.11048316020823332,0.09065102911431513,0.198322539389831,0.0022325084933941244,0.0068284998508793765,0.0007864051443354819
97,0.05074623667806054,0.5399505886117518,0.11048334116674138,0.09065117759010957,0.19832286421897938,0.0022325121499822,0.006828511035164319,0.0007847685492106372
98,0.05074583806657157,0.5399463473020076,0.11048247332053224,0.09065046552546711,0.1983213063936631,0.0022324946136080665,0.006828457397237069,0.0007926173809130526
99,0.050746153081984505,0.5399496991319911,0.11048315916361379,0.09065102825720864,0.19832253751468912,0.002232516764389092,0.00682850094922373,0.0007864051369000125
100,0.05074623619825352,0.5399505835065046,0.11048334012211844,0.09065117673300027,0.19832286234383137,0.0022325204209906807,0.006828512133510368,0.0007847685417906296
101,0.05074583758677208,0.5399463421968407,0.1104824722759257,0.09065046466837126,0.19832130451854457,0.002232502884551744,0.006828458495574995,0.0007926173734188929
102,0.050746153050398785,0.5399496987959125,0.11048315909484624,0.09065102820078512,0.19832253739124808,0.0022325167629995164,0.006828501567399234,0.0007864051364105337
103,0.05074623616666771,0.539950583170425,0.11048334005335067,0.09065117667657657,0.19832286222039,0.0022325204196011,0.006828512751686877,0.0007847685413021687
104,0.05074583755518676,0.5399463418607663,0.11048247220715898,0.09065046461194845,0.19832130439510498,0.0022325028831621852,0.0068284591137466825,0.0007926173729255506
105,0.0507461531409976,0.5399496997599028,0.11048315929209553,0.09065102836262744,0.1983225377453199,0.0022325167669853033,0.006828499794256749,0.0007864051378145292
106,0.050746236257266805,0.5399505841344184,0.11048334025060061,0.09065117683841942,0.198322862574463,0.002232520423586901,0.0068285109785415085,0.0007847685427032446
107,0.05074583764578445,0.5399463428247446,0.11048247240440585,0.09065046477378877,0.19832130474917256,0.0022325028871479228,0.006828457340615147,0.0007926173743406283
108,0.0020474939334785298,0.021785764362674234,0.004457748704095378,0.003923605377181521,0.9673880632212074,9.007994895752573e-05,0.0002755147615958204,3.172969080942521e-05
109,0.0020474940687868043,0.021785765802382614,0.004457748998684912,0.003923605636472289,0.9673881271508764,9.007995491044323e-05,0.0002755147798031646,3.166360808335345e-05
110,0.0020474934198674763,0.021785758897745037,0.004457747585875212,0.003923604392950478,0.9673878205532348,9.007992636109373e-05,0.00027551469248331925,3.198053148246512e-05
111,0.00204749393342711,0.021785764362127112,0.004457748703983428,0.003923605377082986,0.967388063196913,9.007994895526352e-05,0.0002755147867023897,3.1729690808628366e-05
112,0.002047494068735384,0.021785765801835492,0.004457748998572962,0.003923605636373752,0.9673881271265818,9.0079954908181e-05,0.0002755148049097356,3.1663608082558256e-05
113,0.002047493419816057,0.02178575889719792,0.004457747585763262,0.003923604392851943,0.9673878205289403,9.007992635883151e-05,0.00027551471758988224,3.198053148166197e-05
114,0.0020474939335745996,0.021785764363696437,0.004457748704304539,0.00392360537736562,0.967388063266598,9.007994896175235e-05,0.00027551471468801155,3.172969081091399e-05
115,0.002047494068882874,0.02178576580340482,0.004457748998894073,0.003923605636656387,0.967388127196267,9.007995491466983e-05,0.0002755147328953527,3.1663608084839126e-05
116,0.002047493419963547,0.021785758898767237,0.004457747586084373,0.003923604393134576,0.9673878205986253,9.007992636532035e-05,0.0002755146455755221,3.1980531483965666e-05
117,0.0020474939400683683,0.02178576443279149,0.004457748718442596,0.003923605389809605,0.9673880663347361,9.007673075772717e-05,0.0002755147624825618,3.1729690911546895e-05
118,0.002047494075376643,0.02178576587249988,0.004457749013032131,0.003923605649100374,0.9673881302644054,9.007673671043201e-05,0.0002755147806899062,3.1663608185262445e-05
119,0.002047493426457312,0.021785758967862258,0.004457747600222424,0.003923604405578555,0.9673878236667618,9.007670816210239e-05,0.00027551469337006024,3.198053158539411e-05
120,0.0020474939400169485,0.02178576443224438,0.004457748718330648,0.00392360538971107,0.9673880663104418,9.007673075546503e-05,0.0002755147875891313,3.1729690910750054e-05
121,0.002047494075325224,0.021785765871952766,0.004457749012920183,0.003923605649001838,0.9673881302401109,9.007673670816987e-05,0.0002755148057964772,3.1663608184467264e-05
122,0.0020474934264058924,0.021785758967315147,0.004457747600110474,0.00392360440548002,0.9673878236424674,9.007670815984025e-05,0.0002755147184766234,3.1980531584590964e-05
123,0.002047493940164438,0.021785764433813692,0.004457748718651757,0.003923605389993704,0.9673880663801266,9.007673076195364e-05,0.00027551471557475286,3.1729690913035674e-05
124,0.002047494075472713,0.021785765873522087,0.004457749013241293,0.003923605649284472,0.9673881303097958,9.007673671465847e-05,0.0002755147337820941,3.166360818674813e-05
125,0.002047493426553382,0.021785758968884465,0.004457747600431584,0.003923604405762654,0.9673878237121525,9.007670816632886e-05,0.00027551464646226304,3.1980531586894656e-05
126,0.002047493939383342,0.021785764425502674,0.004457748716951177,0.003923605388496893,0.9673880660110791,9.007706529544124e-05,0.0002755147623903835,3.172969090093116e-05
127,0.0020474940746916174,0.02178576586521106,0.004457749011540712,0.003923605647787661,0.9673881299407484,9.00770712481682e-05,0.0002755147805977278,3.166360817466882e-05
128,0.002047493425772287,0.021785758960573446,0.004457747598731005,0.0039236044042658446,0.9673878233431051,9.007704269973257e-05,0.0002755146932778819,3.1980531574694455e-05
129,0.0020474939393319226,0.02178576442495556,0.004457748716839227,0.003923605388398357,0.9673880659867846,9.007706529317909e-05,0.00027551478749695277,3.172969090013432e-05
130,0.0020474940746401976,0.021785765864663943,0.004457749011428763,0.003923605647689125,0.967388129916454,9.007707124590604e-05,0.0002755148057042988,3.166360817387364e-05
131,0.0020474934257208666,0.02178575896002633,0.004457747598619054,0.003923604404167309,0.9673878233188105,9.007704269747038e-05,0.00027551471838444495,3.1980531573891305e-05
132,0.002047493939479412,0.021785764426524877,0.004457748717160337,0.00392360538868099,0.9673880660564697,9.007706529966773e-05,0.0002755147154825745,3.172969090241994e-05
133,0.0020474940747876873,0.021785765866233268,0.004457749011749874,0.003923605647971759,0.967388129986139,9.007707125239468e-05,0.0002755147336899157,3.16636081761545e-05
134,0.0020474934258683567,0.021785758961595653,0.0044577475989401654,0.003923604404449942,0.9673878233884956,9.007704270395903e-05,0.0002755146463700847,3.1980531576195e-05
135,0.05041373916594177,0.5364127454309966,0.10975943652921007,0.09660766991346499,0.19702342088552752,0.002217963617167255,0.0067837706868614615,0.0007812537708303379
136,0.05041382119686608,0.536413618257215,0.10975961512473141,0.09660782710903483,0.1970237414730021,0.0022179672261359333,0.006783781725102007,0.0007796278879125963
137,0.05041342779049718,0.5364094323310389,0.10975875861096965,0.0966070732258027,0.1970222039899691,0.0022179499181356256,0.0067837287875766915,0.0007874253460103081
138,0.050413739134768515,0.5364127450993066,0.10975943646134047,0.09660766985372775,0.19702342076369836,0.0022179636157957806,0.006783771301015252,0.0007812537703472507
139,0.05041382116569271,0.5364136179255239,0.10975961505686158,0.09660782704929743,0.19702374135117254,0.002217967224764454,0.00678378233925679,0.0007796278874305136
140,0.05041342775932431,0.536409431999353,0.1097587585431009,0.09660707316606619,0.1970222038681414,0.002217949916764168,0.006783729401726713,0.0007874253455234078
141,0.05041373922418428,0.5364127460507091,0.10975943665601409,0.09660767002507488,0.19702342111314677,0.0022179636197296473,0.006783769539408444,0.000781253771732913
142,0.050413821255108765,0.5364136188769295,0.10975961525153584,0.09660782722064509,0.19702374170062203,0.002217967228698333,0.006783780577647135,0.0007796278888132941
143,0.05041342784873895,0.5364094329507436,0.10975875873777208,0.09660707333741117,0.19702220421758546,0.002217949920697985,0.006783727640130712,0.0007874253469200072
144,0.05041374316103903,0.5364127879396683,0.10975944522722832,0.09660767756925569,0.19702343649888493,0.002217884546732524,0.00678377122444951,0.0007812538327417304
145,0.05041382519197633,0.536413660766025,0.10975962382277796,0.09660783476485046,0.1970237570864103,0.0022178881555728275,0.0067837822626918036,0.0007796279496952442
146,0.050413431785545075,0.5364094748391854,0.10975876730888046,0.0966070808814988,0.19702221960313357,0.0022178708481881792,0.006783729325158098,0.000787425408410389
147,0.05041374312986577,0.5364127876079781,0.10975944515935873,0.09660767750951847,0.19702343637705574,0.0022178845453610986,0.006783771838603351,0.0007812538322586433
148,0.05041382516080297,0.5364136604343339,0.10975962375490815,0.09660783470511308,0.19702375696458074,0.002217888154201398,0.0067837828768466365,0.0007796279492131616
149,0.0504134317543722,0.5364094745074994,0.10975876724101169,0.09660708082176235,0.19702221948130594,0.0022178708468167706,0.00678372993930817,0.0007874254079234887
150,0.05041374321928155,0.5364127885593808,0.10975944535403234,0.09660767768086562,0.1970234367265042,0.0022178845492948247,0.006783770076996404,0.0007812538336443055
151,0.05041382525021903,0.5364136613857394,0.1097596239495824,0.09660783487646074,0.19702375731403027,0.002217888158135137,0.006783781115236843,0.0007796279505959422
152,0.050413431843786875,0.5364094754588903,0.10975876743568291,0.09660708099310737,0.19702221983075008,0.002217870850750449,0.00678372817771203,0.0007874254093200884
153,0.05041374274574138,0.5364127835208143,0.10975944432305346,0.09660767677342229,0.19702343487584792,0.002217892766248385,0.006783771168566252,0.0007812538263059282
154,0.05041382477667733,0.5364136563471567,0.10975962291860016,0.09660783396901448,0.19702375546336803,0.0022178963751020337,0.006783782206808364,0.0007796279432728253
155,0.05041343137025256,0.536409470420386,0.10975876640471675,0.09660708008567524,0.19702221798011665,0.002217879067653386,0.00678372926927553,0.0007874254019237868
156,0.050413742714568124,0.5364127831891241,0.10975944425518386,0.09660767671368509,0.1970234347540188,0.0022178927648769543,0.006783771782720088,0.0007812538258228412
157,0.05041382474550396,0.5364136560154655,0.10975962285073035,0.09660783390927707,0.19702375534153846,0.0022178963737305986,0.006783782820963192,0.0007796279427907427
158,0.050413431339079676,0.5364094700887001,0.109758766336848,0.09660708002593876,0.19702221785828902,0.002217879066281973,0.006783729883425598,0.0007874254014368864
159,0.0504137428039839,0.5364127841405268,0.1097594444498575,0.09660767688503222,0.19702343510346723,0.002217892768810695,0.006783770021113154,0.0007812538272085033
160,0.05041382483492004,0.5364136569668713,0.10975962304540461,0.09660783408062477,0.19702375569098804,0.0022178963776643525,0.006783781059353414,0.0007796279441735234
161,0.050413431428494346,0.5364094710400908,0.10975876653151921,0.09660708019728378,0.1970222182077331,0.0022178790702156643,0.00678372812182947,0.0007874254028334861
162,0.0020447527784695904,0.021756597899160048,0.0033170513746668922,0.006391867330716506,0.9660929381945942,8.995935123596354e-05,0.0002751458595943343,3.168721156224786e-05
163,0.0020447529134158095,0.021756599335016086,0.0033170515935801743,0.0063918677525564155,0.9660930019532015,8.995935717295232e-05,0.00027514587775295666,3.16212173039681e-05
164,1.2321102921880206e-05,0.00013109911612207173,1.9987615038246447e-05,2.2009957037075574e-05,0.9998121897398214,5.420696511748803e-07,1.6579516979461973e-06,1.9244770999917876e-07
165,1.2321102940484498e-05,0.00013109911632002525,1.9987615068426817e-05,2.2009957070309572e-05,0.9998121912494914,5.420696519933801e-07,1.6579512669728375e-06,1.9093819050710869e-07
166,1.2321102922120702e-05,0.0001310991161246306,1.9987615038636587e-05,2.2009957037505176e-05,0.9998121897593368,5.420502834392043e-07,1.6579515468543622e-06,1.9244771000293514e-07
167,1.2321102940723131e-05,0.0001310991163225644,1.998761506881393e-05,2.200995707073586e-05,0.9998121912688555,5.42050284257593e-07,1.6579512670049483e-06,1.9093819051080678e-07
168,1.2321102922095898e-05,0.00013109911612436666,1.9987615038596346e-05,2.2009957037460862e-05,0.9998121897573241,5.42052296750507e-07,1.6579515468510246e-06,1.9244771000254765e-07
169,1.232110294069832e-05,0.0001310991163223004,1.9987615068773687e-05,2.2009957070691547e-05,0.9998121912668424,5.420522975688986e-07,1.6579512670016102e-06,1.909381905104223e-07
170,1.2321102945598123e-05,0.0001310991163744353,1.9987615076722268e-05,2.200995707944436e-05,0.9998121916644431,5.420522977844596e-07,1.6579512676609366e-06,1.9054051524321807e-07
171,0.0020503691503491114,0.02181635727247966,0.003326162399852806,0.0036627026975960385,0.9687465290189776,9.020355678873461e-05,0.0002759016563639473,3.1774247592144755e-05
172,0.0020503692860376686,0.021816358716234333,0.0033261626199703287,0.003662702939984998,0.9687465931283206,9.020356275819163e-05,0.00027590167462246325,3.17080720715885e-05
173,0.0020503691502975468,0.021816357271931,0.0033261623997691567,0.0036627026975039256,0.9687465289946147,9.02035567864661e-05,0.00027590168150576306,3.1774247591345664e-05
174,0.0020503686352429922,0.021816351791642652,0.0033261615642342034,0.0036627017774297508,0.9687462856446251,9.020353412725241e-05,0.0002759016121990153,3.2025440498993976e-05
175,0.051864756973890216,0.5518518788677942,0.08413636368586813,0.09938825020264817,0.2026941863756016,0.0022818014669109144,0.006979022462161726,0.0008037399651249187
