,13dpg,2pg,3pg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,23dpg
0,1.8765131638691884e-05,0.00028863656208579625,0.00038485451989475627,6.51876335996968e-05,0.0060371780475304854,0.004563958797267397,0.013995711049572942,0.0004885816795682238,0.0020434651830883283,0.0005623533626726031,0.0014954506119238455,0.02340554985532256,8.260846157971367e-05
1,1.8765123189014247e-05,0.000288636556427482,0.0003848544878890703,6.518763756471592e-05,0.006037178034617544,0.004563951209113096,0.01399571427707428,0.000488581549621055,0.002043465196175128,0.0005623533495861619,0.0014954506544970784,0.023405549869671576,8.260846158342509e-05
2,1.8766152324096912e-05,0.0002886375682354898,0.00038485134226945135,6.518890518229747e-05,0.00603717610970825,0.004563958931349803,0.013995711303755888,0.0004885817314181527,0.0020434658610932106,0.0005623526846441034,0.0014954516868040616,0.023405550557322543,8.260846013486544e-05
3,1.876615943681198e-05,0.0002886375632185516,0.000384851297078267,6.518892259823891e-05,0.006037176079012947,0.004563951341119161,0.013995714531479063,0.0004885816038292386,0.0020434658744608665,0.0005623526712761398,0.0014954517290637446,0.023405550572468563,8.26084601342279e-05
4,1.8765980991122445e-05,0.00028863746028863534,0.00038485033646124526,6.518854233463941e-05,0.006037176186011399,0.004563959574770765,0.013995710824582251,0.0004885817797050013,0.002043465601299198,0.0005623529444442624,0.0014954535371297145,0.023405550291101786,8.260846014951389e-05
5,1.8765976044572612e-05,0.0002886374560200793,0.00038485030182094086,6.518854889442446e-05,0.0060371761695342824,0.004563951985134802,0.013995714052275449,0.0004885816503357926,0.002043465613725543,0.0005623529320181108,0.0014954535787522194,0.02340555030488873,8.260846015009832e-05
6,1.877214171969044e-05,0.00028830775413119257,0.0003858668362617816,6.532286286082733e-05,0.0060373361491226595,0.0045640824687444535,0.013995716427228702,0.0004885951643443366,0.0020436130752596047,0.0005622054702981233,0.001494282564703645,0.023405698048045213,8.25730112236095e-05
7,1.8772138708402256e-05,0.00028830773788883057,0.0003858667895663936,6.532286391461451e-05,0.006037336134609986,0.004564074834790569,0.013995719673226577,0.0004885950347829495,0.002043613079773551,0.0005622054657842467,0.001494282639734092,0.0234056980540285,8.257301122365304e-05
8,1.8772179214544056e-05,0.00028830727090495967,0.0003858625221106031,6.532196098055938e-05,0.006037335813981647,0.004564093174967128,0.013995710074017148,0.0004885960639457508,0.002043611996609896,0.0005622065489426522,0.0014942896381973038,0.02340569695981553,8.25730112245669e-05
9,1.8772175486736812e-05,0.00028830726577115385,0.00038586249206859437,6.532196839179711e-05,0.006037335798025293,0.004564085542825697,0.01399571332418962,0.0004885959323949579,0.002043612009238683,0.000562206536314023,0.001494289673226902,0.02340569697388712,8.257301122451688e-05
10,1.8772145748916824e-05,0.0002883076833052892,0.0003858659160135966,6.532268662432429e-05,0.006037336058007621,0.004564083031830845,0.013995716012507112,0.0004885952219127866,0.0020436128677731877,0.0005622056777836661,0.0014942840259265016,0.023405697840133712,8.257301122673742e-05
