,ENO3,FBA13,FBA23,GAPD6,PGK9,PGMd4,PGMi3,TPI3
63,8.50241121952422e-08,-2.6625111596151465e-07,7.932438848001765e-07,3.12651045747403e-08,2.8430046088590705e-08,-1.8966790182872726e-06,1.976375397711048e-06,-4.139147264413997e-07
64,8.548772711947095e-08,-2.66387136263548e-07,7.920471603029e-07,3.105537324521457e-08,2.8193655147047e-08,-1.897320707655581e-06,1.976254946517985e-06,-4.129597587498868e-07
65,8.632218850834762e-08,-2.662101758763981e-07,7.936099564176401e-07,3.125543014681487e-08,2.8402717487619956e-08,-1.8964202563864774e-06,1.9764151096228376e-06,-4.1430739463113863e-07
66,8.502092896378598e-08,-2.6625114197107754e-07,7.932443395475275e-07,3.126488229421299e-08,2.8429817583875555e-08,-1.8966797394881496e-06,1.9763745242020764e-06,-4.1391478973701405e-07
67,8.548710184186348e-08,-2.663871170896325e-07,7.920474445199943e-07,3.1055245763855766e-08,2.8193470488335062e-08,-1.8973203452787857e-06,1.976254188035054e-06,-4.1295996131007756e-07
68,8.63197442413366e-08,-2.662102493086456e-07,7.93609615357127e-07,3.1255008872688166e-08,2.8402348662857558e-08,-1.8964197430193508e-06,1.976414298859914e-06,-4.143073657981913e-07
69,8.499375780957052e-08,-2.662539018953518e-07,7.932210905892134e-07,3.1251116056063566e-08,2.841550522333404e-08,-1.8967467809716252e-06,1.976369925118133e-06,-4.13904997442001e-07
70,8.54086010804167e-08,-2.663899059905108e-07,7.92022603945952e-07,3.1039671152810484e-08,2.8178086758454818e-08,-1.897396295191811e-06,1.976247672104245e-06,-4.1295213581982177e-07
71,8.624903102827375e-08,-2.662130007585889e-07,7.935848316265037e-07,3.124098889306648e-08,2.8388370515008282e-08,-1.8964902057660995e-06,1.9764090711861357e-06,-4.142981844751717e-07
72,8.597083933636894e-08,-2.6624240269329944e-07,7.933228403089744e-07,3.1445128320650724e-08,2.8617446140447384e-08,-1.8946506872249188e-06,1.9754127845065197e-06,-4.138204076644357e-07
73,8.643087312520947e-08,-2.663784333036085e-07,7.92125149473577e-07,3.123555968043147e-08,2.838145981621555e-08,-1.8952901285037894e-06,1.9752919029378857e-06,-4.1286523014272275e-07
74,8.726613032195019e-08,-2.6620147290258765e-07,7.93688059275155e-07,3.143585064480092e-08,2.859078332266042e-08,-1.894390816216553e-06,1.975452712658916e-06,-4.142126956440968e-07
75,8.59674287312373e-08,-2.662424577087466e-07,7.933222718747857e-07,3.144490191842042e-08,2.8617253938724094e-08,-1.8946512683854183e-06,1.9754119049452203e-06,-4.1382015316738293e-07
76,8.642734883324009e-08,-2.663784245613916e-07,7.921252631604149e-07,3.123500422197445e-08,2.838088321343093e-08,-1.8952910994103317e-06,1.97529090589576e-06,-4.12865885507374e-07
77,8.726379974177688e-08,-2.662015231074366e-07,7.936874339975475e-07,3.143546251083152e-08,2.8590436278218626e-08,-1.894390567618184e-06,1.9754519326047287e-06,-4.1421268644106345e-07
78,8.593912070864462e-08,-2.662452162848223e-07,7.93298056578351e-07,3.1431070593446186e-08,2.8602843180763893e-08,-1.8947193863804409e-06,1.9754072962984105e-06,-4.138105280457197e-07
79,8.635055337435915e-08,-2.663812086971947e-07,7.921005931166292e-07,3.1219669571758146e-08,2.836570963749355e-08,-1.8953666931616695e-06,1.9752844997459804e-06,-4.128578151851858e-07
80,8.719331390238949e-08,-2.662042933735088e-07,7.936629344840184e-07,3.1421439228296315e-08,2.857643607314352e-08,-1.8944618148434525e-06,1.9754465370913837e-06,-4.1420339245144036e-07
81,1.8201274087914496e-07,-5.314175835239991e-06,1.1988904589088635e-05,1.578069301622076e-07,1.203163035173871e-07,-1.7824812326142276e-06,1.96685311123364e-06,-5.334646657511352e-06
82,1.8273556179337907e-07,-5.3139684802164655e-06,1.198922564071836e-05,1.5803538332137543e-07,1.2050479630473787e-07,-1.781842986112571e-06,1.9669797270299716e-06,-5.335619406732586e-06
83,1.8201063767264714e-07,-5.314178024031945e-06,1.1988913684035651e-05,1.5780373675833292e-07,1.2031331377655372e-07,-1.7824811471910633e-06,1.9668524276548675e-06,-5.3346548616519515e-06
84,1.8273459545525839e-07,-5.3139676977515125e-06,1.1989218364760745e-05,1.5803489146481994e-07,1.2050429511905635e-07,-1.7818442697051338e-06,1.9669787750929e-06,-5.335614192453057e-06
85,1.6414077208537492e-07,-5.314762270361395e-06,1.1986779327344266e-05,1.5620376911384962e-07,1.2341328193502668e-07,-1.8247491659906243e-06,1.9928385978581112e-06,-5.335734573866445e-06
86,1.6509244460394257e-07,-5.314572520575426e-06,1.1986990330115075e-05,1.5545417696161135e-07,1.1791133057545596e-07,-1.8248503650397647e-06,1.9928738110577947e-06,-5.335832209600795e-06
87,1.6414338688264254e-07,-5.3147624771166835e-06,1.1986777963102213e-05,1.5622285400029853e-07,1.234328321137769e-07,-1.8247308055663327e-06,1.9928401930976445e-06,-5.3357183109383754e-06
88,1.6509295619471234e-07,-5.314572496273668e-06,1.1986991921730805e-05,1.5545401250982582e-07,1.1791119344187887e-07,-1.8248512265728325e-06,1.9928728810037314e-06,-5.33583251867832e-06
89,1.6407403791163233e-07,-5.3147690558591764e-06,1.19867586363398e-05,1.5620635657187518e-07,1.234211060437921e-07,-1.824807586814359e-06,1.9928335784102776e-06,-5.3357160767585196e-06
90,1.650220724513929e-07,-5.314578472335192e-06,1.1986971458100015e-05,1.5544323116178924e-07,1.1790047870440488e-07,-1.8249237943024357e-06,1.992866926917942e-06,-5.335821210034412e-06
91,1.6504009181517176e-07,-5.314753554147203e-06,1.198681252390088e-05,1.5633112464275012e-07,1.2357567440385644e-07,-1.822847509271703e-06,1.9919450267786566e-06,-5.335643514390296e-06
92,1.6599244645476574e-07,-5.3145632100853175e-06,1.198702216242964e-05,1.555887966936398e-07,1.1805368795437914e-07,-1.8229379109265332e-06,1.9919812859434693e-06,-5.33573950080551e-06
93,1.6504185396115645e-07,-5.31475332539862e-06,1.1986818890363793e-05,1.5637121644762606e-07,1.2362147174828884e-07,-1.8228300283742488e-06,1.991946678186326e-06,-5.335640980410434e-06
94,1.6599261698502232e-07,-5.314562721401472e-06,1.1987024436166395e-05,1.5558849762731253e-07,1.1805334239399329e-07,-1.8229387431126598e-06,1.991980366733729e-06,-5.335743121684497e-06
95,1.6533249436179176e-07,-5.314747140354945e-06,1.1986823665210976e-05,1.5895940706778244e-07,1.2718648117028902e-07,-1.8204812964873443e-06,1.992167332414288e-06,-5.335178946345022e-06
96,1.6592184692854064e-07,-5.314569675324695e-06,1.198699965243577e-05,1.5557757460094024e-07,1.180425422322301e-07,-1.8230117632403648e-06,1.991974318988188e-06,-5.335728167320361e-06
97,9.621868457543314e-08,3.1564905666244675e-08,2.2177031688830337e-07,2.3050287900616692e-08,2.0081449191239678e-08,-1.8607561817407856e-06,1.946415625347957e-06,-1.848721767425815e-07
98,9.48244860410341e-08,3.159763976347003e-08,2.2192379339758261e-07,2.5264632164123668e-08,2.39906497460831e-08,-1.8594569778288658e-06,1.9466454447736844e-06,-1.8490187403408245e-07
99,9.48199954109441e-08,3.161835655969558e-08,2.2207046895816873e-07,2.5263155345456312e-08,2.398928956111497e-08,-1.859460405562603e-06,1.9466447545764716e-06,-1.8507163913601514e-07
100,9.48230649555626e-08,3.1601918579378385e-08,2.2195408339031888e-07,2.5264087710752392e-08,2.399014164210754e-08,-1.8594581035762288e-06,1.9466444477069923e-06,-1.849362716456861e-07
101,9.482374707658893e-08,3.159759557832837e-08,2.2192348098082346e-07,2.526437437033735e-08,2.3990383955004718e-08,-1.8594574703276212e-06,1.946644577226633e-06,-1.849018116117929e-07
102,9.481902907282348e-08,3.1618312605055314e-08,2.220701589839002e-07,2.5262901548472882e-08,2.3989027134532767e-08,-1.8594609617964942e-06,1.9466438748656133e-06,-1.8507156674676346e-07
103,9.473279760641162e-08,3.159883149648872e-08,2.219322274843449e-07,2.524633324618719e-08,2.397216107281712e-08,-1.859547938016151e-06,1.946635450984053e-06,-1.8493184974393079e-07
104,9.473319551034364e-08,3.159450878936591e-08,2.219016266291618e-07,2.5246623680530433e-08,2.3972408136905057e-08,-1.8595472980690037e-06,1.946635581123537e-06,-1.848973939511112e-07
105,9.472887541051023e-08,3.161522645414583e-08,2.220483099613091e-07,2.5245139090301905e-08,2.3971042469560225e-08,-1.8595507814045987e-06,1.946634880021664e-06,-1.850671639497345e-07
106,7.669473234273028e-08,3.1130924035664704e-08,2.186070496845716e-07,2.1653347337391438e-08,2.033011086517364e-08,-1.9050909791928916e-06,1.97462367034382e-06,-1.8520220135080908e-07
107,7.67003598411975e-08,3.11265284803474e-08,2.1857594778573736e-07,2.1653540072108516e-08,2.0330196038144743e-08,-1.9050905457618228e-06,1.9746237092259368e-06,-1.85167287308774e-07
108,7.669217438888153e-08,3.11474555516212e-08,2.1872411493095711e-07,2.165216672622705e-08,2.032901612564024e-08,-1.9050936899134285e-06,1.974623161902637e-06,-1.853386771325481e-07
109,7.669387969144736e-08,3.113088309001071e-08,2.1860675974982868e-07,2.1653124626652698e-08,2.032989547800373e-08,-1.905091140841364e-06,1.9746227953339308e-06,-1.8520213542795594e-07
110,7.669927981623914e-08,3.112648946316382e-08,2.1857566973038092e-07,2.1653324244752522e-08,2.0329977766997062e-08,-1.905090798004494e-06,1.9746228516981615e-06,-1.8516722261052718e-07
111,7.669137858101749e-08,3.1147413892236915e-08,2.1872382027776643e-07,2.1651946457978966e-08,2.032879044093494e-08,-1.905093892418108e-06,1.974622294251312e-06,-1.853386010354334e-07
112,7.692159442740376e-08,3.116976353824234e-08,2.1888062046171441e-07,2.172958013524351e-08,2.0415207872088656e-08,-1.9048577097890984e-06,1.974671839504084e-06,-1.8540075051771702e-07
113,7.69202301853511e-08,3.1165406715288723e-08,2.1884980594411021e-07,2.1729889221333565e-08,2.0415496691404342e-08,-1.9048571253676982e-06,1.974671928142421e-06,-1.853660746842234e-07
114,7.691784276175895e-08,3.118629509821745e-08,2.189976847644104e-07,2.172842328285185e-08,2.0414142585124112e-08,-1.9048603601135028e-06,1.974671324742304e-06,-1.855372235295364e-07
115,7.764003839838551e-08,3.1141863187159064e-08,2.1868497357413477e-07,2.1835737662456722e-08,2.0519950181966187e-08,-1.9030560749173724e-06,1.9736544883761317e-06,-1.8510773487374202e-07
116,7.764572274027161e-08,3.1137465936800085e-08,2.1865386024000344e-07,2.183591618631908e-08,2.0520012884630432e-08,-1.9030557092353053e-06,1.9736545504852867e-06,-1.850728171548521e-07
117,7.76373099142802e-08,3.1158393134383434e-08,2.1880202771829005e-07,2.1834549279731164e-08,2.0518840867069305e-08,-1.9030588293724288e-06,1.973653991088392e-06,-1.8524420292414387e-07
118,7.763890153000831e-08,3.114182285765717e-08,2.1868468746966127e-07,2.183552361145757e-08,2.0519734360031208e-08,-1.9030562678337747e-06,1.9736536242131628e-06,-1.8510766412217764e-07
119,7.764464271531324e-08,3.113742680317319e-08,2.1865358157402426e-07,2.183570924074729e-08,2.0519805574549868e-08,-1.9030558921837159e-06,1.9736536885607705e-06,-1.8507275062473733e-07
120,7.7636570949835e-08,3.115835218937997e-08,2.188017376725249e-07,2.183433256419676e-08,2.051861933615937e-08,-1.903059040774072e-06,1.9736531241384323e-06,-1.8524412958523945e-07
121,7.786042033330888e-08,3.118072094032871e-08,2.1895868407284522e-07,2.191186165845238e-08,2.060502523573877e-08,-1.9028244558182282e-06,1.973702717338273e-06,-1.8530657213398395e-07
122,7.785899924783736e-08,3.1176362998803706e-08,2.1892786361554784e-07,2.1912167857962566e-08,2.060531197338629e-08,-1.9028239022004481e-06,1.9737028138589526e-06,-1.852718968242684e-07
123,7.785661182424519e-08,3.1197250991528084e-08,2.1907573960477933e-07,2.1910696590410342e-08,2.0603951194925894e-08,-1.902827178249585e-06,1.973702225820979e-06,-1.8544304393984523e-07
124,9.336315542896043e-08,3.14637403829544e-08,2.2096675800220567e-07,2.4811361035159685e-08,2.3545177035714033e-08,-1.8607847756350869e-06,1.9463982627343004e-06,-1.8444412204184687e-07
125,9.336412176708107e-08,3.1459416103413185e-08,2.209361293914469e-07,2.4811687079906438e-08,2.35454791031129e-08,-1.8607840007984573e-06,1.9463984181829033e-06,-1.8440965010579904e-07
126,9.335946060673449e-08,3.148017194902312e-08,2.2108310276935936e-07,2.4810198215319268e-08,2.354409621039763e-08,-1.8607875928133675e-06,1.946397697037698e-06,-1.8457967461784662e-07
127,9.336173434348893e-08,3.1463697286676987e-08,2.2096645141411747e-07,2.481109868945897e-08,2.354491354119269e-08,-1.8607852614612285e-06,1.9463974041473037e-06,-1.8444407989543895e-07
128,9.336275752502844e-08,3.145937301830305e-08,2.2093582280335866e-07,2.4811426621584864e-08,2.35452177227858e-08,-1.8607844786092285e-06,1.9463975607548408e-06,-1.8440960661281205e-07
129,9.335809636468184e-08,3.1480128954335454e-08,2.2108279695842728e-07,2.4809936230441032e-08,2.3543832792204122e-08,-1.8607880789712344e-06,1.9463968384255242e-06,-1.8457963263287649e-07
130,9.327379757451126e-08,3.1460671900420366e-08,2.2094492235780197e-07,2.479373684138864e-08,2.3527485513421747e-08,-1.8608734103305092e-06,1.946388974797494e-06,-1.8444009543348158e-07
131,9.327482075605077e-08,3.1456347328795084e-08,2.209142916931306e-07,2.4794063385735757e-08,2.3527788036836056e-08,-1.8608726333366837e-06,1.9463891308582327e-06,-1.844056206068423e-07
132,9.327033012596077e-08,3.1477104171762596e-08,2.210612717323812e-07,2.4792572786425104e-08,2.352640271052059e-08,-1.8608762319795518e-06,1.946388407916408e-06,-1.8457565365980093e-07
133,7.562130122096278e-08,3.101460784341817e-08,2.1776866321321364e-07,2.1343757178327042e-08,2.0050433316041658e-08,-1.905899452481208e-06,1.974493696939674e-06,-1.847141628278032e-07
134,7.562232440250227e-08,3.1010246652539264e-08,2.1773776659461674e-07,2.134406731912897e-08,2.0050718120123018e-08,-1.9058987490438994e-06,1.9744938382833615e-06,-1.846793816762116e-07
135,7.561789061583113e-08,3.10311692252414e-08,2.178859320745019e-07,2.1342611830621472e-08,2.004937352901789e-08,-1.9059021276746082e-06,1.974493191595908e-06,-1.848507800695197e-07
136,7.562027803942327e-08,3.1014568500431834e-08,2.1776838399212295e-07,2.13435464163636e-08,2.0050222507457527e-08,-1.9058996159060369e-06,1.9744928255821344e-06,-1.8471409774976045e-07
137,7.562124437754393e-08,3.101020744312663e-08,2.1773748692943681e-07,2.1343864564649092e-08,2.005051503886461e-08,-1.905898898257874e-06,1.974492960525313e-06,-1.8467930854026984e-07
138,7.561681059087277e-08,3.103112961933603e-08,2.1788565068847632e-07,2.1342401818058576e-08,2.004916375714788e-08,-1.9059023141920761e-06,1.974492351165707e-06,-1.8485071305411607e-07
139,7.555075853815651e-08,3.101181050813809e-08,2.1774877717595229e-07,2.132975744639776e-08,2.0036433772329876e-08,-1.9059686344746753e-06,1.9744872517974357e-06,-1.8470853239255762e-07
140,7.555172487627715e-08,3.10074497882366e-08,2.1771788510926987e-07,2.1330078175951783e-08,2.0036728812363944e-08,-1.905967902615657e-06,1.97448738280379e-06,-1.8467374485187094e-07
141,7.554740477644371e-08,3.102837311098981e-08,2.1786605564066972e-07,2.1328613181159642e-08,2.003537466401667e-08,-1.9059713327607144e-06,1.9744867372944197e-06,-1.8484515794945413e-07
142,7.656262823729776e-08,3.1025553672188455e-08,2.1784661508039704e-07,2.1525979179704e-08,2.0240213610168974e-08,-1.9038646475128345e-06,1.9735244666582177e-06,-1.8461989986079657e-07
143,7.656353773199952e-08,3.102119330237584e-08,2.1781572528967172e-07,2.152629693941144e-08,2.0240506827225522e-08,-1.9038639099756328e-06,1.9735245996165754e-06,-1.845851192172621e-07
