,ENO3,FBA13,FBA23,GAPD6,PGK9,PGMd4,PGMi3,TPI3
0,1.306570993619971e-07,2.5462245592921536e-08,2.620790298668574e-07,2.331621042073184e-08,1.8384285621619867e-08,-1.8087875471469695e-06,1.9410623875912573e-06,-2.1298268926186329e-07
1,1.3065283610558254e-07,2.547508018469239e-08,2.622134208651872e-07,2.331851831072207e-08,1.8393459838561554e-08,-1.808790699011441e-06,1.941061814357536e-06,-2.131300834930152e-07
2,1.3304469348440762e-07,2.5459963089155868e-08,2.620661978536276e-07,2.286767469480977e-08,1.3287274058804144e-08,-1.8060405928302338e-06,1.9407398307810484e-06,-2.130377038379828e-07
3,1.3304219237397777e-07,2.5472796182433963e-08,2.6220035409529885e-07,2.2859775385131176e-08,1.3274231991378116e-08,-1.8060388398853715e-06,1.940739509711257e-06,-2.13188310833716e-07
4,1.3292253697727574e-07,2.545804694670297e-08,2.620490212046356e-07,2.2965914076716887e-08,1.3698198214617818e-08,-1.806032675163237e-06,1.94019372514681e-06,-2.130197194639017e-07
5,1.3291850109453662e-07,2.5470880960861726e-08,2.62183377564007e-07,2.2965707818095593e-08,1.3707031426557494e-08,-1.8060327596792633e-06,1.9401937624967413e-06,-2.1316879325182934e-07
6,1.0441101494507166e-07,2.5128136257264634e-08,2.586765480150355e-07,2.168566014607021e-08,1.9378617210907834e-08,-1.8706454429917583e-06,1.9678869891167592e-06,-2.132367935135009e-07
7,1.0443403652971027e-07,2.514103137483522e-08,2.588116670976248e-07,2.1683362223801076e-08,1.937678328900461e-08,-1.870649546376057e-06,1.9678863695074738e-06,-2.1338968447511076e-07
8,1.0342432688048576e-07,2.5099712264358765e-08,2.5837184669530444e-07,2.162685156653632e-08,1.9327721617612426e-08,-1.870987800245416e-06,1.9678221799788737e-06,-2.1301196057249905e-07
9,1.0342188261347475e-07,2.5112637245278694e-08,2.585071836036512e-07,2.162588375390073e-08,1.932689849826197e-08,-1.8709901397073738e-06,1.967821711531054e-06,-2.1316323176186726e-07
10,1.0433632269268855e-07,2.512650243896358e-08,2.5865965191940177e-07,2.1672208801865045e-08,1.9365528569625923e-08,-1.8707396112205288e-06,1.967879832000529e-06,-2.1323440538496052e-07
11,1.027176494972082e-07,2.4969018749649387e-08,2.5700923772520307e-07,2.1315536752331e-08,1.904519786322112e-08,-1.8720735059929439e-06,1.9676404488372842e-06,-2.1207310190384746e-07
