k^r_FBA21,k^f_FBA21,k^r_FBA22,k^f_FBA22,k^r_FBA23,k^f_FBA23,k^r_FBA24,k^f_FBA24,k^r_FBA2_Kic_dhap_1_fdp,k^f_FBA2_Kic_dhap_1_fdp,k^r_FBA2_Kincc_g3p_1_fdp,k^f_FBA2_Kincc_g3p_1_fdp,k^r_FBA2_Kincu_g3p_1_fdp,k^f_FBA2_Kincu_g3p_1_fdp,k^r_FBA2_NC_g3p,k^f_FBA2_NC_g3p
3850.5537552340224,1.3815781597372884e7,9.953555506080511e8,129396.22531920907,170553.98052376733,110332.65480447552,51278.22795163176,27.190371422311657,1.287311788639922e-6,0.0001915709901146553,0.004356033167393093,145.20096025307407,3710.2988987077333,60.62193453950245,3932.401636363121,1.0722252190935834e-6
1.5247357567624329e6,7.238295923978254e8,6.517704581020403e8,79862.91688013986,8.779342868194976e7,9.999980340547811e8,48108.27550061152,11.617472542448425,4870.054535751271,1.e-6,0.02262156668444914,754.0511947873327,0.022621759346584586,1218.855844215045,0.013700870422250584,2501.9626087744787
413.19009090168487,1.2388732487370507e6,9.999431752190707e8,35164.11040241697,9.146627701516688e8,9.743209386538466e8,13652.215508737387,20.705056984204454,94849.10705213911,1.e-6,0.013234030208323637,440.80928217290204,12721.665606037279,119.12384984458176,8.571366726728135e7,23.528120224929953
9601.777265120943,5.629731500975272e7,1.8776525512441657e7,2440.9035511259362,6.277428695960035e8,20.68640362669559,9.888743951890987e8,6.759177960008501e8,0.00014003276937688347,1.e-6,1.7476938354355274e-6,0.057993980376390225,3.840831394082821e-6,0.012890858367061478,1.3010346348463722e-6,0.000011274904881080806
26233.24258183225,4.74369130764906e7,7.803457958416053e8,9760.347351382257,1.669842789274028,38.446019147379346,29819.35868082101,15.430173813871757,91739.77252191181,0.002655761173823522,858864.5101283727,0.0007227652036769222,1.1164905542542137e-6,8.73881774611334e8,66413.55014842168,2342.0947477982418
1931.0111567592683,7.518719394501652e6,239044.566236056,31.07067481473887,9.999984951696688e8,32890.730750000075,2.18861537595265e6,494928.5393197203,1.023770802593665e-6,16.316152208606038,237088.48747975816,4.356235526497077e7,84871.80401195321,4.1540767164975464e8,8662.180027885855,23192.10979241513
171913.43121223344,9.999994681720614e8,4.3124712937395924e8,166859.3981533533,0.05828723806285181,10.789801205097989,9.999995969095342e8,1048.1264939899559,1.e-6,8.365416345371606e8,18647.553679455057,5.717859851902063e8,68740.58555963344,8.633516013163769e7,754187.6438635644,6.9028633070510765e-6
1.4837119664912915e8,100290.3147316862,296530.4253733275,48.45087136512788,7.288969709047996,3.811278189290239e8,6.3730406287795e8,13.696859969710818,0.006227292922763812,76327.85166730057,0.0016791872386455132,675.6024512222623,9542.91506952071,1.e-6,0.000010094165206004427,1.0003693783758352e-6
1.056961384917636e8,3.903459871206719e6,6072.272763784018,10.684084873917506,178573.9911310912,2.6645264295894362e7,700251.6443678266,12421.575725211962,0.003232404848487962,76626.95505179638,5.346073373217555e7,0.000012897629481988982,2.208796883173354e-6,2.4724357298820943e-6,0.05082907715620887,2062.1396548599323
25.570374186358823,138498.60280063565,2.4545151524341515e8,212.9421131487545,349.4738397293816,102.54697668094045,111.03418064402442,52.87108367056121,43462.35237885797,2.602670690822478e-6,17849.09177873287,0.00024118360733039874,2.344717814857091e-6,0.07562623829939547,2.321405869515055e-6,7.009890845116932e-6
2017.1439248930392,2.0284579220002466e6,4.266871077759977,45.27022484664738,15.756183594102733,75.3947965724978,9.95473810193674e8,21.015569196201003,1.7881802333749816e-6,1.8926425343376454e-6,0.8071650475983323,26459.116754859915,0.00016123079786329518,20304.383092056487,94723.82523724275,1.3550276801974497e-6
7.667131554216469,54566.10804924159,207998.20029269162,548151.1124018444,9.999994634978179e8,9.703302627088379e8,3.699262438208124e8,21.89471523224962,2.0971008673536322e8,1.2271861590333642e-6,1.e-6,0.00006859634615287636,16336.699775936919,4.3606076319835216e8,5042.934462665614,1.830789156671447e8
642234.4187688553,9.999997757742907e8,9.999999832371793e8,34925.79953673905,9.999999999078966e8,9.947850726129942e8,7348.957273012325,21.719806900612816,690997.1490112164,0.3017994379521587,9.995618270449089e8,0.00011296382215430012,0.0004935445128120962,2.0224778757747617e6,55.27217723490374,1.e-6
3.929874390033503e8,7.278478385313417e8,4.879029289937758e6,1.1141547369289888e8,461626.73403777264,7.240421749773412e8,3.4665186395306087e8,10.878653335874443,74907.92884499575,1.2199232136218948e-6,145921.3440683167,1.2051762696520085,1.0123013961477209e-6,17.915222815495927,1.0000000194798697e-6,6.322081103486206
6.802860207368468,37964.006384389664,2.027219780324182e8,1.6550497387908828e8,39.14471219731037,14.978123469684542,1.512023022225086e8,143.9938071011427,1.e-6,2.0033334144360286,0.00012156559155437336,1.e-6,1.2860734035185043e-6,0.19251055938849895,3911.9886761902508,1.0977069173478232e-6
