dhap,fdp,g3p
0.9983256714693581,0.9996878488383449,0.9517916193718228
0.9970718218691628,0.9993222763887489,0.9385286359989847
0.9985622368910431,0.9998198719913127,0.962604887255826
1.0000001415771722,1.0000103350745082,1.0004292885729777
0.9904317960578073,0.9994092767162014,0.9263719913795819
1.000036944334901,1.0001078545665651,1.0034396615158563
0.7824251311843059,0.99941332963347,-1.4883682618750815
1.0172670385488056,1.0000000000569982,1.2143909336678413
1.0006478944658572,1.0000000110985776,1.0000940189901175
0.9992351730404119,0.9985538146535602,0.9300939981931676
-4.360813039259579,0.774419369837833,-153.14847555327586
0.9991797714597599,0.9985988637253056,0.9215703516743602
0.9990096479603396,0.9981447212535387,0.8959897922072855
0.9983050018845515,0.9994748758264088,0.9514197103003404
0.9998210862236395,0.9996648268998991,0.9899141110667773
