k^r_FBA11,k^f_FBA11,k^r_FBA12,k^f_FBA12,k^r_FBA13,k^f_FBA13,k^r_FBA14,k^f_FBA14
9.994259196279339e8,1.256078600886398e6,33634.892943103136,0.517414315231359,0.3064824707697637,1.5856638767649349e7,2344.624320571712,0.3750361718453236
296.69943691454733,1.4830309363471175e7,7.336757621029493e8,33202.87919508726,13530.09628115733,14.311620852510062,3124.808140971511,208.95383338557426
10.781797796171155,514539.2403161212,1.202229955014243e7,3.3105181810366977,2073.1170581530805,0.2947190880830153,90.87085095333873,7782.594221006882
4425.162187102271,2.0408850299584534e7,116698.56300720276,0.23952475860685588,98018.18338351525,41.24992295325446,148.00054591599348,5944.188282600413
0.6957221224132187,16443.09473663557,1.388554114920745e8,1.0882238069331713,0.009306752174802153,1.3947835706729335,58.940999276884426,0.3397235430726563
12259.043002976141,12172.10304569542,4.235040223102378,0.21744812029178853,2.741255016337563e7,8.117364664290895e8,3.2660142449455116e7,3461.5074439817804
0.3932005294426916,30430.488985967266,3.518811274267325e7,9.802273536884325e6,9.997590747568091e8,5.174791960235569e6,2.944932249775638e7,42.22523457619046
16497.743889303063,8.247132999487407e8,1.013043862796827e8,247257.7477304206,1.6601060517764334,0.2178531835992255,9.752502207559814e7,974.5583832897763
0.0007404758069873793,10871.700149803179,9.999960584656305e8,2.1421274381447803,0.0025854950520813615,54345.64181723272,9.998797768026989e8,0.24199876425653444
13248.22407772288,11203.714603673621,1.693593272980839e7,0.21743410903044202,5.668436388971746e8,681997.6315881148,80.89110727848323,9.907823204296142e8
5.5866322850576825e7,9.806067354056244e8,462.01093075828766,0.23106322817267386,908181.6958533096,1.5168845696805784e8,33983.073216150915,3.708339386987097
27823.20822814618,9.999750188065089e8,44011.93035042992,0.8052949465607774,9.77532242060649e6,152260.45126560394,1243.2761950696759,19.42070885587874
1.6829427963199683e7,9.915137229870211e8,4.0780617001594957e6,0.21769050410564098,1.3445836057881708,184.53249271466936,9.530067406735973e8,3.5327739610598785e8
78.60486988190078,2.270659441281625e6,6.382574031517372e6,0.6667136404950713,39.92156041168672,7.244843471715758,7.5246705762524915,2.1985682226826775
42.884688360214746,24380.946055640252,7.689232987192904e8,0.2206360476467007,0.17846817686039063,34.74451638366451,5.255297382717446,26.475858506144256
37.99377955305808,1.3799355855347961e6,0.8117958392415439,1.5245915690641996,1.8523329124234896e6,351366.31573068275,1.286232984759136e8,1.590543441932337
452.2436440948357,4.5162345125543e6,3.990725476853822e6,306281.98632278206,0.020374114008801337,1.1731723994039176,7.489707960976659e7,0.2715364569519502
0.25862665850413846,22878.19429575885,2.7679504122399442e7,2.8311587452910496e6,7.550643928615887e7,5.816119004665081e6,1.3243077952852612e7,3.0402216915652662
3601.915502425669,1.7096320168892092e8,50435.31555944589,19876.15391439202,31.909189906741343,1.9353699726838962,3.0374537425045986e7,4.283657157639034
1733.2322159507926,7.434727778527242e7,5.50534740131096e8,1.5288331091592742,14.188223576515444,0.25348527040157154,3.6616443996999166e6,2.720945599339075e8
