,Unnamed: 1,vENO,vFBA1,vFBA2,vGAPD,vPGK,vPGMd,vPGMi,vTPI,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
702,0,2.020965169992213e-11,1.6833971673932822e-09,1.2892785690659847e-10,1.7228148476950875e-06,4.623298025590003e-09,1.1673978221871978e-07,8.163220702633458e-08,1.9552770732108204e-10,1.3963209797161799e-14,1.2979718818753478e-12,1.6002401649455206e-11,2.2425012610113243e-11,7.250531662312199e-13,6.908139410909927e-11,2.282530889443167e-16,5.89594942479352e-10,7.62667774794623e-11,3.345982781115552e-13,6.687877531364389e-13,0.0,2.28872593709244e-14
702,1,2.020965169992213e-11,1.6833971673932822e-09,1.2892785690659847e-10,1.7228148476950875e-06,4.623298025590003e-09,1.1673978221871978e-07,8.163220702633458e-08,1.9552770732108204e-10,1.3963209797161799e-14,1.2979718818753478e-12,1.6002401649455206e-11,2.2425012610113243e-11,7.250531662312199e-13,6.908139410909927e-11,2.282530889443167e-16,5.89594942479352e-10,7.62667774794623e-11,3.345982781115552e-13,6.687877531364389e-13,0.0,2.28872593709244e-14
703,0,3.4093211430488524e-07,0.9999990123451347,0.24833069413518144,0.004407867392453348,0.00791202040652118,1.918333268343967e-06,0.00022783019670674596,0.008716527780663414,0.4177346279414484,9.519072594483467e-09,6.20079093850304e-05,0.0007200840594466045,2.1371311819355248e-06,0.002377872111855614,4.154697401173725e-07,0.24389043272948815,7.990949683682661e-06,0.00759720500007321,3.811465254915419e-07,1.1531969141232168e-07,3.8117719519332094e-07
703,1,3.4093211430488524e-07,0.9999990123451347,0.24833069413518144,0.004407867392453348,0.00791202040652118,1.918333268343967e-06,0.00022783019670674596,0.008716527780663414,0.4177346279414484,9.519072594483467e-09,6.20079093850304e-05,0.0007200840594466045,2.1371311819355248e-06,0.002377872111855614,4.154697401173725e-07,0.24389043272948815,7.990949683682661e-06,0.00759720500007321,3.811465254915419e-07,1.1531969141232168e-07,3.8117719519332094e-07
704,0,8.636655942185666e-13,9.761707572455297e-14,1.666294322467476e-14,5.613530670919096e-10,2.0331535120852312e-08,2.23037631494451e-07,1.5854167542000166e-07,1.760892046665613e-05,7.059634600388568e-13,2.8345154836222336e-14,4.5137096509033373e-10,4.066128143021486e-09,2.546496603637933e-10,5.673325258202155e-11,1.4265818059019796e-13,1.3034322525826996e-09,1.3767241703953192e-12,3.46918757344345e-14,1.856106980070293e-14,4.070554809655119e-08,6.866177811277321e-15
704,1,8.636655942185666e-13,9.761707572455297e-14,1.666294322467476e-14,5.613530670919096e-10,2.0331535120852312e-08,2.23037631494451e-07,1.5854167542000166e-07,1.760892046665613e-05,7.059634600388568e-13,2.8345154836222336e-14,4.5137096509033373e-10,4.066128143021486e-09,2.546496603637933e-10,5.673325258202155e-11,1.4265818059019796e-13,1.3034322525826996e-09,1.3767241703953192e-12,3.46918757344345e-14,1.856106980070293e-14,4.070554809655119e-08,6.866177811277321e-15
705,0,1.0979148658715994e-11,1.67748682143149e-09,1.294897066662927e-10,1.7222516163709367e-06,4.832365716148721e-09,8.48874298468047e-08,5.85776389425375e-08,2.2293045782295294e-10,7.310151011455295e-14,1.0007906491393293e-12,1.2566607206491726e-11,2.2433412735053222e-11,7.250531662312199e-13,6.915225699618982e-11,2.282530889443167e-16,5.897849779154887e-10,7.623803549245837e-11,3.14010108867288e-13,3.694536750806583e-13,0.0,2.28872593709244e-14
705,1,1.0979148658715994e-11,1.67748682143149e-09,1.294897066662927e-10,1.7222516163709367e-06,4.832365716148721e-09,8.48874298468047e-08,5.85776389425375e-08,2.2293045782295294e-10,7.310151011455295e-14,1.0007906491393293e-12,1.2566607206491726e-11,2.2433412735053222e-11,7.250531662312199e-13,6.915225699618982e-11,2.282530889443167e-16,5.897849779154887e-10,7.623803549245837e-11,3.14010108867288e-13,3.694536750806583e-13,0.0,2.28872593709244e-14
706,0,3.4124607535230733e-07,0.9999980025933101,0.24833544802080446,0.004416259199710133,0.007974223294886618,1.9187244355963715e-06,0.00022907353058993112,0.008716630424483604,0.4198701801646406,2.0172130163574717e-08,6.22604559197951e-05,0.0007238851970830019,2.1478004201583243e-06,0.0023777606805925173,4.154738750362053e-07,0.2438962725425007,8.01029924053188e-06,0.0076159314099343905,3.8123515003322786e-07,1.155855819878016e-07,3.812783632554769e-07
706,1,3.4124607535230733e-07,0.9999980025933101,0.24833544802080446,0.004416259199710133,0.007974223294886618,1.9187244355963715e-06,0.00022907353058993112,0.008716630424483604,0.4198701801646406,2.0172130163574717e-08,6.22604559197951e-05,0.0007238851970830019,2.1478004201583243e-06,0.0023777606805925173,4.154738750362053e-07,0.2438962725425007,8.01029924053188e-06,0.0076159314099343905,3.8123515003322786e-07,1.155855819878016e-07,3.812783632554769e-07
