,Unnamed: 1,vENO,vFBA1,vFBA2,vGAPD,vPGK,vPGMd,vPGMi,vTPI,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
2052,0,1.3517425223660082e-07,3.1434182773831654e-09,4.33476783129367e-06,2.7471614442319495e-09,7.703256435509509e-12,6.851388451405073e-13,2.191644174047616e-08,4.067093771686812e-06,2.8131760914870095e-14,2.894334094497697e-10,6.030702097741359e-09,5.614995143018172e-12,9.19421456010968e-13,2.206672855063844e-08,2.435883868515851e-10,9.961857599590058e-11,7.931240767630471e-11,4.1638975725957045e-09,8.697636818382892e-08,1.5133466307161685e-12,1.5486689338853188e-06
2052,1,1.3517425223660082e-07,3.1434182773831654e-09,4.33476783129367e-06,2.7471614442319495e-09,7.703256435509509e-12,6.851388451405073e-13,2.191644174047616e-08,4.067093771686812e-06,2.8131760914870095e-14,2.894334094497697e-10,6.030702097741359e-09,5.614995143018172e-12,9.19421456010968e-13,2.206672855063844e-08,2.435883868515851e-10,9.961857599590058e-11,7.931240767630471e-11,4.1638975725957045e-09,8.697636818382892e-08,1.5133466307161685e-12,1.5486689338853188e-06
2053,0,9.365816400524018e-10,7.633322062795549e-11,2.315744419647716e-07,1.0628786632195835e-08,2.8115483919073014e-09,1.7382106223489268e-09,7.999139441834361e-07,1.435022205930028e-07,1.6098759530845366e-13,7.971336642613672e-12,2.834090398329414e-11,1.2125678026729323e-11,9.484596101467376e-12,7.620861322173836e-10,8.328156329766812e-12,4.026750873087307e-12,8.333475521849368e-15,6.72883135410385e-10,2.0028867415736293e-11,0.0,8.745058325206136e-12
2053,1,9.365816400524018e-10,7.633322062795549e-11,2.315744419647716e-07,1.0628786632195835e-08,2.8115483919073014e-09,1.7382106223489268e-09,7.999139441834361e-07,1.435022205930028e-07,1.6098759530845366e-13,7.971336642613672e-12,2.834090398329414e-11,1.2125678026729323e-11,9.484596101467376e-12,7.620861322173836e-10,8.328156329766812e-12,4.026750873087307e-12,8.333475521849368e-15,6.72883135410385e-10,2.0028867415736293e-11,0.0,8.745058325206136e-12
2054,0,1.0796461621412203e-06,4.515240484874802e-09,7.862338834436376e-07,1.05891749362097e-08,9.614683007346427e-06,1.4467997731583193e-06,4.161976743237445e-08,3.896305338428398e-06,8.809142651444722e-14,3.735064673731381e-14,6.992399985146772e-13,9.483036267217276e-08,4.4097643501466493e-13,2.226231635494244e-08,2.431001534943332e-10,2.6002048633339625e-11,0.0,1.14657882971345e-08,8.157693294463385e-11,0.0,1.0462747140994012e-14
2054,1,1.0796461621412203e-06,4.515240484874802e-09,7.862338834436376e-07,1.05891749362097e-08,9.614683007346427e-06,1.4467997731583193e-06,4.161976743237445e-08,3.896305338428398e-06,8.809142651444722e-14,3.735064673731381e-14,6.992399985146772e-13,9.483036267217276e-08,4.4097643501466493e-13,2.226231635494244e-08,2.431001534943332e-10,2.6002048633339625e-11,0.0,1.14657882971345e-08,8.157693294463385e-11,0.0,1.0462747140994012e-14
2055,0,1.35455419864449e-07,2.9097200820835212e-09,3.9635559103711436e-06,2.151160109417627e-09,1.500018346592161e-11,2.4701058364276185e-13,7.999973959228129e-09,3.6575288595084585e-06,1.3382093860015212e-12,2.2283125678724383e-09,4.830300613741912e-07,3.242838930317004e-14,9.477030329298007e-13,1.9846962359926875e-08,2.1912661743596717e-10,8.991836718627566e-11,7.134390436812655e-11,3.1715474907988874e-09,8.715683216233835e-08,5.363852086806947e-13,1.5688008065633249e-06
2055,1,1.35455419864449e-07,2.9097200820835212e-09,3.9635559103711436e-06,2.151160109417627e-09,1.500018346592161e-11,2.4701058364276185e-13,7.999973959228129e-09,3.6575288595084585e-06,1.3382093860015212e-12,2.2283125678724383e-09,4.830300613741912e-07,3.242838930317004e-14,9.477030329298007e-13,1.9846962359926875e-08,2.1912661743596717e-10,8.991836718627566e-11,7.134390436812655e-11,3.1715474907988874e-09,8.715683216233835e-08,5.363852086806947e-13,1.5688008065633249e-06
2056,0,3.303649030870038e-10,9.601753454122215e-09,3.0140178563209847e-12,2.1968725987078584e-08,3.666328210093595e-12,1.0332675083401904e-12,3.7654515990544034e-10,4.947468335346312e-06,6.26291027666816e-14,4.2292072343013925e-09,1.1715015681921295e-13,7.948862414132464e-13,3.240443457869656e-09,3.084589180734486e-08,3.4282632471153913e-10,6.987602986748597e-11,1.3006225317879327e-10,2.398702455145243e-08,1.0311705444834961e-14,2.903302888664112e-16,4.838601225421971e-09
2056,1,3.303649030870038e-10,9.601753454122215e-09,3.0140178563209847e-12,2.1968725987078584e-08,3.666328210093595e-12,1.0332675083401904e-12,3.7654515990544034e-10,4.947468335346312e-06,6.26291027666816e-14,4.2292072343013925e-09,1.1715015681921295e-13,7.948862414132464e-13,3.240443457869656e-09,3.084589180734486e-08,3.4282632471153913e-10,6.987602986748597e-11,1.3006225317879327e-10,2.398702455145243e-08,1.0311705444834961e-14,2.903302888664112e-16,4.838601225421971e-09
2057,0,1.0971341228932428e-06,4.510365601976564e-09,7.874437703705614e-07,1.059975625659399e-08,9.641699541109758e-06,1.4498829132869259e-06,4.146683828607308e-08,3.8971622012073614e-06,1.9589561980135817e-13,2.539253454078251e-14,7.016336916227621e-13,9.527333114907444e-08,4.359325869017521e-13,2.226816594454599e-08,2.4316463499196e-10,2.6075262285577577e-11,1.7007092901733405e-15,1.1486232187082488e-08,8.757908206391672e-11,0.0,9.841521529497493e-14
2057,1,1.0971341228932428e-06,4.510365601976564e-09,7.874437703705614e-07,1.059975625659399e-08,9.641699541109758e-06,1.4498829132869259e-06,4.146683828607308e-08,3.8971622012073614e-06,1.9589561980135817e-13,2.539253454078251e-14,7.016336916227621e-13,9.527333114907444e-08,4.359325869017521e-13,2.226816594454599e-08,2.4316463499196e-10,2.6075262285577577e-11,1.7007092901733405e-15,1.1486232187082488e-08,8.757908206391672e-11,0.0,9.841521529497493e-14
2058,0,5.4891648335897374e-08,1.999764945197785e-09,2.7994873135649304e-06,2.008258320530683e-09,4.093417622698255e-11,1.2412886037872836e-06,1.010508194481134e-07,2.424883169547486e-06,7.902766062552486e-12,5.48943413518849e-07,3.543711967762675e-07,9.930510492996059e-12,1.3982267518724792e-12,1.3103513117291722e-08,1.446895189552579e-10,6.138904728961835e-11,4.703566648367899e-11,2.4030344166992764e-09,2.975663571223803e-14,1.168579412687305e-13,1.7443653200641295e-06
2058,1,5.4891648335897374e-08,1.999764945197785e-09,2.7994873135649304e-06,2.008258320530683e-09,4.093417622698255e-11,1.2412886037872836e-06,1.010508194481134e-07,2.424883169547486e-06,7.902766062552486e-12,5.48943413518849e-07,3.543711967762675e-07,9.930510492996059e-12,1.3982267518724792e-12,1.3103513117291722e-08,1.446895189552579e-10,6.138904728961835e-11,4.703566648367899e-11,2.4030344166992764e-09,2.975663571223803e-14,1.168579412687305e-13,1.7443653200641295e-06
2059,0,6.475540392728775e-09,1.19907497563995e-09,2.3684338198124867e-06,3.1202128653072155e-09,3.18540722021313e-05,2.4836283136343387e-12,3.004160460254197e-09,2.0054833208362428e-06,3.696143769836947e-15,8.4584046363772e-08,5.492540044716176e-12,5.387739026346715e-07,6.733897505603842e-12,1.0635946638438965e-08,1.1699979435578941e-10,5.4547171476791465e-11,2.1267709815475658e-10,5.13225546642549e-09,1.8469310353251678e-10,0.0,9.37562144808472e-08
2059,1,6.475540392728775e-09,1.19907497563995e-09,2.3684338198124867e-06,3.1202128653072155e-09,3.18540722021313e-05,2.4836283136343387e-12,3.004160460254197e-09,2.0054833208362428e-06,3.696143769836947e-15,8.4584046363772e-08,5.492540044716176e-12,5.387739026346715e-07,6.733897505603842e-12,1.0635946638438965e-08,1.1699979435578941e-10,5.4547171476791465e-11,2.1267709815475658e-10,5.13225546642549e-09,1.8469310353251678e-10,0.0,9.37562144808472e-08
2060,0,3.2711345839073896e-08,4.552129325159168e-09,7.686055060748976e-07,1.0582148197288862e-08,9.672774243604703e-06,1.4557504767639011e-06,4.952747092697948e-11,3.881742016822592e-06,6.160239616394911e-15,8.488783349389502e-14,7.359902279976274e-13,9.54833758824951e-08,4.346716248735239e-13,2.218377306469746e-08,2.422423783860805e-10,2.5472149822469864e-11,0.0,1.1454184513147606e-08,1.1699253979964831e-08,0.0,4.4957116621458645e-14
2060,1,3.2711345839073896e-08,4.552129325159168e-09,7.686055060748976e-07,1.0582148197288862e-08,9.672774243604703e-06,1.4557504767639011e-06,4.952747092697948e-11,3.881742016822592e-06,6.160239616394911e-15,8.488783349389502e-14,7.359902279976274e-13,9.54833758824951e-08,4.346716248735239e-13,2.218377306469746e-08,2.422423783860805e-10,2.5472149822469864e-11,0.0,1.1454184513147606e-08,1.1699253979964831e-08,0.0,4.4957116621458645e-14
2061,0,1.2300907781914158e-07,2.678052821847245e-09,3.6414495785871946e-06,1.7070476138618142e-09,1.756074866487232e-11,7.846272287994189e-08,1.1766622355945783e-10,3.3089325164503636e-06,1.1889262459642178e-13,1.3589169173935212e-09,3.30273879104821e-07,2.2484985595149828e-13,9.568900419926063e-13,1.794528833130288e-08,1.9815335410522967e-10,8.182485797986173e-11,6.449497798566949e-11,2.682958136541794e-09,7.920546371977959e-08,1.3761655692267891e-13,1.527244763495175e-06
2061,1,1.2300907781914158e-07,2.678052821847245e-09,3.6414495785871946e-06,1.7070476138618142e-09,1.756074866487232e-11,7.846272287994189e-08,1.1766622355945783e-10,3.3089325164503636e-06,1.1889262459642178e-13,1.3589169173935212e-09,3.30273879104821e-07,2.2484985595149828e-13,9.568900419926063e-13,1.794528833130288e-08,1.9815335410522967e-10,8.182485797986173e-11,6.449497798566949e-11,2.682958136541794e-09,7.920546371977959e-08,1.3761655692267891e-13,1.527244763495175e-06
2062,0,1.5939597830559214e-09,3.240656132291497e-09,5.541316730294094e-06,7.309296668357029e-09,3.8123640824877763e-10,1.0028151240602606e-06,3.8931988322929945e-08,5.491007851332164e-06,2.217686261902168e-14,1.8718826183620404e-07,5.729177829243796e-07,1.5272833673427696e-09,1.6038176037034583e-11,2.9297674773239848e-08,3.223499683554334e-10,1.476151259704074e-10,1.0268440509651185e-10,6.77444160611207e-09,3.682751944583914e-15,5.6793255593497675e-09,4.154835687253128e-09
2062,1,1.5939597830559214e-09,3.240656132291497e-09,5.541316730294094e-06,7.309296668357029e-09,3.8123640824877763e-10,1.0028151240602606e-06,3.8931988322929945e-08,5.491007851332164e-06,2.217686261902168e-14,1.8718826183620404e-07,5.729177829243796e-07,1.5272833673427696e-09,1.6038176037034583e-11,2.9297674773239848e-08,3.223499683554334e-10,1.476151259704074e-10,1.0268440509651185e-10,6.77444160611207e-09,3.682751944583914e-15,5.6793255593497675e-09,4.154835687253128e-09
2063,0,1.1005457084393468e-06,4.5218123496826146e-09,7.831388359161408e-07,1.0594249741605685e-08,9.631677992089437e-06,1.4497690211241507e-06,1.5966656614627122e-11,3.893413798683989e-06,1.0903624121018993e-13,1.1662850166987316e-13,6.961422780218615e-13,9.494503375448711e-08,4.487223446166382e-13,2.2248505603425812e-08,2.429658265514895e-10,2.5877825469296542e-11,5.102127870520021e-16,1.1473455525894948e-08,6.311709462938365e-10,0.0,9.841521529497493e-14
2063,1,1.1005457084393468e-06,4.5218123496826146e-09,7.831388359161408e-07,1.0594249741605685e-08,9.631677992089437e-06,1.4497690211241507e-06,1.5966656614627122e-11,3.893413798683989e-06,1.0903624121018993e-13,1.1662850166987316e-13,6.961422780218615e-13,9.494503375448711e-08,4.487223446166382e-13,2.2248505603425812e-08,2.429658265514895e-10,2.5877825469296542e-11,5.102127870520021e-16,1.1473455525894948e-08,6.311709462938365e-10,0.0,9.841521529497493e-14
