,Unnamed: 1,vENO,vFBA1,vFBA2,vGAPD,vPGK,vPGMd,vPGMi,vTPI,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
2754,0,0.0019087914091251612,0.024418306167785075,5.139896902646356e-05,0.0002905378062971215,0.10805468826931111,0.002804761651503976,0.015454071388572835,0.00010620966297995567,1.3948244780091346,0.008017384118227394,0.0005058149629121601,0.003795863907273255,1.4330689827238573e-07,3.473452906401473e-05,1.951163896935533e-09,6.924627783886637e-05,1.1316834479328553e-06,0.0010472598135676597,0.03778436005159871,8.412207907247619e-09,0.00038229125718934593
2754,1,0.0019087914091251612,0.024418306167785075,5.139896902646356e-05,0.0002905378062971215,0.10805468826931111,0.002804761651503976,0.015454071388572835,0.00010620966297995567,1.3948244780091346,0.008017384118227394,0.0005058149629121601,0.003795863907273255,1.4330689827238573e-07,3.473452906401473e-05,1.951163896935533e-09,6.924627783886637e-05,1.1316834479328553e-06,0.0010472598135676597,0.03778436005159871,8.412207907247619e-09,0.00038229125718934593
2755,0,0.001783398769257482,0.024421046227434847,5.0217288811383185e-05,0.000289924439828232,0.10788297509772844,0.0028971367781458427,0.015562615372548718,9.274914922186276e-06,1.39369663605485,0.008146917632516916,0.0005050954176058855,0.003790564258803912,1.4308155409010772e-07,6.642033205551838e-06,1.960487464986186e-09,6.717067985280895e-05,1.128902471401281e-06,0.0010441706089631096,0.03778241829831344,8.387986667403505e-09,0.00022347362903030334
2755,1,0.001783398769257482,0.024421046227434847,5.0217288811383185e-05,0.000289924439828232,0.10788297509772844,0.0028971367781458427,0.015562615372548718,9.274914922186276e-06,1.39369663605485,0.008146917632516916,0.0005050954176058855,0.003790564258803912,1.4308155409010772e-07,6.642033205551838e-06,1.960487464986186e-09,6.717067985280895e-05,1.128902471401281e-06,0.0010441706089631096,0.03778241829831344,8.387986667403505e-09,0.00022347362903030334
2756,0,0.0019128860931334512,0.024467530231041777,5.068799914158478e-05,0.00029048131839382046,0.10806105746839584,0.0028020864048897962,0.015447741961566624,4.42139169900594e-05,1.394869015832091,0.008010807924783573,0.0005058417576673881,0.003796061334411667,1.4331551892936043e-07,1.3888174074597537e-05,1.9622057542397588e-09,6.78111063905171e-05,1.1316570420401323e-06,0.0010470758520740463,0.03778413842329752,8.412145631400656e-09,0.00038583764561763193
2756,1,0.0019128860931334512,0.024467530231041777,5.068799914158478e-05,0.00029048131839382046,0.10806105746839584,0.0028020864048897962,0.015447741961566624,4.42139169900594e-05,1.394869015832091,0.008010807924783573,0.0005058417576673881,0.003796061334411667,1.4331551892936043e-07,1.3888174074597537e-05,1.9622057542397588e-09,6.78111063905171e-05,1.1316570420401323e-06,0.0010470758520740463,0.03778413842329752,8.412145631400656e-09,0.00038583764561763193
2757,0,0.0017455989433812055,0.024429304324402528,5.004506448861002e-05,0.00028979006843115387,0.10783404230093747,0.0029271936203693716,0.015660649060821295,1.2000091930066023e-05,1.3933734197196683,0.008242183210220754,0.0005048983265077369,0.003789050439009137,1.4303477906394546e-07,7.494609308893237e-06,1.963776934377507e-09,6.669072463058034e-05,1.1281878059761307e-06,0.0010434888346818835,0.037797430110929765,8.383073117594729e-09,0.00019412695863342194
2757,1,0.0017455989433812055,0.024429304324402528,5.004506448861002e-05,0.00028979006843115387,0.10783404230093747,0.0029271936203693716,0.015660649060821295,1.2000091930066023e-05,1.3933734197196683,0.008242183210220754,0.0005048983265077369,0.003789050439009137,1.4303477906394546e-07,7.494609308893237e-06,1.963776934377507e-09,6.669072463058034e-05,1.1281878059761307e-06,0.0010434888346818835,0.037797430110929765,8.383073117594729e-09,0.00019412695863342194
2758,0,0.0017857805504101925,0.024345439218668646,5.0558617843286535e-05,0.0002898840966604656,0.10788334884695719,0.0028930557188352633,0.01558775246261016,1.4160966335439612e-05,1.3937001339444548,0.00816592146205046,0.000505105631307388,0.003790576313579805,1.4309633058356677e-07,5.8630550036537885e-06,1.951678493524558e-09,6.770674438840882e-05,1.1283914749273883e-06,0.0010440711760194604,0.03778910002718727,8.38435478065493e-09,0.0002400782714296185
2758,1,0.0017857805504101925,0.024345439218668646,5.0558617843286535e-05,0.0002898840966604656,0.10788334884695719,0.0028930557188352633,0.01558775246261016,1.4160966335439612e-05,1.3937001339444548,0.00816592146205046,0.000505105631307388,0.003790576313579805,1.4309633058356677e-07,5.8630550036537885e-06,1.951678493524558e-09,6.770674438840882e-05,1.1283914749273883e-06,0.0010440711760194604,0.03778910002718727,8.38435478065493e-09,0.0002400782714296185
2759,0,0.0014889385809101993,0.024959044417093214,5.205108554386441e-05,0.0002894095357535246,0.10765030521837861,0.003228600156249006,0.016480458017124805,2.1051713606255646e-05,1.3921553744037998,0.009062227831321133,0.0005041232157949239,0.0037833724594673523,1.4279945869051235e-07,5.060285940187599e-06,1.9932707713919915e-09,7.045465847625986e-05,1.1256852069834419e-06,0.0010410154754260674,0.03794877116065587,8.358206763848754e-09,0.00013911531577755174
2759,1,0.0014889385809101993,0.024959044417093214,5.205108554386441e-05,0.0002894095357535246,0.10765030521837861,0.003228600156249006,0.016480458017124805,2.1051713606255646e-05,1.3921553744037998,0.009062227831321133,0.0005041232157949239,0.0037833724594673523,1.4279945869051235e-07,5.060285940187599e-06,1.9932707713919915e-09,7.045465847625986e-05,1.1256852069834419e-06,0.0010410154754260674,0.03794877116065587,8.358206763848754e-09,0.00013911531577755174
2760,0,0.0018619183307120224,0.024483565323643857,5.1276697084348695e-05,0.0002907608903345544,0.1081440094041104,0.0026243634379663596,0.01552624412596112,4.4275638290541954e-05,1.3953912774060235,0.007266669316164662,0.0005071587317734222,0.003798540383754773,1.431434048180046e-07,1.3044797122404439e-05,1.959452679607457e-09,6.88023451163967e-05,1.1328645424048077e-06,0.0010484620178500673,0.03773469998380304,8.422793204414543e-09,0.0004756354350888252
2760,1,0.0018619183307120224,0.024483565323643857,5.1276697084348695e-05,0.0002907608903345544,0.1081440094041104,0.0026243634379663596,0.01552624412596112,4.4275638290541954e-05,1.3953912774060235,0.007266669316164662,0.0005071587317734222,0.003798540383754773,1.431434048180046e-07,1.3044797122404439e-05,1.959452679607457e-09,6.88023451163967e-05,1.1328645424048077e-06,0.0010484620178500673,0.03773469998380304,8.422793204414543e-09,0.0004756354350888252
2761,0,0.0014869841001352608,0.024876991833997115,5.200973589691924e-05,0.00028960594389343446,0.10771070802195122,0.0029610669980711275,0.015653095523683106,2.0104899958792167e-05,1.3925327491268198,0.007889327016605146,0.0005053292277791789,0.003785160004695322,1.4261535265013063e-07,9.575742208885947e-06,1.9855659742481315e-09,7.047127188338191e-05,1.1267928580254075e-06,0.0010419191337762122,0.03780738129130298,8.36670589272503e-09,2.0657254387991682e-05
2761,1,0.0014869841001352608,0.024876991833997115,5.200973589691924e-05,0.00028960594389343446,0.10771070802195122,0.0029610669980711275,0.015653095523683106,2.0104899958792167e-05,1.3925327491268198,0.007889327016605146,0.0005053292277791789,0.003785160004695322,1.4261535265013063e-07,9.575742208885947e-06,1.9855659742481315e-09,7.047127188338191e-05,1.1267928580254075e-06,0.0010419191337762122,0.03780738129130298,8.36670589272503e-09,2.0657254387991682e-05
2762,0,0.001453972491989085,0.02394206848956762,4.864642537476341e-05,0.000289180603448135,0.1076974070054702,0.003006401676399724,0.01568757468615497,8.279834745984263e-06,1.3924486219348615,0.008001125907076986,0.0005052709553421476,0.003784744509692445,1.425933232832226e-07,6.036666913000632e-05,1.9257537359353515e-09,6.489348693230117e-05,1.1253544356934543e-06,0.0010406049978391415,0.037830344066329326,8.35607486853761e-09,7.199679732438804e-05
2762,1,0.001453972491989085,0.02394206848956762,4.864642537476341e-05,0.000289180603448135,0.1076974070054702,0.003006401676399724,0.01568757468615497,8.279834745984263e-06,1.3924486219348615,0.008001125907076986,0.0005052709553421476,0.003784744509692445,1.425933232832226e-07,6.036666913000632e-05,1.9257537359353515e-09,6.489348693230117e-05,1.1253544356934543e-06,0.0010406049978391415,0.037830344066329326,8.35607486853761e-09,7.199679732438804e-05
2763,0,0.001866502454321677,0.02446740507185107,5.093583222637702e-05,0.0002905535532513228,0.10807303387180765,0.002712303053114825,0.015005767609885395,3.7676154976093946e-05,1.3949342269083902,0.007596469001425665,0.0005064355553605828,0.0037963862558480044,1.4317688678246526e-07,1.2430080161111184e-05,1.959395388082132e-09,6.836954215430686e-05,1.1319784495649102e-06,0.0010473712057349617,0.037753914969050305,8.414629552187052e-09,0.0004347971230034337
2763,1,0.001866502454321677,0.02446740507185107,5.093583222637702e-05,0.0002905535532513228,0.10807303387180765,0.002712303053114825,0.015005767609885395,3.7676154976093946e-05,1.3949342269083902,0.007596469001425665,0.0005064355553605828,0.0037963862558480044,1.4317688678246526e-07,1.2430080161111184e-05,1.959395388082132e-09,6.836954215430686e-05,1.1319784495649102e-06,0.0010473712057349617,0.037753914969050305,8.414629552187052e-09,0.0004347971230034337
2764,0,0.0020778994342503855,0.024667428697105157,5.3447958525204214e-05,0.000291928913246166,0.10843558816551348,0.0025918870419233578,0.014966304351515951,3.93451563338208e-05,1.397309797295994,0.007510806948054872,0.0005079770511379666,0.0038075399221514806,1.435988028757361e-07,5.326344677828182e-05,1.959938288054186e-09,7.250929584936654e-05,1.1385289351409857e-06,0.0010539799529222288,0.03779593495215758,8.470896723490519e-09,0.0006972539739297793
2764,1,0.0020778994342503855,0.024667428697105157,5.3447958525204214e-05,0.000291928913246166,0.10843558816551348,0.0025918870419233578,0.014966304351515951,3.93451563338208e-05,1.397309797295994,0.007510806948054872,0.0005079770511379666,0.0038075399221514806,1.435988028757361e-07,5.326344677828182e-05,1.959938288054186e-09,7.250929584936654e-05,1.1385289351409857e-06,0.0010539799529222288,0.03779593495215758,8.470896723490519e-09,0.0006972539739297793
2765,0,0.0014671263167694406,0.02421310135461483,5.026619631601959e-05,0.0002893831948640004,0.10767271633856737,0.003124686983382291,0.015821963741291318,6.72316758350312e-06,1.3922953524752735,0.008445379373236264,0.0005046771466883729,0.0037840266658429465,1.426858227740402e-07,1.0571888741890515e-05,1.9363402283271334e-09,6.798054955218763e-05,1.1260751296228254e-06,0.0010412816030062424,0.037870035309502045,8.363168653650626e-09,0.00014786121411225914
2765,1,0.0014671263167694406,0.02421310135461483,5.026619631601959e-05,0.0002893831948640004,0.10767271633856737,0.003124686983382291,0.015821963741291318,6.72316758350312e-06,1.3922953524752735,0.008445379373236264,0.0005046771466883729,0.0037840266658429465,1.426858227740402e-07,1.0571888741890515e-05,1.9363402283271334e-09,6.798054955218763e-05,1.1260751296228254e-06,0.0010412816030062424,0.037870035309502045,8.363168653650626e-09,0.00014786121411225914
2766,0,0.001495143490026454,0.02427660851348404,4.9561307876523655e-05,0.0002890355633760107,0.1076634163704993,0.003079258790239667,0.015915929935931952,6.59662477338445e-05,1.3922393609362747,0.008514402912985069,0.0005046519358445212,0.0037837185969609418,1.4269678125461522e-07,2.6514100690259227e-06,1.9538620766999438e-09,6.587043182819307e-05,1.1240641970123082e-06,0.0010400337451450781,0.0378830373302113,8.348205466057885e-09,3.083940006550185e-05
2766,1,0.001495143490026454,0.02427660851348404,4.9561307876523655e-05,0.0002890355633760107,0.1076634163704993,0.003079258790239667,0.015915929935931952,6.59662477338445e-05,1.3922393609362747,0.008514402912985069,0.0005046519358445212,0.0037837185969609418,1.4269678125461522e-07,2.6514100690259227e-06,1.9538620766999438e-09,6.587043182819307e-05,1.1240641970123082e-06,0.0010400337451450781,0.0378830373302113,8.348205466057885e-09,3.083940006550185e-05
2767,0,0.0018288495053963775,0.024505869926394065,5.0392482619124326e-05,0.0002904395083931647,0.10801697867577241,0.002736664430904505,0.0150403597039033,9.191852233459505e-06,1.3945623807279561,0.007631713183055255,0.0005062025678760962,0.0037946481400716278,1.4310248858170036e-07,5.646381611122459e-06,1.967841094752705e-09,6.731057885194388e-05,1.1319243416689142e-06,0.0010465782171109905,0.03775194641164415,8.413377212486028e-09,0.0003915485089351996
2767,1,0.0018288495053963775,0.024505869926394065,5.0392482619124326e-05,0.0002904395083931647,0.10801697867577241,0.002736664430904505,0.0150403597039033,9.191852233459505e-06,1.3945623807279561,0.007631713183055255,0.0005062025678760962,0.0037946481400716278,1.4310248858170036e-07,5.646381611122459e-06,1.967841094752705e-09,6.731057885194388e-05,1.1319243416689142e-06,0.0010465782171109905,0.03775194641164415,8.413377212486028e-09,0.0003915485089351996
2768,0,0.0017682178104312316,0.024389733485489142,5.12903789734622e-05,0.00029011637581097916,0.10793006346163204,0.0027829466453751454,0.015103543697245128,2.605534047190289e-05,1.39399328593922,0.007704067802719106,0.0005058292478947635,0.003791970274347558,1.430031807966175e-07,8.504250493775006e-06,1.9494212987279878e-09,6.905985682731573e-05,1.1294320778865817e-06,0.0010451454910425397,0.03775328515176504,8.393273727128906e-09,0.00031284076529714943
2768,1,0.0017682178104312316,0.024389733485489142,5.12903789734622e-05,0.00029011637581097916,0.10793006346163204,0.0027829466453751454,0.015103543697245128,2.605534047190289e-05,1.39399328593922,0.007704067802719106,0.0005058292478947635,0.003791970274347558,1.430031807966175e-07,8.504250493775006e-06,1.9494212987279878e-09,6.905985682731573e-05,1.1294320778865817e-06,0.0010451454910425397,0.03775328515176504,8.393273727128906e-09,0.00031284076529714943
2769,0,0.0015491697430574903,0.024266664361725886,4.956734023386319e-05,0.0002895939961414709,0.10782460266988268,0.002759165552271798,0.015424363848636975,1.867362170590708e-05,1.393280205511316,0.007189475143565098,0.0005063473038248646,0.003788634793587176,1.4260809617393303e-07,3.3506585699598705e-05,1.9519157626105156e-09,6.599215647473458e-05,1.1271783125613439e-06,0.001042768111103565,0.037728012147939506,8.374315014100785e-09,0.00015365718260619007
2769,1,0.0015491697430574903,0.024266664361725886,4.956734023386319e-05,0.0002895939961414709,0.10782460266988268,0.002759165552271798,0.015424363848636975,1.867362170590708e-05,1.393280205511316,0.007189475143565098,0.0005063473038248646,0.003788634793587176,1.4260809617393303e-07,3.3506585699598705e-05,1.9519157626105156e-09,6.599215647473458e-05,1.1271783125613439e-06,0.001042768111103565,0.037728012147939506,8.374315014100785e-09,0.00015365718260619007
2770,0,0.0014569235882578517,0.02478446487751902,8.581581681273457e-05,0.00028536006194534243,0.10771411944948915,0.002879198300836965,0.015598710307231613,0.0007277671829699664,1.3926524223842365,0.007720347359796013,0.0005058737090755604,0.0037851950218378643,1.4391646370933762e-07,7.30352223353636e-05,1.8162290019893995e-09,0.00011404719435395146,1.0780773111783738e-06,0.001029406148306263,0.037836993018629236,8.022611515140615e-09,0.00010182310788994793
2770,1,0.0014569235882578517,0.02478446487751902,8.581581681273457e-05,0.00028536006194534243,0.10771411944948915,0.002879198300836965,0.015598710307231613,0.0007277671829699664,1.3926524223842365,0.007720347359796013,0.0005058737090755604,0.0037851950218378643,1.4391646370933762e-07,7.30352223353636e-05,1.8162290019893995e-09,0.00011404719435395146,1.0780773111783738e-06,0.001029406148306263,0.037836993018629236,8.022611515140615e-09,0.00010182310788994793
2771,0,0.0014087884059455263,0.024642897727959745,5.081588094248625e-05,0.00028926139362879825,0.10772958876008183,0.002939950646646443,0.01554824964996997,0.0004428498153616386,1.3926718675863323,0.007614372070467453,0.0005059037403968867,0.003785669458629566,1.4253197549903757e-07,0.00010806910039330776,1.982133618423131e-09,6.734481229849591e-05,1.1248717704852716e-06,0.0010410749958809022,0.037805458692321846,8.354390662531895e-09,6.585008896157536e-05
2771,1,0.0014087884059455263,0.024642897727959745,5.081588094248625e-05,0.00028926139362879825,0.10772958876008183,0.002939950646646443,0.01554824964996997,0.0004428498153616386,1.3926718675863323,0.007614372070467453,0.0005059037403968867,0.003785669458629566,1.4253197549903757e-07,0.00010806910039330776,1.982133618423131e-09,6.734481229849591e-05,1.1248717704852716e-06,0.0010410749958809022,0.037805458692321846,8.354390662531895e-09,6.585008896157536e-05
2772,0,0.001854828410455381,0.02449025589259105,5.069811122999818e-05,0.00029040632774068214,0.10806583773569974,0.002709908757415771,0.014973089911792909,0.00011930562547543285,1.3948884723125536,0.0075678695863624175,0.0005064525109477245,0.003796157218238892,1.431554453841373e-07,3.3163249090909026e-05,1.965998749945291e-09,6.757771868323011e-05,1.1311410544946856e-06,0.0010468274397586919,0.037752067966063875,8.40817115491122e-09,0.00043004552179270355
2772,1,0.001854828410455381,0.02449025589259105,5.069811122999818e-05,0.00029040632774068214,0.10806583773569974,0.002709908757415771,0.014973089911792909,0.00011930562547543285,1.3948884723125536,0.0075678695863624175,0.0005064525109477245,0.003796157218238892,1.431554453841373e-07,3.3163249090909026e-05,1.965998749945291e-09,6.757771868323011e-05,1.1311410544946856e-06,0.0010468274397586919,0.037752067966063875,8.40817115491122e-09,0.00043004552179270355
2773,0,0.0018730347099198297,0.024460321548684116,5.074666924359481e-05,0.0002905189566229178,0.10809452823606731,0.002697615040595751,0.0149584786919331,0.00010708373886385845,1.3950766447989118,0.007550367705629455,0.0005065756622342528,0.00379704274087177,1.4318919755474686e-07,3.0917089263069107e-05,1.962145609550822e-09,6.778144555462529e-05,1.1317456821579816e-06,0.0010473281163220639,0.037753248676171434,8.413031574277132e-09,0.0004522479191996918
2773,1,0.0018730347099198297,0.024460321548684116,5.074666924359481e-05,0.0002905189566229178,0.10809452823606731,0.002697615040595751,0.0149584786919331,0.00010708373886385845,1.3950766447989118,0.007550367705629455,0.0005065756622342528,0.00379704274087177,1.4318919755474686e-07,3.0917089263069107e-05,1.962145609550822e-09,6.778144555462529e-05,1.1317456821579816e-06,0.0010473281163220639,0.037753248676171434,8.413031574277132e-09,0.0004522479191996918
