,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
4428,0,1.1519336818468157e-06,7.228754396931807e-05,1.5827059075286088e-05,2.6373017807630966e-05,0.0002577686876886084,3.927783195884462e-07,1.1995813231034679e-06,6.976677009733649e-08,1.4710485780292021e-05,9.078928519694293e-05,0.001514423484168497,0.0005330826284373351,0.009613501061124862,0.002983257435420055,0.01519577042041386,0.00021279748144935407,0.002533292437915349,7.341119212791313e-05,0.00018399994955608246,0.02389997877441284,8.257262945973861e-05
4428,1,1.1519336818468157e-06,7.228754396931807e-05,1.5827059075286088e-05,2.6373017807630966e-05,0.0002577686876886084,3.927783195884462e-07,1.1995813231034679e-06,6.976677009733649e-08,1.4710485780292021e-05,9.078928519694293e-05,0.001514423484168497,0.0005330826284373351,0.009613501061124862,0.002983257435420055,0.01519577042041386,0.00021279748144935407,0.002533292437915349,7.341119212791313e-05,0.00018399994955608246,0.02389997877441284,8.257262945973861e-05
4429,0,1.1519329177408152e-06,7.22894270061621e-05,1.5827355356503395e-05,2.6372473432649262e-05,0.0002579589465835342,3.9277988055702267e-07,1.1995852794603762e-06,6.962345345823899e-08,1.4710485842475612e-05,9.078928310936836e-05,0.0015144057777267844,0.0005330668196067073,0.009613488842237049,0.002983248559637274,0.015195770386946077,0.00021280284797710398,0.0025332929280498097,7.341125700923012e-05,0.00018399994948844212,0.023899978774515444,8.25726297391429e-05
4429,1,1.1519329177408152e-06,7.22894270061621e-05,1.5827355356503395e-05,2.6372473432649262e-05,0.0002579589465835342,3.9277988055702267e-07,1.1995852794603762e-06,6.962345345823899e-08,1.4710485842475612e-05,9.078928310936836e-05,0.0015144057777267844,0.0005330668196067073,0.009613488842237049,0.002983248559637274,0.015195770386946077,0.00021280284797710398,0.0025332929280498097,7.341125700923012e-05,0.00018399994948844212,0.023899978774515444,8.25726297391429e-05
4430,0,1.1519337299944129e-06,7.228769007482352e-05,1.5827020921421025e-05,2.637308310505565e-05,0.00025788587171405653,3.92779386344574e-07,1.1995837621191236e-06,7.032952778772788e-08,1.4710485774546617e-05,9.078928376433889e-05,0.00151441257666614,0.0005330728925257138,0.009613493534478917,0.002983257332827165,0.0151957704249435,0.00021279683881556902,0.002533292379146892,7.341118459416173e-05,0.0001839999495716811,0.023899978774399984,8.257262987298584e-05
4430,1,1.1519337299944129e-06,7.228769007482352e-05,1.5827020921421025e-05,2.637308310505565e-05,0.00025788587171405653,3.92779386344574e-07,1.1995837621191236e-06,7.032952778772788e-08,1.4710485774546617e-05,9.078928376433889e-05,0.00151441257666614,0.0005330728925257138,0.009613493534478917,0.002983257332827165,0.0151957704249435,0.00021279683881556902,0.002533292379146892,7.341118459416173e-05,0.0001839999495716811,0.023899978774399984,8.257262987298584e-05
4431,0,1.1519140821327438e-06,7.228756929586115e-05,1.5827058131646475e-05,2.637299894701734e-05,0.000257920367558826,3.927801265236031e-07,1.1995882149089269e-06,6.976676671226649e-08,1.471047337185663e-05,9.079060440933224e-05,0.0015144080691218357,0.0005330700248980452,0.00961349131938004,0.0029832574102568944,0.01519577042052869,0.00021279746632796661,0.002533292449997806,7.341120121974042e-05,0.00018399994956492537,0.02389997877442982,8.25726293573927e-05
4431,1,1.1519140821327438e-06,7.228756929586115e-05,1.5827058131646475e-05,2.637299894701734e-05,0.000257920367558826,3.927801265236031e-07,1.1995882149089269e-06,6.976676671226649e-08,1.471047337185663e-05,9.079060440933224e-05,0.0015144080691218357,0.0005330700248980452,0.00961349131938004,0.0029832574102568944,0.01519577042052869,0.00021279746632796661,0.002533292449997806,7.341120121974042e-05,0.00018399994956492537,0.02389997877442982,8.25726293573927e-05
4432,0,1.1519134247508171e-06,7.228945099984915e-05,1.5827354465811432e-05,2.6372454670027252e-05,0.0002579522636890043,3.927810277105059e-07,1.199588877594944e-06,6.962344267242231e-08,1.4710473561443865e-05,9.079060362570907e-05,0.0015144050995345708,0.000533067371938904,0.009613489270172049,0.002983248535726123,0.015195770387055045,0.00021280283377701843,0.0025332929400901393,7.341126597995428e-05,0.00018399994946290143,0.02389997877453222,8.257262317939571e-05
4432,1,1.1519134247508171e-06,7.228945099984915e-05,1.5827354465811432e-05,2.6372454670027252e-05,0.0002579522636890043,3.927810277105059e-07,1.199588877594944e-06,6.962344267242231e-08,1.4710473561443865e-05,9.079060362570907e-05,0.0015144050995345708,0.000533067371938904,0.009613489270172049,0.002983248535726123,0.015195770387055045,0.00021280283377701843,0.0025332929400901393,7.341126597995428e-05,0.00018399994946290143,0.02389997877453222,8.257262317939571e-05
