,,0,1,2,3,4,5,6,7,8,9,10,11,12
6156,0,0.9802125141944469,0.37760331748650705,0.015121785591992256,0.9991266629181798,0.9453909905512441,0.7891907228029604,0.9960416699503951,0.9415142431861413,0.993265653307804,0.9878777323717439,0.999929274791604,0.9999598814038211,0.9999999971827673
6156,1,0.9802125141944469,0.37760331748650705,0.015121785591992256,0.9991266629181798,0.9453909905512441,0.7891907228029604,0.9960416699503951,0.9415142431861413,0.993265653307804,0.9878777323717439,0.999929274791604,0.9999598814038211,0.9999999971827673
6157,0,0.9784260061567805,0.4538745895255677,0.013851212686258468,0.9990870209364507,0.9406073273734252,0.7902859153301617,0.9960643872882983,0.9429583921284118,0.9939522809723569,0.9882180968113591,0.9999483625694803,0.9999639555608034,0.9999999895409444
6157,1,0.9784260061567805,0.4538745895255677,0.013851212686258468,0.9990870209364507,0.9406073273734252,0.7902859153301617,0.9960643872882983,0.9429583921284118,0.9939522809723569,0.9882180968113591,0.9999483625694803,0.9999639555608034,0.9999999895409444
6158,0,0.9784603382645856,0.4449308433953063,0.013873961752517766,0.9990877916183034,0.9407002169133813,0.78941150513556,0.9960459237743577,0.9417819138845284,0.9939319782712112,0.9882084229405902,0.9999464629315602,0.9999638750078559,0.9999999927347883
6158,1,0.9784603382645856,0.4449308433953063,0.013873961752517766,0.9990877916183034,0.9407002169133813,0.78941150513556,0.9960459237743577,0.9417819138845284,0.9939319782712112,0.9882084229405902,0.9999464629315602,0.9999638750078559,0.9999999927347883
6159,0,0.98020012251087,0.3779249650583302,0.015111698061248643,0.999126377282733,0.9453560035236515,0.7891958365676878,0.9960417705476117,0.9415180601396014,0.9932732367047115,0.9878839496702697,0.9999293712884014,0.9999599265954779,0.9999999969573254
6159,1,0.98020012251087,0.3779249650583302,0.015111698061248643,0.999126377282733,0.9453560035236515,0.7891958365676878,0.9960417705476117,0.9415180601396014,0.9932732367047115,0.9878839496702697,0.9999293712884014,0.9999599265954779,0.9999999969573254
6160,0,0.9784267347497206,0.45396476898341864,0.013851686164097097,0.9990870369705008,0.9406092636110215,0.7902857182798309,0.9960643834268579,0.9429582641002926,0.9939520367278323,0.9882179765458231,0.9999483813420258,0.9999639540970168,0.9999999919585835
6160,1,0.9784267347497206,0.45396476898341864,0.013851686164097097,0.9990870369705008,0.9406092636110215,0.7902857182798309,0.9960643834268579,0.9429582641002926,0.9939520367278323,0.9882179765458231,0.9999483813420258,0.9999639540970168,0.9999999919585835
6161,0,0.987763496637481,0.3711585243878683,0.02518899042898294,0.9993184239314152,0.9670155182980443,0.7863650046197572,0.9959870042009291,0.9379603242868287,0.9861716523206048,0.9843783009075817,0.9999503531509102,0.9999175529382918,0.9999999935643112
6161,1,0.987763496637481,0.3711585243878683,0.02518899042898294,0.9993184239314152,0.9670155182980443,0.7863650046197572,0.9959870042009291,0.9379603242868287,0.9861716523206048,0.9843783009075817,0.9999503531509102,0.9999175529382918,0.9999999935643112
6162,0,0.9784491343019911,0.4608891786838497,0.013866642580937543,0.9990875447635983,0.9406703623627596,0.7894090543475765,0.99604583790462,0.9418381493980998,0.9939361825526677,0.9882104779716484,0.9999498008723596,0.9999638982063551,0.9999999848179286
6162,1,0.9784491343019911,0.4608891786838497,0.013866642580937543,0.9990875447635983,0.9406703623627596,0.7894090543475765,0.99604583790462,0.9418381493980998,0.9939361825526677,0.9882104779716484,0.9999498008723596,0.9999638982063551,0.9999999848179286
6163,0,0.9784593666236362,0.4410468296005153,0.013872929713174796,0.999087756681841,0.9406960090707039,0.7902793751930665,0.9960642600269103,0.9429527080043963,0.9939411059983194,0.9882125963737125,0.9999456139816423,0.9999638885592702,0.9999999908349414
6163,1,0.9784593666236362,0.4410468296005153,0.013872929713174796,0.999087756681841,0.9406960090707039,0.7902793751930665,0.9960642600269103,0.9429527080043963,0.9939411059983194,0.9882125963737125,0.9999456139816423,0.9999638885592702,0.9999999908349414
6164,0,0.9784599326731147,0.7282762261241548,0.013873693489479595,0.9990877830386347,0.9406991232146406,0.7895242111299808,0.9960481869414715,0.9418025700420577,0.9939322479299043,0.9882085512500197,0.9999839706294122,0.9999638760339282,0.9999999700414348
6164,1,0.9784599326731147,0.7282762261241548,0.013873693489479595,0.9990877830386347,0.9406991232146406,0.7895242111299808,0.9960481869414715,0.9418025700420577,0.9939322479299043,0.9882085512500197,0.9999839706294122,0.9999638760339282,0.9999999700414348
6165,0,0.9881495764415821,0.3902628401536916,0.026145213990330547,0.9993315189352825,0.9682343435242861,0.7812237615495251,0.9958885655085132,0.9283648767482799,0.9854623642256639,0.9840263359283837,0.9999578937377753,0.9999130910214594,0.999999996819098
6165,1,0.9881495764415821,0.3902628401536916,0.026145213990330547,0.9993315189352825,0.9682343435242861,0.7812237615495251,0.9958885655085132,0.9283648767482799,0.9854623642256639,0.9840263359283837,0.9999578937377753,0.9999130910214594,0.999999996819098
6166,0,0.9783648920103601,0.4952912378883026,0.013811409177640005,0.9990857107305666,0.9404441095701249,0.7834192630128782,0.9959367634790569,0.9390311014817067,0.9939767213955486,0.9882304945671743,0.9999562650211715,0.9999640921330052,0.999999997217646
