,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1836,0,4.04955772690882e-12,6.213194674092455e-08,2.0519167123682716e-09,6.363818623271716e-11,5.109887591726349e-11,5.625278617481938e-14,6.200626017954965e-13,2.5799456908538092e-09,3.3125190169040514e-09,2.248184006580639e-14,1.3190095066520358e-11,8.479474967234418e-11,4.646984186340575e-12,7.94672422484155e-10,1.0632290171549985e-08,8.082269277887716e-09,8.054086434242103e-11,7.568989109519447e-11,3.6940421424894176e-14,1.877316704868015e-11,2.51883203964548e-14
1836,1,4.04955772690882e-12,6.213194674092455e-08,2.0519167123682716e-09,6.363818623271716e-11,5.109887591726349e-11,5.625278617481938e-14,6.200626017954965e-13,2.5799456908538092e-09,3.3125190169040514e-09,2.248184006580639e-14,1.3190095066520358e-11,8.479474967234418e-11,4.646984186340575e-12,7.94672422484155e-10,1.0632290171549985e-08,8.082269277887716e-09,8.054086434242103e-11,7.568989109519447e-11,3.6940421424894176e-14,1.877316704868015e-11,2.51883203964548e-14
1837,0,7.475573979287553e-17,2.8650144051883125e-15,3.331425304890778e-14,1.615764458535486e-11,6.212821191753717e-13,2.515507414998716e-12,3.952243466851489e-13,4.636626640356495e-13,3.662570463927595e-18,1.0299920638612292e-18,1.4092459837966587e-14,8.565197162635485e-17,5.0306980803327406e-17,2.1285057050235423e-15,6.305719835175694e-15,2.4671020434907653e-16,6.934557095217286e-16,5.3487067747971795e-14,4.91460515404489e-12,6.938893903907228e-18,5.963111948670274e-19
1837,1,7.475573979287553e-17,2.8650144051883125e-15,3.331425304890778e-14,1.615764458535486e-11,6.212821191753717e-13,2.515507414998716e-12,3.952243466851489e-13,4.636626640356495e-13,3.662570463927595e-18,1.0299920638612292e-18,1.4092459837966587e-14,8.565197162635485e-17,5.0306980803327406e-17,2.1285057050235423e-15,6.305719835175694e-15,2.4671020434907653e-16,6.934557095217286e-16,5.3487067747971795e-14,4.91460515404489e-12,6.938893903907228e-18,5.963111948670274e-19
1838,0,1.1184546683446796e-11,2.423722945163031e-15,4.1474759560164876e-11,4.3696895900930885e-11,2.5046495639221428e-12,8.532465641149234e-13,1.754819129362508e-13,2.0961334339271442e-12,1.423338240346718e-14,2.0982070247921314e-12,2.1226011399921862e-13,2.2163260809948682e-14,2.5804011705155006e-14,1.5124750410433485e-13,1.5053930324526732e-14,3.4534560541116255e-13,6.250624583897801e-12,3.1939476969255684e-12,1.6206813994133762e-13,3.4048111552387184e-13,1.4927431036051986e-15
1838,1,1.1184546683446796e-11,2.423722945163031e-15,4.1474759560164876e-11,4.3696895900930885e-11,2.5046495639221428e-12,8.532465641149234e-13,1.754819129362508e-13,2.0961334339271442e-12,1.423338240346718e-14,2.0982070247921314e-12,2.1226011399921862e-13,2.2163260809948682e-14,2.5804011705155006e-14,1.5124750410433485e-13,1.5053930324526732e-14,3.4534560541116255e-13,6.250624583897801e-12,3.1939476969255684e-12,1.6206813994133762e-13,3.4048111552387184e-13,1.4927431036051986e-15
1839,0,6.757108917266729e-11,3.4724992085383334e-06,1.7164815495799104e-07,7.975949825920299e-09,1.6490933464602788e-07,1.6850284436807552e-10,1.4381101403551243e-09,5.533407514430325e-08,3.1447071443448934e-06,5.666573827734552e-11,3.039596612429418e-08,1.104211215510395e-07,5.887646885652242e-09,4.922072802853242e-08,2.6837881795388485e-09,6.894262312222526e-07,3.2701465320361667e-10,1.0380267935909183e-08,4.6934485974352985e-11,1.1087141621457519e-11,3.082104329513082e-11
1839,1,6.757108917266729e-11,3.4724992085383334e-06,1.7164815495799104e-07,7.975949825920299e-09,1.6490933464602788e-07,1.6850284436807552e-10,1.4381101403551243e-09,5.533407514430325e-08,3.1447071443448934e-06,5.666573827734552e-11,3.039596612429418e-08,1.104211215510395e-07,5.887646885652242e-09,4.922072802853242e-08,2.6837881795388485e-09,6.894262312222526e-07,3.2701465320361667e-10,1.0380267935909183e-08,4.6934485974352985e-11,1.1087141621457519e-11,3.082104329513082e-11
1840,0,3.719583099642473e-12,3.1665782917438766e-06,2.1211126751483886e-07,9.686385189861739e-09,1.9180079671810642e-07,1.694700867133211e-10,1.5846959229569334e-09,7.3073356550689686e-09,3.4529627348187797e-06,4.527965352110145e-11,3.3496510189060316e-08,1.2323012417913767e-07,6.549044414411176e-09,4.4530205726370925e-08,2.2953684838261657e-09,8.371397711162904e-07,3.965966916853747e-10,1.2680300806789573e-08,4.9757042073789864e-11,1.3566994749858452e-11,3.106353481461665e-11
1840,1,3.719583099642473e-12,3.1665782917438766e-06,2.1211126751483886e-07,9.686385189861739e-09,1.9180079671810642e-07,1.694700867133211e-10,1.5846959229569334e-09,7.3073356550689686e-09,3.4529627348187797e-06,4.527965352110145e-11,3.3496510189060316e-08,1.2323012417913767e-07,6.549044414411176e-09,4.4530205726370925e-08,2.2953684838261657e-09,8.371397711162904e-07,3.965966916853747e-10,1.2680300806789573e-08,4.9757042073789864e-11,1.3566994749858452e-11,3.106353481461665e-11
