,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
1026,0,9.055306924122037e-06,4.500473379725563e-05,1.8241598952066083e-05,2.292765116295202e-05,0.0002578943679430832,3.9071422362172774e-07,1.1937345644379467e-06,1.0752579820110297e-07,1.4710997915331947e-05,8.821250284751267e-05,0.0015144191548116129,0.0005330563993597976,0.009613493888777008,0.0030475799836303715,0.015149313861938837,0.00025472233111881247,0.0025363927640636654,7.381771308569988e-05,0.00017869636083539016,0.023899979440467074,8.257452398692373e-05
1026,1,9.055306924122037e-06,4.500473379725563e-05,1.8241598952066083e-05,2.292765116295202e-05,0.0002578943679430832,3.9071422362172774e-07,1.1937345644379467e-06,1.0752579820110297e-07,1.4710997915331947e-05,8.821250284751267e-05,0.0015144191548116129,0.0005330563993597976,0.009613493888777008,0.0030475799836303715,0.015149313861938837,0.00025472233111881247,0.0025363927640636654,7.381771308569988e-05,0.00017869636083539016,0.023899979440467074,8.257452398692373e-05
1027,0,9.05198155382047e-06,4.500564246709713e-05,1.824234365435362e-05,2.292685906046905e-05,0.0002582120493275827,3.9071747957057125e-07,1.193743219718327e-06,1.0732113739004727e-07,1.4710998481701122e-05,8.82134244262482e-05,0.0015143895895989795,0.0005330300087628845,0.009613473488088508,0.003047567374818011,0.015149312426291441,0.00025473424828819144,0.0025363934767136044,7.381780660231654e-05,0.00017869433550580835,0.023899979440621003,8.257452223187761e-05
1027,1,9.05198155382047e-06,4.500564246709713e-05,1.824234365435362e-05,2.292685906046905e-05,0.0002582120493275827,3.9071747957057125e-07,1.193743219718327e-06,1.0732113739004727e-07,1.4710998481701122e-05,8.82134244262482e-05,0.0015143895895989795,0.0005330300087628845,0.009613473488088508,0.003047567374818011,0.015149312426291441,0.00025473424828819144,0.0025363934767136044,7.381780660231654e-05,0.00017869433550580835,0.023899979440621003,8.257452223187761e-05
1028,0,9.0553031375532e-06,4.500542710733435e-05,1.824155194551688e-05,2.292770838423639e-05,0.00025789519770414137,3.907142981659874e-07,1.1937345737455013e-06,1.083813814924544e-07,1.4710997907321688e-05,8.821249843811205e-05,0.0015144190775093428,0.0005330563306505705,0.009613493835449854,0.0030475804443068242,0.01514931326612726,0.00025472147062024564,0.0025363927125889407,7.38177062643564e-05,0.00017869630830301173,0.02389997944045621,8.257452394213733e-05
1028,1,9.0553031375532e-06,4.500542710733435e-05,1.824155194551688e-05,2.292770838423639e-05,0.00025789519770414137,3.907142981659874e-07,1.1937345737455013e-06,1.083813814924544e-07,1.4710997907321688e-05,8.821249843811205e-05,0.0015144190775093428,0.0005330563306505705,0.009613493835449854,0.0030475804443068242,0.01514931326612726,0.00025472147062024564,0.0025363927125889407,7.38177062643564e-05,0.00017869630830301173,0.02389997944045621,8.257452394213733e-05
1029,0,9.055094327694929e-06,4.500470876283776e-05,1.8241598090722863e-05,2.292763294913212e-05,0.00025788643211623616,3.907152234536116e-07,1.193738190184316e-06,1.0752413586361325e-07,1.4710985798141363e-05,8.821386801867765e-05,0.0015144186126016305,0.0005330570560301213,0.009613494397402283,0.0030475799575258255,0.015149313884939767,0.0002547223522885951,0.0025363927757866213,7.381772148195023e-05,0.00017869645870147762,0.023899979440484224,8.257452315814224e-05
1029,1,9.055094327694929e-06,4.500470876283776e-05,1.8241598090722863e-05,2.292763294913212e-05,0.00025788643211623616,3.907152234536116e-07,1.193738190184316e-06,1.0752413586361325e-07,1.4710985798141363e-05,8.821386801867765e-05,0.0015144186126016305,0.0005330570560301213,0.009613494397402283,0.0030475799575258255,0.015149313884939767,0.0002547223522885951,0.0025363927757866213,7.381772148195023e-05,0.00017869645870147762,0.023899979440484224,8.257452315814224e-05
1030,0,9.055092259931745e-06,4.5006381119210974e-05,1.824235333205726e-05,2.292684180090083e-05,0.0002579173671319843,3.907154434692839e-07,1.1937388164083886e-06,1.0732110540119126e-07,1.4710985873725347e-05,8.821386806987559e-05,0.0015144157357767742,0.0005330544828070256,0.009613492411294389,0.003047567750600072,0.015149311745144226,0.00025473424321709236,0.0025363934873615427,7.381781484972486e-05,0.00017869645169373322,0.023899979440638475,8.257452306561071e-05
1030,1,9.055092259931745e-06,4.5006381119210974e-05,1.824235333205726e-05,2.292684180090083e-05,0.0002579173671319843,3.907154434692839e-07,1.1937388164083886e-06,1.0732110540119126e-07,1.4710985873725347e-05,8.821386806987559e-05,0.0015144157357767742,0.0005330544828070256,0.009613492411294389,0.003047567750600072,0.015149311745144226,0.00025473424321709236,0.0025363934873615427,7.381781484972486e-05,0.00017869645169373322,0.023899979440638475,8.257452306561071e-05
1031,0,9.055092262338154e-06,4.500543760313802e-05,1.8241551533645784e-05,2.292769013241134e-05,0.0002577782919050451,3.907166379549053e-07,1.1937359812884722e-06,1.0838005088516352e-07,1.4710985793483978e-05,8.821386753809542e-05,0.0015144286779964758,0.0005330660405960624,0.009613501342987062,0.0030475804417286977,0.015149313256366629,0.0002547214923798953,0.0025363927243466414,7.381771465510559e-05,0.00017869644773623223,0.023899979440473413,8.257452171683961e-05
1031,1,9.055092262338154e-06,4.500543760313802e-05,1.8241551533645784e-05,2.292769013241134e-05,0.0002577782919050451,3.907166379549053e-07,1.1937359812884722e-06,1.0838005088516352e-07,1.4710985793483978e-05,8.821386753809542e-05,0.0015144286779964758,0.0005330660405960624,0.009613501342987062,0.0030475804417286977,0.015149313256366629,0.0002547214923798953,0.0025363927243466414,7.381771465510559e-05,0.00017869644773623223,0.023899979440473413,8.257452171683961e-05
1032,0,9.043056393800873e-06,4.5004764621708056e-05,1.8241601943121264e-05,2.29266855784703e-05,0.00025788045539076664,3.90783723780682e-07,1.1939466693898608e-06,1.0752605773349852e-07,1.4710299192829875e-05,8.829147756764762e-05,0.0015143465896899132,0.0005330574051737575,0.009613494722803578,0.0030475800173682508,0.015149313832157483,0.0002547223327032895,0.002536393364753763,7.381819548090699e-05,0.00017870347402684816,0.023899979441398714,8.257446362651817e-05
1032,1,9.043056393800873e-06,4.5004764621708056e-05,1.8241601943121264e-05,2.29266855784703e-05,0.00025788045539076664,3.90783723780682e-07,1.1939466693898608e-06,1.0752605773349852e-07,1.4710299192829875e-05,8.829147756764762e-05,0.0015143465896899132,0.0005330574051737575,0.009613494722803578,0.0030475800173682508,0.015149313832157483,0.0002547223327032895,0.002536393364753763,7.381819548090699e-05,0.00017870347402684816,0.023899979441398714,8.257446362651817e-05
1033,0,9.04305407101058e-06,4.500638259150604e-05,1.8242355354995188e-05,2.2925891706402295e-05,0.00025795028682504197,3.907843058578462e-07,1.1939480827059914e-06,1.0732111118711856e-07,1.4710299240241948e-05,8.829147408150291e-05,0.001514340093418448,0.0005330516012945081,0.009613490239129451,0.0030475677500206686,0.015149311742412328,0.0002547342629682819,0.0025363940787427367,7.38182889357675e-05,0.0001787034754855813,0.02389997944155475,8.25744622305848e-05
1033,1,9.04305407101058e-06,4.500638259150604e-05,1.8242355354995188e-05,2.2925891706402295e-05,0.00025795028682504197,3.907843058578462e-07,1.1939480827059914e-06,1.0732111118711856e-07,1.4710299240241948e-05,8.829147408150291e-05,0.001514340093418448,0.0005330516012945081,0.009613490239129451,0.0030475677500206686,0.015149311742412328,0.0002547342629682819,0.0025363940787427367,7.38182889357675e-05,0.0001787034754855813,0.02389997944155475,8.25744622305848e-05
