,,0,1,2,3,4,5,6,7,8,9,10,11,12
4860,0,0.6761198865709499,0.36132933638633485,0.031156201041528296,0.9994346101581105,0.9732119857962246,0.9967096255822199,0.9998211945992094,0.9451139054835815,0.9893772956103325,0.7732711713235092,0.9999701555548297,0.9999981672071538,0.6171753682822314
4860,1,0.6761198865709499,0.36132933638633485,0.031156201041528296,0.9994346101581105,0.9732119857962246,0.9967096255822199,0.9998211945992094,0.9451139054835815,0.9893772956103325,0.7732711713235092,0.9999701555548297,0.9999981672071538,0.6171753682822314
4861,0,0.6681994451099135,0.3733831343266806,0.02394864437410388,0.99933489639165,0.9655086533150058,0.9985655707260688,0.9998207844872583,0.9597716065152841,0.9909734922735081,0.8090618368453851,0.999974115961779,0.9999984329448919,0.999999997008578
4861,1,0.6681994451099135,0.3733831343266806,0.02394864437410388,0.99933489639165,0.9655086533150058,0.9985655707260688,0.9998207844872583,0.9597716065152841,0.9909734922735081,0.8090618368453851,0.999974115961779,0.9999984329448919,0.999999997008578
4862,0,0.6547724556098058,0.3957551490268876,0.02496831637445298,0.9993562545128696,0.9670371268168781,0.9694380759698199,0.9998245836614689,0.7490186450911094,0.9875174731540884,0.7882967096885255,0.99999416497509,0.9999982862704601,0.999924730282961
4862,1,0.6547724556098058,0.3957551490268876,0.02496831637445298,0.9993562545128696,0.9670371268168781,0.9694380759698199,0.9998245836614689,0.7490186450911094,0.9875174731540884,0.7882967096885255,0.99999416497509,0.9999982862704601,0.999924730282961
4863,0,0.6760992687610792,0.36130965303037127,0.031155416082647915,0.9994346124503447,0.9732117345451621,0.996663306258726,0.9998212009469278,0.9447666407668133,0.989372844,0.773251281771487,0.9999700999495814,0.9999981670804864,0.6174226122381703
4863,1,0.6760992687610792,0.36130965303037127,0.031155416082647915,0.9994346124503447,0.9732117345451621,0.996663306258726,0.9998212009469278,0.9447666407668133,0.989372844,0.773251281771487,0.9999700999495814,0.9999981670804864,0.6174226122381703
4864,0,0.6681986488656222,0.3734005003202104,0.023945886525829713,0.9993349048248688,0.9655096290391222,0.998565570858675,0.9998207844813165,0.9597714691580816,0.990973163202817,0.8090556577508846,0.9999739760276429,0.9999984328851577,0.9999999970087766
4864,1,0.6681986488656222,0.3734005003202104,0.023945886525829713,0.9993349048248688,0.9655096290391222,0.998565570858675,0.9998207844813165,0.9597714691580816,0.990973163202817,0.8090556577508846,0.9999739760276429,0.9999984328851577,0.9999999970087766
4865,0,0.6547760298803313,0.3955869694004838,0.02495042940457796,0.9993560523614253,0.9670214290876604,0.9694713245787541,0.9998245799748633,0.7492496998376328,0.9875256016793765,0.7883867532956472,0.9999941109371152,0.9999982869004878,0.9999999719515004
4865,1,0.6547760298803313,0.3955869694004838,0.02495042940457796,0.9993560523614253,0.9670214290876604,0.9694713245787541,0.9998245799748633,0.7492496998376328,0.9875256016793765,0.7883867532956472,0.9999941109371152,0.9999982869004878,0.9999999719515004
4866,0,0.6636262666880767,0.39964679797626756,0.024047475425376545,0.9993673077623993,0.9680474746430856,0.9834215878627689,0.9998229413623637,0.8477576606672855,0.9890393692206074,0.7914741710496372,0.9999916373325968,0.9999983032867983,0.9999999801894723
4866,1,0.6636262666880767,0.39964679797626756,0.024047475425376545,0.9993673077623993,0.9680474746430856,0.9834215878627689,0.9998229413623637,0.8477576606672855,0.9890393692206074,0.7914741710496372,0.9999916373325968,0.9999983032867983,0.9999999801894723
4867,0,0.6683742116826035,0.3734398360931349,0.023607453357135696,0.9993375052654839,0.9657212489680594,0.9985655940674782,0.9998207874005786,0.959755262325213,0.9909363458656867,0.8082040072133113,0.9999505687285147,0.9999984261385085,0.9999999970306187
4867,1,0.6683742116826035,0.3734398360931349,0.023607453357135696,0.9993375052654839,0.9657212489680594,0.9985655940674782,0.9998207874005786,0.959755262325213,0.9909363458656867,0.8082040072133113,0.9999505687285147,0.9999984261385085,0.9999999970306187
4868,0,0.6494659276068676,0.9939692196620383,0.009618407524614412,0.9988854650734187,0.9163230495530263,0.9678301046326068,0.9998246699416068,0.7403419390491608,0.9948003844425848,0.9101015782108759,0.9999997288699071,0.9999993450352241,0.9999999832643017
4868,1,0.6494659276068676,0.9939692196620383,0.009618407524614412,0.9988854650734187,0.9163230495530263,0.9678301046326068,0.9998246699416068,0.7403419390491608,0.9948003844425848,0.9101015782108759,0.9999997288699071,0.9999993450352241,0.9999999832643017
4869,0,0.675947785752811,0.36145712780857125,0.03112916947756725,0.999434697627511,0.9732143391771666,0.996298684131865,0.9998212521113012,0.9420341533083038,0.9893370073677795,0.7730711211615684,0.9999693783678644,0.9999981659544345,0.6060968497018984
4869,1,0.675947785752811,0.36145712780857125,0.03112916947756725,0.999434697627511,0.9732143391771666,0.996298684131865,0.9998212521113012,0.9420341533083038,0.9893370073677795,0.7730711211615684,0.9999693783678644,0.9999981659544345,0.6060968497018984
