GAPD,GAPD_2pg,GAPD_pep
0.06590068687213475,0.34722979171563645,0.5868695214122288
0.52081459821779,0.47913088456124897,0.000054517220960982835
0.5150524563084876,0.4849041042048234,0.00004343948668897234
0.5075946785390797,0.03376791657633389,0.4586374048845864
0.46572254686920783,6.285265029358224e-6,0.5342711678657627
0.5158465764793655,0.10870687120967655,0.375446552310958
0.520205675894193,0.47979407737871294,2.4672709391590194e-7
0.23073133590572364,0.7684150317970134,0.0008536322972628953
0.4569356120122481,0.52549248588018,0.017571902107571973
0.03769800866052167,0.9622222342050866,0.00007975713439180659
0.002951983113764952,0.9258050682376658,0.07124294864856903
0.5200592343691824,0.4799249736899504,0.00001579194086712473
0.0031282071785077277,0.7448014242460256,0.2520703685754667
0.31231990349733607,0.6864005433867874,0.0012795531158766745
0.05679839649467469,0.004548583860333283,0.938653019644992
0.510394463814423,0.22813704367658044,0.26146849250899656
0.0020313398512630297,0.0019152952488673452,0.9960533648998695
0.4920107077644032,0.507940773454957,0.00004851878063990186
0.52105431438916,0.47894544475801276,2.408528274298659e-7
0.0018065267313512536,0.0003139701281075793,0.9978795031405412
0.48880580010981234,0.00011405385239665543,0.5110801460377911
0.4968701576936421,0.5031149568678999,0.000014885438457934079
0.001924479917365222,0.0000873407727693435,0.9979881793098655
0.002698654742609543,0.9962363937116719,0.0010649515457185719
0.02175153504088545,0.00008451574750504877,0.9781639492116095
0.051897901665562005,0.054749181310408714,0.8933529170240292
0.033550104516177674,0.05307343989076612,0.9133764555930562
0.015575705295871595,0.01268350200345502,0.9717407927006734
0.024766338617227827,0.003810161360823561,0.9714235000219487
0.5210526010619192,0.4788764415226288,0.00007095741545210558
0.23939885483580467,0.16236487337241887,0.5982362717917765
0.5210093046641667,0.41860253537590253,0.06038815995993077
0.38895624749342944,0.050977977088127686,0.5600657754184429
0.0018072439736044467,1.5657413074544853e-9,0.9981927544606543
0.46616725030092276,0.4409140826374804,0.09291866706159677
0.5028581471784342,0.21418536545086697,0.2829564873706989
0.006947006050470768,0.07758214094477461,0.9154708530047545
0.5207319305572263,0.05542381749050036,0.4238442519522732
0.5209326151859072,0.4790671620829924,2.227311006070812e-7
0.5204481253080852,0.00015455299846684397,0.47939732169344795
0.5198853747550873,0.000027789632168690376,0.48008683561274385
0.021911091026163843,9.673851549313855e-6,0.9780792351222869
0.0018099990059021799,0.006953872901929165,0.9912361280921687
0.003818365463387771,5.1008859494934444e-6,0.9961765336506627
0.3618376342855872,0.000016315714220784405,0.638146050000192
0.17708798338461101,0.17787479394092398,0.645037222674465
0.32509204320012997,0.000033553052794479606,0.6748744037470756
0.0018513102764792988,0.08948096407776361,0.9086677256457572
0.003838077044846873,0.000016745826841555943,0.9961451771283115
0.6772967035449019,0.1592541722165662,0.16344912423853192
