2pg,pep
0.9663821959555867,0.9716522381797684
0.994130334936102,0.9999996667902341
0.9939931512035787,0.9999997315271438
0.999575547096675,0.9971237967549308
0.9999999138929652,0.9963482449786257
0.9986554444606643,0.9976831670081154
0.9941153301961906,0.9999999984902365
0.9787513386918886,0.9999882230883045
0.9926624038308788,0.999877586045059
0.8371456809754362,0.9999932652994081
-1.0010041432145615,0.9231763073931528
0.9941120672599403,0.9999999033393173
-0.5191032502188988,0.7434964092614736
0.9859776675430361,0.9999869585518849
0.9994890452583837,0.9473938925724052
0.9971481140264993,0.9983692756019188
0.9939841715195354,-0.5608716018623994
0.9934131037310922,0.9999996860919276
0.9941353060466129,0.9999999985285825
0.9988911156844225,-0.7583319632260151
0.9999985112700989,0.9966717202654999
0.9935394927574913,0.9999999046356881
0.9997104350784279,-0.6507418997326244
-1.3553604586165047,0.9987438263380394
0.9999752092292943,0.8568508075604524
0.9932691465734796,0.9452050642582234
0.9899068747611632,0.9133391197558755
0.9948044232676241,0.8014042849037
0.9990184241499898,0.8751426940523936
0.9941361317105172,0.9999995665057101
0.9956727467544818,0.9920454093819673
0.9948737630369981,0.9996310449336134
0.9991637730711491,0.9954164133704149
0.9999999944722864,-0.758185883953749
0.9939653162824396,0.9993655047541202
0.9972823932935792,0.9982088113624246
0.9287464698295066,0.580517347471653
0.9993209143867506,0.9974090487004758
0.9941324451702537,0.9999999986389737
0.9999981052919973,0.9970678558597201
0.9999996589504341,0.9970604601086906
0.9999971830592114,0.8579055233781885
0.975487324551657,-0.7432751813677502
0.9999914766480319,0.16952612530330502
0.9999997123034478,0.9943859857451133
0.9935913342611332,0.9884052111168735
0.9999993414814655,0.9933917908841089
0.6916146450287985,-0.5624029562383225
0.9999721621807618,0.17381727633983504
0.9966250718446127,0.9982718510601166
