k^r_GAPD1,k^f_GAPD1,k^r_GAPD2,k^f_GAPD2,k^r_GAPD3,k^f_GAPD3,k^r_GAPD4,k^f_GAPD4,k^r_GAPD5,k^f_GAPD5,k^r_GAPD6,k^f_GAPD6
45.47498856403798,6.882067989513857e6,1.962553882612861e8,367.2086763301242,2959.472809532484,378578.58193201065,1.9467955484355912e8,4784.723101921944,1477.1137768557735,859351.7320497248,6.213527719775301e8,5.422555012493609e8
58.890843446893605,7.324908851377039e6,1.5998277000347966e8,1125.818313582865,19967.399017834792,528009.1379824838,2.1744448265233228e8,775.1298329531716,55647.21202698324,4.073995296371165e7,209.86240326914833,1570.3650391384188
58.36878074563006,6.864792668442692e6,1.8195658382146505e8,818.6118022695352,2535.1150755667463,373609.31292361405,1.8195658382146505e8,595.0527637153851,11114.008599596049,2.565415998811872e6,2178.3339374015,16726.73472633404
70.04529170584178,6.724778455914609e6,9.999945496117305e8,311.4722816880382,13.660113099486335,340170.65593905887,9.999952141113611e8,30062.332496435436,5.758674618907142e8,7.233983063856311e8,468251.8352722775,7.526183819135671e6
9.1827450540008,8.701244547599666e6,1.0118333823779227e8,3072.1587030363225,1.4767398931970835e8,2.497953894063778e7,7.532327377095517e8,958.4940778253498,2142.2329250244034,1.7381168731578806e8,9.999994679187793e8,8.995921578303223e8
19.083680061184005,7.83704575941293e6,9.999999909738657e8,357.6407742043052,99579.05620441485,900337.52711342,9.994167343620855e8,3.107156649067993e8,2.609361227229845e7,1.5321947802538194e6,5.3635217230701625e7,9.999994675273379e8
3.1485860766484715,8.697095418526122e6,9.986215795587348e8,639.149845035986,9.783723808449459e8,3.4731231944846976e8,3.756099818151259e8,1036.5917609904147,2.713757387886979e8,5.577540809964222e8,104.66732356739945,1.3290036993640993e7
772.4079134486988,8.842470135582197e6,1.5637064994241337e6,441.57779434325954,4.1611258384176475e8,1.3663317997153718e7,2.5267081881655815e8,3670.1491389023768,3.906779101633131e7,3.653130025179764e8,21516.545400111685,6.7454134614528e8
26.19796231292593,8.698013263490727e6,1.8322608955185232e8,521.9320647202727,9.999994871453543e8,1.017913122360964e7,1.2145703339144056e8,2069.370589572855,1381.4479972208846,9.84320975245992e8,40802.2485256459,157800.59898986004
126.36933893236062,8.70392199696624e6,6.819082586428064e7,399.2851019837499,8.757065843164965e8,4.604003682742017e8,1.3140850078791316e8,8.848656111746861e8,5157.033947843713,1.8710821345334828e7,6.51071086072179e8,56814.751436814884
24.63331234425253,8.685294667752892e6,9.999995075001938e8,49029.42127428124,9.59600142680639e8,5.096416470909965e8,9.999995075001938e8,9.999994677345725e8,19127.902393016975,7.83763998787509e8,4.9502820996923524e8,594.7814842700727
33.21158256222889,8.67935153551295e6,1.2880480494116576e8,394.29611165860314,9.970974717134434e8,6.095400640875471e8,2.0845486422595894e8,3.976681962446252e8,9.822645157577307e8,2.9858645834723685e7,6.217002136566119e7,9.908768083282533e8
45.329525309139356,8.682962520700164e6,1.565387058814619e8,539.3754108403656,2.4516443034577838e8,6.90561326238687e6,1.565387058814619e8,9182.589762634612,2589.5123910077077,7.546222446912674e8,1416.3290571202547,2014.4184363978272
913.7753036655853,8.804124566367537e6,3.6476635665534355e7,726.4251310946879,9.924046028121959e8,9.577537499999315e8,2.9314711523384124e7,4086.803834105261,155.55139214637452,1.0376311583550937e7,9.999995214999056e8,2.6246778398592392e8
514.3042730120453,8.735132911085976e6,5.881257127317651e7,5293.466466879386,9.317183964833931e8,8.987587549868149e8,5.881257127453072e7,9.563244769361889e8,44859.42300908932,9.614235812257508e8,9.706029336555856e8,853.6268111792353
20.751414147448855,8.64776188006678e6,4.15913927491578e8,717.4056513659854,9.763114336428511e8,9.341325738433216e8,6.473998125057226e8,2.727211398138809e8,29.292761884421832,9.281127424834827e6,5.0069949605548716e8,2465.4111158362257
899.5719405491677,8.793153852089416e6,3.0460772768708322e7,391.3222450173673,4.5304392011092526e8,4.80299886930713e8,3.0460772768006936e7,2.153941580217382e8,9.32888672706324e8,9.999994675273379e8,1.8895472878855247e7,8.462767690106796e6
4.63377626064051,8.63527307731584e6,4.2830598928986037e8,392.67487913129844,8.623538887113178e8,9.147052460219524e8,9.999994957800426e8,4.455050211295456e8,2.1420228628675696e8,1.0307692018893562e7,8.087324688692002e7,9.40890133274841e8
7.736978398105135,8.635839667881813e6,9.999983870404447e8,747.9644478921127,4.892814371018314e8,5.187336913874737e8,1.0264463299533254e8,826.7091468270664,7.331357485577692e8,9.999996436980454e8,153.1979688595228,7.121176666070387e6
17.32115276455679,8.634135056180997e6,9.999992881790961e8,44328.506159770506,8.388378770610782e8,9.031688505204756e8,9.999992881790961e8,407.4909213624369,1.543403976348961e6,8.892940297256647e8,301.93137319718664,24431.16356000266
247.95414552408027,7.948314548106314e6,4.775094106347894e7,445.11978475319984,119726.2746311963,915898.1711978652,8.561624487346582e6,5718.891137484871,1.3123153082389105e6,7.906164110231377e8,9.999099571582042e8,4.927012868522888e8
987.0432223467949,8.750015447348421e6,2.7300189718849957e6,388.8284955544578,2.090081305245574e7,3.3186997142564375e7,4.967440565837963e8,3.7116100617070557e6,4.445442953409197e8,1.038000042346447e7,462082.8014814623,5.9729093838163e8
2.966184205713555,8.570973575005984e6,3.059683021181216e7,389.9777756342378,8.071117952341917e6,2.676214069741953e6,9.999991990230695e8,1.5073260928190563e7,5.4867630562368e8,4.277283632894367e8,5.365168358777508e7,1.6898540763367417e8
4.110090862021843,8.56462686202239e6,9.999995105856566e8,389.6931097106473,1.5635428930217683e8,3.03683516112207e8,8.206788427561577e7,7.577123760143483e8,2.4762995682808572e8,6.90605689899625e8,1.8344443895182577e8,2.0416016692587398e6
2309.7597027355323,8.901835813864898e6,4.138033618981854e7,540.7676413866651,3.583797642149637e7,9.377799836346251e7,6.687040486012199e6,28600.03787466095,1558.820018057274,7.578438646640668e6,12076.179545873025,1992.2065344339508
982.4870991789375,8.69922501035071e6,6.173787369194888e6,4616.119881251638,2.6118432523815855e8,6.617211020338432e8,1.3410075505320086e8,837.2511748417428,234190.98611651995,9.925470416758269e8,9.687321294683832e8,9.867635359675013e8
1148.7957515411638,8.693584143500831e6,8.533129956072543e6,385.70801838819006,3.0088932436002195e8,8.96978892609558e8,2.430412692564101e7,9.770343052363305e8,6.487229034793977e8,9.953507378551639e8,3.9731333085971403e8,2.8560141170340264e6
6.4349253639689135,8.520269415718844e6,9.99856112392779e8,419.71119140733185,7.028523798703383e7,1.461849185862668e6,1.4022835186646906e8,5.020236791173736e8,3024.0409907310104,7.143924790367709e8,1.413340634962951e8,6533.581542477677
17.799880504900983,8.405098059593445e6,1.e9,449.1028090520392,9.865132859391627e7,4.745422852623262e8,9.99999765919228e8,5346.512550112715,49.96928491157136,1.9875814721352838e6,4423.697139289086,9216.259952723598
3182.1216220594574,8.55677879619419e6,2.0173555901257277e8,389.9086896014233,348453.12834055483,3.4717245105496384e6,2.236624685744531e6,173676.81731117558,164700.7659405561,2.959956436521245e7,11596.155427519036,7253.357597418642
6.911486505367108,8.293620950323291e6,2.5081037495509866e8,378.4798393592386,6.236958456406396e7,4.806957194339442e8,2.5081037495509866e8,3.218263239226951e8,5.982691218948357e6,7.872410953501478e6,7.620717927480187e7,1.4616784478285194e6
0.8065873853645841,8.40873855016023e6,5.263747190066448e8,396.58965466163386,4.360957714702548e6,741545.6176108158,5.2637471901876396e8,11880.18111595929,6.752899720449678e8,3.003080897122428e8,8687.88182220211,2.9294722721691036e8
2.6981850932964986,8.373179524790149e6,6.142988601445607e8,582.9890868840546,2.7429886855286136e6,637658.7695655911,4.9551809988597023e8,3.086778384397571e6,21251.623525576048,9.157755405399855e8,529501.5337142473,1302.1416567559115
