,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
378,0,9.054872467035661e-06,7.476480888997406e-05,1.5215444239787755e-05,2.1473494967676213e-05,3.5969179275493045e-05,3.888644567405783e-07,1.1889934709245271e-06,6.681670146991531e-08,1.64611286445256e-05,8.821528108276005e-05,0.0015353452760585038,0.000551842932565049,0.009627720726887026,0.002977351820193466,0.01519281624670767,0.0002079014104502367,0.0025295940247388243,8.254001488368241e-05,0.00017869658942460995,0.023899063681394505,8.257540648215062e-05
378,1,9.054872467035661e-06,7.476480888997406e-05,1.5215444239787755e-05,2.1473494967676213e-05,3.5969179275493045e-05,3.888644567405783e-07,1.1889934709245271e-06,6.681670146991531e-08,1.64611286445256e-05,8.821528108276005e-05,0.0015353452760585038,0.000551842932565049,0.009627720726887026,0.002977351820193466,0.01519281624670767,0.0002079014104502367,0.0025295940247388243,8.254001488368241e-05,0.00017869658942460995,0.023899063681394505,8.257540648215062e-05
379,0,9.054872469723512e-06,7.476617662172677e-05,1.5215745061995424e-05,2.1472348188963783e-05,3.596922609103671e-05,3.8886445636143713e-07,1.188993469979172e-06,6.667677914897736e-08,1.6461125901769577e-05,8.821528108130566e-05,0.0015353452715823398,0.0005518429284911023,0.009627720723929497,0.002977344581990529,0.015192816005208899,0.00020790716055694964,0.0025295951312155787,8.254160792693527e-05,0.00017869658942304452,0.023899063668066038,8.25754064815733e-05
379,1,9.054872469723512e-06,7.476617662172677e-05,1.5215745061995424e-05,2.1472348188963783e-05,3.596922609103671e-05,3.8886445636143713e-07,1.188993469979172e-06,6.667677914897736e-08,1.6461125901769577e-05,8.821528108130566e-05,0.0015353452715823398,0.0005518429284911023,0.009627720723929497,0.002977344581990529,0.015192816005208899,0.00020790716055694964,0.0025295951312155787,8.254160792693527e-05,0.00017869658942304452,0.023899063668066038,8.25754064815733e-05
380,0,9.05487246717555e-06,7.476479580327067e-05,1.5215440229777654e-05,2.147350794994592e-05,3.596917943149992e-05,3.8886445778585326e-07,1.1889934709217514e-06,6.735497660044084e-08,1.646112858291377e-05,8.821528108267124e-05,0.0015353452760501437,0.0005518429325513267,0.009627720726877084,0.0029773525449817064,0.015192816249941343,0.00020790130889485593,0.002529593999890312,8.254001181559774e-05,0.0001786965894245322,0.023899063677266637,8.257540648384371e-05
380,1,9.05487246717555e-06,7.476479580327067e-05,1.5215440229777654e-05,2.147350794994592e-05,3.596917943149992e-05,3.8886445778585326e-07,1.1889934709217514e-06,6.735497660044084e-08,1.646112858291377e-05,8.821528108267124e-05,0.0015353452760501437,0.0005518429325513267,0.009627720726877084,0.0029773525449817064,0.015192816249941343,0.00020790130889485593,0.002529593999890312,8.254001181559774e-05,0.0001786965894245322,0.023899063677266637,8.257540648384371e-05
381,0,9.054661751393525e-06,7.476480959286736e-05,1.5215444385799291e-05,2.1473494651305396e-05,3.596899350172669e-05,3.8886562722595343e-07,1.1889961335046832e-06,6.681669139963737e-08,1.6461128644908627e-05,8.821663978805832e-05,0.001535344006117718,0.0005518429487157354,0.009627720738604458,0.0029773518241720445,0.015192816246593766,0.0002079014129486604,0.0025295940249660926,8.254001488856185e-05,0.00017869671225397327,0.02389906368137019,8.2575405511849e-05
381,1,9.054661751393525e-06,7.476480959286736e-05,1.5215444385799291e-05,2.1473494651305396e-05,3.596899350172669e-05,3.8886562722595343e-07,1.1889961335046832e-06,6.681669139963737e-08,1.6461128644908627e-05,8.821663978805832e-05,0.001535344006117718,0.0005518429487157354,0.009627720738604458,0.0029773518241720445,0.015192816246593766,0.0002079014129486604,0.0025295940249660926,8.254001488856185e-05,0.00017869671225397327,0.02389906368137019,8.2575405511849e-05
382,0,9.054661794653922e-06,7.476617727526456e-05,1.5215745199932309e-05,2.147233196539241e-05,3.5969041040870423e-05,3.888656270755182e-07,1.1889961328329982e-06,6.667677153340252e-08,1.6461125870205935e-05,8.821663977448584e-05,0.0015353440015710438,0.0005518429445789834,0.00962772073560132,0.0029773445847887797,0.015192816005101945,0.00020790716294569994,0.0025295951467135098,8.254167078776292e-05,0.00017869671222868241,0.02389906366735261,8.25754055128482e-05
382,1,9.054661794653922e-06,7.476617727526456e-05,1.5215745199932309e-05,2.147233196539241e-05,3.5969041040870423e-05,3.888656270755182e-07,1.1889961328329982e-06,6.667677153340252e-08,1.6461125870205935e-05,8.821663977448584e-05,0.0015353440015710438,0.0005518429445789834,0.00962772073560132,0.0029773445847887797,0.015192816005101945,0.00020790716294569994,0.0025295951467135098,8.254167078776292e-05,0.00017869671222868241,0.02389906366735261,8.25754055128482e-05
