,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
702,0,2.2230752395185904e-15,1.0268721874066074e-14,7.078139344172257e-15,1.8950963323290711e-10,5.085628099199546e-13,1.0529928356128523e-11,1.6163176991214247e-12,1.153614150820742e-14,2.303929616531697e-19,1.1914026622900087e-16,2.464369854016102e-14,1.2445881998612851e-14,6.9822619908066486e-15,2.1138949965471276e-13,3.469446951953614e-18,1.5978017520179577e-13,1.9448028257262884e-13,2.7972416050126014e-17,1.2302984152279262e-16,0.0,1.8973538018496328e-18
702,1,2.2230752395185904e-15,1.0268721874066074e-14,7.078139344172257e-15,1.8950963323290711e-10,5.085628099199546e-13,1.0529928356128523e-11,1.6163176991214247e-12,1.153614150820742e-14,2.303929616531697e-19,1.1914026622900087e-16,2.464369854016102e-14,1.2445881998612851e-14,6.9822619908066486e-15,2.1138949965471276e-13,3.469446951953614e-18,1.5978017520179577e-13,1.9448028257262884e-13,2.7972416050126014e-17,1.2302984152279262e-16,0.0,1.8973538018496328e-18
703,0,3.75025325870899e-11,6.099993975305321e-06,1.3633355108021462e-05,4.848654131698682e-07,8.703222447173299e-07,1.7303366080462582e-10,4.51103789479357e-09,5.142751390591416e-07,6.892621361033899e-06,8.738508641735823e-13,9.549218045294683e-08,3.9964665299286554e-07,2.058057328377383e-08,7.276288662278179e-06,6.315140049784063e-09,6.60943072696913e-05,2.037692169339078e-08,6.351263380061203e-07,7.013096069044371e-11,2.7561406247544884e-09,3.15995894815263e-11
703,1,3.75025325870899e-11,6.099993975305321e-06,1.3633355108021462e-05,4.848654131698682e-07,8.703222447173299e-07,1.7303366080462582e-10,4.51103789479357e-09,5.142751390591416e-07,6.892621361033899e-06,8.738508641735823e-13,9.549218045294683e-08,3.9964665299286554e-07,2.058057328377383e-08,7.276288662278179e-06,6.315140049784063e-09,6.60943072696913e-05,2.037692169339078e-08,6.351263380061203e-07,7.013096069044371e-11,2.7561406247544884e-09,3.15995894815263e-11
704,0,1.919688366602834e-15,4.319868030996932e-20,1.5884395307332738e-14,1.508102235892603e-10,1.2916977969006094e-10,9.6970110299811e-12,1.4992972988613854e-12,1.9974677639055189e-10,1.7381116077658243e-18,4.565197232828805e-14,1.5973789131706884e-13,2.541204443054501e-12,1.4133607478816756e-12,1.8214596497756474e-17,0.0,4.2939610200853906e-14,1.3758265360319655e-13,6.999418603850956e-11,2.0813971206290471e-16,1.4414824542341442e-10,7.182839392716467e-19
704,1,1.919688366602834e-15,4.319868030996932e-20,1.5884395307332738e-14,1.508102235892603e-10,1.2916977969006094e-10,9.6970110299811e-12,1.4992972988613854e-12,1.9974677639055189e-10,1.7381116077658243e-18,4.565197232828805e-14,1.5973789131706884e-13,2.541204443054501e-12,1.4133607478816756e-12,1.8214596497756474e-17,0.0,4.2939610200853906e-14,1.3758265360319655e-13,6.999418603850956e-11,2.0813971206290471e-16,1.4414824542341442e-10,7.182839392716467e-19
705,0,1.2077063524587595e-15,1.023266961073209e-14,7.108991672243048e-15,1.894476777872505e-10,5.315602287763593e-13,7.656846172181785e-12,1.1598372510622425e-12,1.315288345902707e-14,1.2061749168901237e-18,9.187258159099043e-17,1.935257509799726e-14,1.2450544067954539e-14,6.9822619908066486e-15,2.1160634008920987e-13,1.734723475976807e-18,1.5983172901509746e-13,1.9440655682489982e-13,2.6251245101305276e-17,6.795237116052899e-17,3.469446951953614e-18,1.8973538018496328e-18
705,1,1.2077063524587595e-15,1.023266961073209e-14,7.108991672243048e-15,1.894476777872505e-10,5.315602287763593e-13,7.656846172181785e-12,1.1598372510622425e-12,1.315288345902707e-14,1.2061749168901237e-18,9.187258159099043e-17,1.935257509799726e-14,1.2450544067954539e-14,6.9822619908066486e-15,2.1160634008920987e-13,1.734723475976807e-18,1.5983172901509746e-13,1.9440655682489982e-13,2.6251245101305276e-17,6.795237116052899e-17,3.469446951953614e-18,1.8973538018496328e-18
706,0,3.753706830230633e-11,6.099987815819191e-06,1.3633616096342173e-05,4.857885119681146e-07,8.771645624375279e-07,1.730689440907927e-10,4.535655905680636e-09,5.142811950445259e-07,6.927857972716571e-06,1.8518015625686862e-12,9.588110211648446e-08,4.017562843810661e-07,2.068331804785939e-08,7.2759476826135365e-06,6.315202900550321e-09,6.60958898590177e-05,2.0426263063356292e-08,6.36691865870515e-07,7.014726760611392e-11,2.7624954060390117e-09,3.160797631387904e-11
706,1,3.753706830230633e-11,6.099987815819191e-06,1.3633616096342173e-05,4.857885119681146e-07,8.771645624375279e-07,1.730689440907927e-10,4.535655905680636e-09,5.142811950445259e-07,6.927857972716571e-06,1.8518015625686862e-12,9.588110211648446e-08,4.017562843810661e-07,2.068331804785939e-08,7.2759476826135365e-06,6.315202900550321e-09,6.60958898590177e-05,2.0426263063356292e-08,6.36691865870515e-07,7.014726760611392e-11,2.7624954060390117e-09,3.160797631387904e-11
