,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
216,0,9.054873479615682e-06,7.5543964370578e-05,1.5704467334667784e-05,2.248858256539569e-05,3.5765430974641866e-05,3.888627664754284e-07,1.1889877608071487e-06,6.860770235788786e-08,1.6474408766838407e-05,8.821528315415866e-05,0.0015353645954753864,0.0005518609213801586,0.009627733741643203,0.0029800223852204746,0.015195785327216214,0.00021082306805241368,0.002529152253742944,8.196746153275771e-05,0.00017869658883212276,0.02389997325586556,8.257540734744733e-05
216,1,9.054873479615682e-06,7.5543964370578e-05,1.5704467334667784e-05,2.248858256539569e-05,3.5765430974641866e-05,3.888627664754284e-07,1.1889877608071487e-06,6.860770235788786e-08,1.6474408766838407e-05,8.821528315415866e-05,0.0015353645954753864,0.0005518609213801586,0.009627733741643203,0.0029800223852204746,0.015195785327216214,0.00021082306805241368,0.002529152253742944,8.196746153275771e-05,0.00017869658883212276,0.02389997325586556,8.257540734744733e-05
217,0,9.054873478075802e-06,7.554509225855869e-05,1.5704780232222842e-05,2.2488313744393593e-05,3.5765477702728266e-05,3.8886276677463347e-07,1.188987761750283e-06,6.846540686806651e-08,1.6474405757701024e-05,8.821528315437516e-05,0.0015353645910384302,0.0005518609172955149,0.009627733738680973,0.002980014428963738,0.015195785282294592,0.00021082873285114927,0.002529153257961258,8.196872977342574e-05,0.00017869658883302205,0.02389997325666782,8.257540734733077e-05
217,1,9.054873478075802e-06,7.554509225855869e-05,1.5704780232222842e-05,2.2488313744393593e-05,3.5765477702728266e-05,3.8886276677463347e-07,1.188987761750283e-06,6.846540686806651e-08,1.6474405757701024e-05,8.821528315437516e-05,0.0015353645910384302,0.0005518609172955149,0.009627733738680973,0.002980014428963738,0.015195785282294592,0.00021082873285114927,0.002529153257961258,8.196872977342574e-05,0.00017869658883302205,0.02389997325666782,8.257540734733077e-05
218,0,9.054873479617348e-06,7.554378648020337e-05,1.5704442157809966e-05,2.248879327906718e-05,3.576542947811397e-05,3.888627664626608e-07,1.1889877607760624e-06,6.916059766958874e-08,1.6474408861312836e-05,8.821528315416421e-05,0.001535364595617706,0.000551860921508828,0.009627733741736868,0.0029800226033128356,0.015195785327076465,0.00021082263096476982,0.002529152294328168,8.196787190068069e-05,0.00017869658883212832,0.023899973256151483,8.257540734745289e-05
218,1,9.054873479617348e-06,7.554378648020337e-05,1.5704442157809966e-05,2.248879327906718e-05,3.576542947811397e-05,3.888627664626608e-07,1.1889877607760624e-06,6.916059766958874e-08,1.6474408861312836e-05,8.821528315416421e-05,0.001535364595617706,0.000551860921508828,0.009627733741736868,0.0029800226033128356,0.015195785327076465,0.00021082263096476982,0.002529152294328168,8.196787190068069e-05,0.00017869658883212832,0.023899973256151483,8.257540734745289e-05
219,0,9.054662489916102e-06,7.554396675041322e-05,1.570446726219298e-05,2.2488570887663578e-05,3.576524773416632e-05,3.888639445130957e-07,1.1889911589539123e-06,6.860772416322318e-08,1.6474408756324597e-05,8.821664194564353e-05,0.0015353633252862993,0.0005518609373100327,0.009627733753199898,0.0029800223828540676,0.015195785327400412,0.00021082306691395768,0.0025291522445719467,8.19674236132735e-05,0.0001786967118216691,0.02389997325588516,8.257540631441256e-05
219,1,9.054662489916102e-06,7.554396675041322e-05,1.570446726219298e-05,2.2488570887663578e-05,3.576524773416632e-05,3.888639445130957e-07,1.1889911589539123e-06,6.860772416322318e-08,1.6474408756324597e-05,8.821664194564353e-05,0.0015353633252862993,0.0005518609373100327,0.009627733753199898,0.0029800223828540676,0.015195785327400412,0.00021082306691395768,0.0025291522445719467,8.19674236132735e-05,0.0001786967118216691,0.02389997325588516,8.257540631441256e-05
220,0,9.054662488390657e-06,7.554509232985387e-05,1.570478024745621e-05,2.2488304827759496e-05,3.576529573616591e-05,3.888639448217377e-07,1.1889911599231371e-06,6.846540679645713e-08,1.6474405665047363e-05,8.821664194584892e-05,0.0015353633207283897,0.0005518609331141002,0.009627733750156933,0.002980014428890602,0.015195785282298117,0.00021082873259256168,0.0025291532490518847,8.196869665352449e-05,0.00017869671182255728,0.023899973256649484,8.2575406314296e-05
220,1,9.054662488390657e-06,7.554509232985387e-05,1.570478024745621e-05,2.2488304827759496e-05,3.576529573616591e-05,3.888639448217377e-07,1.1889911599231371e-06,6.846540679645713e-08,1.6474405665047363e-05,8.821664194584892e-05,0.0015353633207283897,0.0005518609331141002,0.009627733750156933,0.002980014428890602,0.015195785282298117,0.00021082873259256168,0.0025291532490518847,8.196869665352449e-05,0.00017869671182255728,0.023899973256649484,8.2575406314296e-05
221,0,9.054662489903336e-06,7.554378737113625e-05,1.570444212599597e-05,2.248879196777111e-05,3.576524608277341e-05,3.888639444992179e-07,1.1889911589206057e-06,6.916060364813973e-08,1.6474408860646703e-05,8.821664194565463e-05,0.0015353633254433403,0.0005518609374520857,0.009627733753303305,0.0029800226024275104,0.015195785327129839,0.00021082263045946848,0.002529152293713282,8.196786940127445e-05,0.00017869671182167465,0.023899973256526586,8.257540631441812e-05
221,1,9.054662489903336e-06,7.554378737113625e-05,1.570444212599597e-05,2.248879196777111e-05,3.576524608277341e-05,3.888639444992179e-07,1.1889911589206057e-06,6.916060364813973e-08,1.6474408860646703e-05,8.821664194565463e-05,0.0015353633254433403,0.0005518609374520857,0.009627733753303305,0.0029800226024275104,0.015195785327129839,0.00021082263045946848,0.002529152293713282,8.196786940127445e-05,0.00017869671182167465,0.023899973256526586,8.257540631441812e-05
222,0,9.04281533893594e-06,7.554406436110719e-05,1.5704463096353085e-05,2.2488880015904883e-05,3.575493146341525e-05,3.8892971655923186e-07,1.1891758617441786e-06,6.860835998017775e-08,1.6474409158336354e-05,8.829304232671992e-05,0.001535291903354248,0.0005518618341411365,0.009627734403827876,0.0029800222859475236,0.0151957853333184,0.00021082299980699327,0.002529152592977823,8.19688768463074e-05,0.0001787036177504645,0.023899973256142713,8.257534861799271e-05
222,1,9.04281533893594e-06,7.554406436110719e-05,1.5704463096353085e-05,2.2488880015904883e-05,3.575493146341525e-05,3.8892971655923186e-07,1.1891758617441786e-06,6.860835998017775e-08,1.6474409158336354e-05,8.829304232671992e-05,0.001535291903354248,0.0005518618341411365,0.009627734403827876,0.0029800222859475236,0.0151957853333184,0.00021082299980699327,0.002529152592977823,8.19688768463074e-05,0.0001787036177504645,0.023899973256142713,8.257534861799271e-05
223,0,9.04281512657581e-06,7.554509304664328e-05,1.570478038501007e-05,2.2488221084446664e-05,3.5754984879998624e-05,3.889283347040462e-07,1.1891758601071546e-06,6.846540695577413e-08,1.6474405730866932e-05,8.829304355109053e-05,0.0015352918982822496,0.0005518618294790047,0.009627734400445693,0.0029800144281582324,0.01519578528227643,0.00021082873011962872,0.0025291531644776924,8.196837984012674e-05,0.00017870361787428768,0.023899973256521892,8.257534977079833e-05
223,1,9.04281512657581e-06,7.554509304664328e-05,1.570478038501007e-05,2.2488221084446664e-05,3.5754984879998624e-05,3.889283347040462e-07,1.1891758601071546e-06,6.846540695577413e-08,1.6474405730866932e-05,8.829304355109053e-05,0.0015352918982822496,0.0005518618294790047,0.009627734400445693,0.0029800144281582324,0.01519578528227643,0.00021082873011962872,0.0025291531644776924,8.196837984012674e-05,0.00017870361787428768,0.023899973256521892,8.257534977079833e-05
224,0,9.042815338841016e-06,7.554382049777712e-05,1.5704440958008596e-05,2.2488733766525624e-05,3.575493665783792e-05,3.8892971591363716e-07,1.1891758618502049e-06,6.916085721586208e-08,1.647440882659616e-05,8.829304232729169e-05,0.0015352919028606541,0.0005518618336910854,0.00962773440350085,0.0029800225695084262,0.01519578532909812,0.0002108226119103951,0.0025291522622154445,8.196774074691507e-05,0.00017870361775052,0.023899973256432217,8.257534861854782e-05
224,1,9.042815338841016e-06,7.554382049777712e-05,1.5704440958008596e-05,2.2488733766525624e-05,3.575493665783792e-05,3.8892971591363716e-07,1.1891758618502049e-06,6.916085721586208e-08,1.647440882659616e-05,8.829304232729169e-05,0.0015352919028606541,0.0005518618336910854,0.00962773440350085,0.0029800225695084262,0.01519578532909812,0.0002108226119103951,0.0025291522622154445,8.196774074691507e-05,0.00017870361775052,0.023899973256432217,8.257534861854782e-05
225,0,9.052457203237498e-06,7.554380771712892e-05,1.5704472820251993e-05,2.2488884343294997e-05,3.576333108286495e-05,3.888620007240772e-07,1.1890254506006533e-06,6.860689338000326e-08,1.6474408696355897e-05,8.823084802931393e-05,0.00153535004633193,0.0005518611039279466,0.009627733874077539,0.0029800225408984343,0.015195785318364328,0.00021082315502828463,0.0025291522090590316,8.196812490089591e-05,0.00017869799732214735,0.023899973256825125,8.257531496353571e-05
225,1,9.052457203237498e-06,7.554380771712892e-05,1.5704472820251993e-05,2.2488884343294997e-05,3.576333108286495e-05,3.888620007240772e-07,1.1890254506006533e-06,6.860689338000326e-08,1.6474408696355897e-05,8.823084802931393e-05,0.00153535004633193,0.0005518611039279466,0.009627733874077539,0.0029800225408984343,0.015195785318364328,0.00021082315502828463,0.0025291522090590316,8.196812490089591e-05,0.00017869799732214735,0.023899973256825125,8.257531496353571e-05
226,0,9.052457203224176e-06,7.554498367765109e-05,1.570478482260647e-05,2.2488221035053954e-05,3.576332390085996e-05,3.888620006641252e-07,1.1890254504563243e-06,6.846543496725616e-08,1.647440916373759e-05,8.823084802939164e-05,0.0015353500470133405,0.0005518611045586921,0.00962773387453444,0.0029800145367255707,0.01519578527628193,0.0002108287924920748,0.0025291531113989787,8.196809064579715e-05,0.0001786979973221529,0.02389997325731293,8.257531496356901e-05
