,Unnamed: 1,vENO,vFBA1,vFBA2,vGAPD,vPGK,vPGMd,vPGMi,vTPI,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
3348,0,4.72145700382295e-06,7.906049022977402e-08,1.3107327526447956e-06,1.6813953904608072e-09,8.482862393799204e-08,1.6281893137491515e-08,8.729328533561505e-09,4.834132791532589e-07,1.7864694887545243e-13,4.7660523611562323e-08,1.3117194638830025e-09,1.1174119687598351e-13,1.040650345404828e-10,3.0135987546197447e-10,2.573439451302699e-12,3.5206164935997007e-11,1.2420773151830056e-10,3.275302137095863e-12,7.3594041652411545e-06,0.0,7.708564873751917e-08
3348,1,4.72145700382295e-06,7.906049022977402e-08,1.3107327526447956e-06,1.6813953904608072e-09,8.482862393799204e-08,1.6281893137491515e-08,8.729328533561505e-09,4.834132791532589e-07,1.7864694887545243e-13,4.7660523611562323e-08,1.3117194638830025e-09,1.1174119687598351e-13,1.040650345404828e-10,3.0135987546197447e-10,2.573439451302699e-12,3.5206164935997007e-11,1.2420773151830056e-10,3.275302137095863e-12,7.3594041652411545e-06,0.0,7.708564873751917e-08
3349,0,4.645261743918297e-10,3.937009138837988e-11,7.41373841412683e-11,1.1399630598308108e-09,4.984166032763944e-08,3.206677904423077e-08,2.741588973611487e-10,1.7340320673879972e-10,2.3347308146136714e-13,1.7375520862198383e-10,1.1470563293395048e-10,3.2318601623721955e-11,9.00687163020149e-16,9.013759237918703e-14,1.5977716226102171e-15,3.4006341203419876e-15,3.7245533454796155e-14,1.654154026257116e-11,2.4158852756470478e-14,0.0,6.048775690887163e-14
3349,1,4.645261743918297e-10,3.937009138837988e-11,7.41373841412683e-11,1.1399630598308108e-09,4.984166032763944e-08,3.206677904423077e-08,2.741588973611487e-10,1.7340320673879972e-10,2.3347308146136714e-13,1.7375520862198383e-10,1.1470563293395048e-10,3.2318601623721955e-11,9.00687163020149e-16,9.013759237918703e-14,1.5977716226102171e-15,3.4006341203419876e-15,3.7245533454796155e-14,1.654154026257116e-11,2.4158852756470478e-14,0.0,6.048775690887163e-14
3350,0,2.021519002638781e-07,5.529075603553946e-10,1.057169941406719e-09,4.3484404543856945e-10,6.9126170322091184e-09,3.5713132752493076e-10,6.578010181277555e-07,5.084150166251676e-12,2.616048423762372e-13,2.7898940389336022e-08,3.974134474111523e-09,9.964892399727132e-13,3.4543154076148752e-12,1.5983832812145776e-12,1.0499642091438569e-14,1.6823137030633009e-13,6.144662665396279e-13,7.014567584247575e-13,3.149917761166916e-07,0.0,1.778989005012246e-08
3350,1,2.021519002638781e-07,5.529075603553946e-10,1.057169941406719e-09,4.3484404543856945e-10,6.9126170322091184e-09,3.5713132752493076e-10,6.578010181277555e-07,5.084150166251676e-12,2.616048423762372e-13,2.7898940389336022e-08,3.974134474111523e-09,9.964892399727132e-13,3.4543154076148752e-12,1.5983832812145776e-12,1.0499642091438569e-14,1.6823137030633009e-13,6.144662665396279e-13,7.014567584247575e-13,3.149917761166916e-07,0.0,1.778989005012246e-08
3351,0,1.6461761917307465e-11,2.444342684771623e-11,4.495230079785499e-11,4.3713735196829226e-07,6.724826809285428e-10,6.887448390622994e-13,3.532305482577742e-07,4.6068244172186797e-10,2.5811403992694676e-13,9.91493585984063e-10,2.4857094872692014e-11,5.780653420904245e-12,3.861462032786503e-11,9.920804192677817e-16,2.282530889443167e-16,5.200969831111275e-15,4.864028569895754e-14,6.092970286118586e-09,2.7399674467704325e-14,1.3892304322257776e-13,1.2605975500657004e-12
3351,1,1.6461761917307465e-11,2.444342684771623e-11,4.495230079785499e-11,4.3713735196829226e-07,6.724826809285428e-10,6.887448390622994e-13,3.532305482577742e-07,4.6068244172186797e-10,2.5811403992694676e-13,9.91493585984063e-10,2.4857094872692014e-11,5.780653420904245e-12,3.861462032786503e-11,9.920804192677817e-16,2.282530889443167e-16,5.200969831111275e-15,4.864028569895754e-14,6.092970286118586e-09,2.7399674467704325e-14,1.3892304322257776e-13,1.2605975500657004e-12
3352,0,3.0933027209765407e-12,3.061565873385617e-11,5.780004717012459e-11,6.471947740984494e-13,6.209047194875608e-09,9.948673992668232e-09,8.403953491299711e-07,8.808568391819465e-12,7.186946219127396e-15,3.094468765757315e-08,1.2313514993900064e-09,1.1525752824620677e-13,2.3782824676979638e-11,8.475201296030479e-14,1.0271389002494252e-15,2.740511026393249e-14,2.976241257803346e-14,5.495582184099671e-14,4.424458186223115e-12,7.098575562783754e-14,5.180984228256028e-08
3352,1,3.0933027209765407e-12,3.061565873385617e-11,5.780004717012459e-11,6.471947740984494e-13,6.209047194875608e-09,9.948673992668232e-09,8.403953491299711e-07,8.808568391819465e-12,7.186946219127396e-15,3.094468765757315e-08,1.2313514993900064e-09,1.1525752824620677e-13,2.3782824676979638e-11,8.475201296030479e-14,1.0271389002494252e-15,2.740511026393249e-14,2.976241257803346e-14,5.495582184099671e-14,4.424458186223115e-12,7.098575562783754e-14,5.180984228256028e-08
