,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
3402,0,9.104775055263366e-05,4.547919193703179e-05,1.4058524564506009e-05,4.390317723809376e-05,0.0017488065387240724,0.0001792133719076614,2.125942590360646e-05,1.1651576476748943e-07,3.271360699402844e-05,3.364088219465979e-05,4.7991043670506286e-05,0.0005581665835113241,0.009371869490245056,0.003051869510756101,0.01515560846640579,0.00026040610397822726,0.0025235286286884873,5.9149821563444675e-05,0.00017208461321608905,0.02389996235818652,5.080384664987428e-05
3402,1,9.104775055263366e-05,4.547919193703179e-05,1.4058524564506009e-05,4.390317723809376e-05,0.0017488065387240724,0.0001792133719076614,2.125942590360646e-05,1.1651576476748943e-07,3.271360699402844e-05,3.364088219465979e-05,4.7991043670506286e-05,0.0005581665835113241,0.009371869490245056,0.003051869510756101,0.01515560846640579,0.00026040610397822726,0.0025235286286884873,5.9149821563444675e-05,0.00017208461321608905,0.02389996235818652,5.080384664987428e-05
3403,0,9.103952275276696e-05,4.5489587690965104e-05,1.4058931682845009e-05,4.3901410041111856e-05,0.0017488058623456493,0.00017922833005421296,2.1259572549742237e-05,1.1630132283996239e-07,3.271373472362201e-05,3.36409891053623e-05,4.799114425154423e-05,0.0005581665740484048,0.009371870038228482,0.0030518061689126207,0.015155598859267124,0.0002604200087383371,0.0025235302208969244,5.91501737742885e-05,0.00017208493134778226,0.02389996235826271,5.080156196560476e-05
3403,1,9.103952275276696e-05,4.5489587690965104e-05,1.4058931682845009e-05,4.3901410041111856e-05,0.0017488058623456493,0.00017922833005421296,2.1259572549742237e-05,1.1630132283996239e-07,3.271373472362201e-05,3.36409891053623e-05,4.799114425154423e-05,0.0005581665740484048,0.009371870038228482,0.0030518061689126207,0.015155598859267124,0.0002604200087383371,0.0025235302208969244,5.91501737742885e-05,0.00017208493134778226,0.02389996235826271,5.080156196560476e-05
3404,0,1.1388882122418883e-06,4.5537580286764984e-05,1.4091723731428258e-05,1.7610225099678174e-05,3.186197889168056e-12,3.9057826020066394e-07,1.1939607815779442e-06,1.1796058358970531e-07,1.1077538280318707e-05,9.080530240131115e-05,0.0015390220243858361,0.0005550000009397714,0.00963000003371533,0.0030518555932388903,0.015155544920118292,0.0002606617537771884,0.002539782656471222,7.621464186547238e-05,0.00018399993762542043,0.023899984482288514,8.257369149708001e-05
3404,1,1.1388882122418883e-06,4.5537580286764984e-05,1.4091723731428258e-05,1.7610225099678174e-05,3.186197889168056e-12,3.9057826020066394e-07,1.1939607815779442e-06,1.1796058358970531e-07,1.1077538280318707e-05,9.080530240131115e-05,0.0015390220243858361,0.0005550000009397714,0.00963000003371533,0.0030518555932388903,0.015155544920118292,0.0002606617537771884,0.002539782656471222,7.621464186547238e-05,0.00018399993762542043,0.023899984482288514,8.257369149708001e-05
3405,0,9.105138354627367e-05,4.547952459707793e-05,1.405851650387718e-05,4.39030938579965e-05,0.0017487820076960742,0.00017940425763286318,2.1260797757411877e-05,1.1653201041120696e-07,3.271364186860389e-05,3.3640900350908516e-05,4.799036966871858e-05,0.000558166599234941,0.00937187000963451,0.0030518694229391477,0.01515560816648286,0.00026040675824113224,0.0025235287040064835,5.914978557053047e-05,0.00017208480327012823,0.02389996235829237,5.078145704286722e-05
3405,1,9.105138354627367e-05,4.547952459707793e-05,1.405851650387718e-05,4.39030938579965e-05,0.0017487820076960742,0.00017940425763286318,2.1260797757411877e-05,1.1653201041120696e-07,3.271364186860389e-05,3.3640900350908516e-05,4.799036966871858e-05,0.000558166599234941,0.00937187000963451,0.0030518694229391477,0.01515560816648286,0.00026040675824113224,0.0025235287040064835,5.914978557053047e-05,0.00017208480327012823,0.02389996235829237,5.078145704286722e-05
3406,0,8.00809724222988e-05,4.548847468307048e-05,1.406778349387995e-05,3.813772883878884e-05,0.001818791000423033,1.0000005551115122e-12,0.00015890373602373624,1.1622554559493559e-07,2.7070504729516215e-05,3.463704090946645e-05,3.686116843063848e-05,0.0005567715715310339,0.009297555529116852,0.0030518512647655996,0.015155597946524536,0.0002603710417058699,0.0025271000715396817,6.410109087687527e-05,0.0001768870883483283,0.02389996610916877,8.289997209852487e-05
3406,1,8.00809724222988e-05,4.548847468307048e-05,1.406778349387995e-05,3.813772883878884e-05,0.001818791000423033,1.0000005551115122e-12,0.00015890373602373624,1.1622554559493559e-07,2.7070504729516215e-05,3.463704090946645e-05,3.686116843063848e-05,0.0005567715715310339,0.009297555529116852,0.0030518512647655996,0.015155597946524536,0.0002603710417058699,0.0025271000715396817,6.410109087687527e-05,0.0001768870883483283,0.02389996610916877,8.289997209852487e-05
