,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1890,0,5.094492359978935e-12,1.9095339355252974e-05,2.908430535741613e-07,6.832749877436965e-09,4.181246343680067e-09,4.877386697375429e-10,2.215980450589875e-10,4.1135043195456575e-07,2.222666888902836e-05,4.152194416746045e-12,6.457013958021882e-09,1.0514432632934348e-09,1.695411519508916e-11,3.82682477675228e-07,3.830504768584375e-08,1.7061302206566593e-06,4.172583704174608e-07,8.87304738429524e-06,1.0225418060026692e-12,3.425121958972044e-08,1.5656269791892996e-11
1890,1,5.094492359978935e-12,1.9095339355252974e-05,2.908430535741613e-07,6.832749877436965e-09,4.181246343680067e-09,4.877386697375429e-10,2.215980450589875e-10,4.1135043195456575e-07,2.222666888902836e-05,4.152194416746045e-12,6.457013958021882e-09,1.0514432632934348e-09,1.695411519508916e-11,3.82682477675228e-07,3.830504768584375e-08,1.7061302206566593e-06,4.172583704174608e-07,8.87304738429524e-06,1.0225418060026692e-12,3.425121958972044e-08,1.5656269791892996e-11
1891,0,4.380930541296804e-12,1.9129902384869975e-05,2.9250318090687694e-07,3.0827501542696027e-09,3.835348642071911e-09,5.719301195426839e-10,2.1111466364342308e-10,4.7662545133133125e-07,2.223987971687146e-05,4.635410301044238e-12,5.150443577054201e-09,1.0119611101779696e-09,4.346652898723491e-11,3.863885312265121e-07,3.799131080561846e-08,1.7177589198429685e-06,4.1309940011693275e-07,8.881336124984547e-06,2.176116762914876e-12,3.510761398956008e-08,2.2586326377444822e-11
1891,1,4.380930541296804e-12,1.9129902384869975e-05,2.9250318090687694e-07,3.0827501542696027e-09,3.835348642071911e-09,5.719301195426839e-10,2.1111466364342308e-10,4.7662545133133125e-07,2.223987971687146e-05,4.635410301044238e-12,5.150443577054201e-09,1.0119611101779696e-09,4.346652898723491e-11,3.863885312265121e-07,3.799131080561846e-08,1.7177589198429685e-06,4.1309940011693275e-07,8.881336124984547e-06,2.176116762914876e-12,3.510761398956008e-08,2.2586326377444822e-11
1892,0,2.3383996616225394e-11,1.909729692148143e-05,2.909801528596921e-07,6.839843462921598e-09,4.185002908265291e-09,3.1200541256778003e-10,2.2046147551838327e-10,4.102437114338373e-07,2.2226638759820286e-05,4.2372064244875635e-13,6.4080441092295715e-09,1.0525729315924437e-09,1.9141724663662707e-11,3.830203600999581e-07,3.8264859211767366e-08,1.7070814808263068e-06,4.1710985996309263e-07,8.872968918371716e-06,6.187896901691317e-12,3.424726573164616e-08,3.0619040926305706e-11
1892,1,2.3383996616225394e-11,1.909729692148143e-05,2.909801528596921e-07,6.839843462921598e-09,4.185002908265291e-09,3.1200541256778003e-10,2.2046147551838327e-10,4.102437114338373e-07,2.2226638759820286e-05,4.2372064244875635e-13,6.4080441092295715e-09,1.0525729315924437e-09,1.9141724663662707e-11,3.830203600999581e-07,3.8264859211767366e-08,1.7070814808263068e-06,4.1710985996309263e-07,8.872968918371716e-06,6.187896901691317e-12,3.424726573164616e-08,3.0619040926305706e-11
1893,0,4.737520326123651e-12,1.909506397760572e-05,2.908167609416885e-07,6.759024648105667e-09,4.169129930582617e-09,4.884459968651847e-10,2.2179058982722995e-10,4.119122307216254e-07,2.2226674658509526e-05,3.446907920223209e-12,6.441535427238396e-09,1.0487482592427821e-09,1.6841941036238595e-11,3.826936854360759e-07,3.830121749273663e-08,1.7060075525928559e-06,4.1718124886959765e-07,8.873011269857736e-06,9.93926349644042e-13,3.4266285382084094e-08,1.7088847603153635e-11
1893,1,4.737520326123651e-12,1.909506397760572e-05,2.908167609416885e-07,6.759024648105667e-09,4.169129930582617e-09,4.884459968651847e-10,2.2179058982722995e-10,4.119122307216254e-07,2.2226674658509526e-05,3.446907920223209e-12,6.441535427238396e-09,1.0487482592427821e-09,1.6841941036238595e-11,3.826936854360759e-07,3.830121749273663e-08,1.7060075525928559e-06,4.1718124886959765e-07,8.873011269857736e-06,9.93926349644042e-13,3.4266285382084094e-08,1.7088847603153635e-11
1894,0,5.901457572404442e-12,1.9129703066451316e-05,2.9248571780041556e-07,3.0544416009192993e-09,3.830767858172468e-09,4.923525018945846e-10,2.1131606914878785e-10,4.770188376128075e-07,2.223988297830787e-05,5.053080648137129e-12,5.140857960248685e-09,1.0109968749758697e-09,4.3559014034633137e-11,3.8639664105225707e-07,3.798849225640499e-08,1.7176845895831936e-06,4.130471875389216e-07,8.88132147738349e-06,1.524607154933244e-12,3.5113299056560576e-08,2.8455191816104813e-11
1894,1,5.901457572404442e-12,1.9129703066451316e-05,2.9248571780041556e-07,3.0544416009192993e-09,3.830767858172468e-09,4.923525018945846e-10,2.1131606914878785e-10,4.770188376128075e-07,2.223988297830787e-05,5.053080648137129e-12,5.140857960248685e-09,1.0109968749758697e-09,4.3559014034633137e-11,3.8639664105225707e-07,3.798849225640499e-08,1.7176845895831936e-06,4.130471875389216e-07,8.88132147738349e-06,1.524607154933244e-12,3.5113299056560576e-08,2.8455191816104813e-11
1895,0,9.64451024739691e-12,1.9815441022443516e-05,3.422211568108595e-07,7.696472916030408e-09,7.3982792792417e-11,3.517116888799177e-11,1.584655929425579e-12,4.662383294136641e-07,2.2293381642836384e-05,3.751966605783884e-12,1.060474494676833e-11,2.3463873856030548e-11,3.295331021946346e-12,4.1267510487519657e-07,3.900747803410598e-08,1.9996889677767428e-06,4.0594220488548993e-07,8.917353151264846e-06,3.0471909636406794e-11,3.756145595251725e-08,3.2220794500374683e-13
1895,1,9.64451024739691e-12,1.9815441022443516e-05,3.422211568108595e-07,7.696472916030408e-09,7.3982792792417e-11,3.517116888799177e-11,1.584655929425579e-12,4.662383294136641e-07,2.2293381642836384e-05,3.751966605783884e-12,1.060474494676833e-11,2.3463873856030548e-11,3.295331021946346e-12,4.1267510487519657e-07,3.900747803410598e-08,1.9996889677767428e-06,4.0594220488548993e-07,8.917353151264846e-06,3.0471909636406794e-11,3.756145595251725e-08,3.2220794500374683e-13
1896,0,1.022181184097068e-11,1.828178927182013e-05,2.1920923752507816e-07,8.766388601903589e-10,1.0204845484916222e-08,2.1798755491387722e-10,1.1543876889214487e-10,7.278719824012713e-07,2.2183502352439277e-05,1.1493246268980475e-12,5.27115123251376e-10,3.0138371289725394e-09,2.8156500164397413e-08,3.662528618724077e-07,3.483892689962187e-08,1.3306286789721241e-06,3.828828853799822e-07,8.82553184393861e-06,6.548393538573574e-11,3.5747245538675365e-08,2.91260831235653e-11
1896,1,1.022181184097068e-11,1.828178927182013e-05,2.1920923752507816e-07,8.766388601903589e-10,1.0204845484916222e-08,2.1798755491387722e-10,1.1543876889214487e-10,7.278719824012713e-07,2.2183502352439277e-05,1.1493246268980475e-12,5.27115123251376e-10,3.0138371289725394e-09,2.8156500164397413e-08,3.662528618724077e-07,3.483892689962187e-08,1.3306286789721241e-06,3.828828853799822e-07,8.82553184393861e-06,6.548393538573574e-11,3.5747245538675365e-08,2.91260831235653e-11
1897,0,7.050100236135996e-12,1.8404529477119337e-05,2.2586599161394114e-07,6.004230745012824e-09,5.301529009210334e-09,5.3658176074047534e-11,2.041485677270363e-11,8.397919518188853e-07,2.2197241950179182e-05,3.888046406098217e-12,1.6269394035109408e-11,1.633040584594729e-09,1.7375379376266542e-07,3.733539030090216e-07,3.4613275761222195e-08,1.3796381142742314e-06,3.853400196460015e-07,8.836063955272984e-06,3.9114875617987654e-13,3.694579050680935e-08,1.0740636922608807e-11
1897,1,7.050100236135996e-12,1.8404529477119337e-05,2.2586599161394114e-07,6.004230745012824e-09,5.301529009210334e-09,5.3658176074047534e-11,2.041485677270363e-11,8.397919518188853e-07,2.2197241950179182e-05,3.888046406098217e-12,1.6269394035109408e-11,1.633040584594729e-09,1.7375379376266542e-07,3.733539030090216e-07,3.4613275761222195e-08,1.3796381142742314e-06,3.853400196460015e-07,8.836063955272984e-06,3.9114875617987654e-13,3.694579050680935e-08,1.0740636922608807e-11
1898,0,1.0812243285483573e-11,1.8255477765935e-05,2.180759804213669e-07,1.8559864586778062e-10,1.0344848037043062e-08,2.44396695345565e-10,1.330901166455168e-10,7.020439089414727e-07,2.21821771387486e-05,7.558151018027467e-12,6.823476031165426e-10,3.029182290095224e-09,1.8787860904187492e-08,3.64938614103201e-07,3.485287897175837e-08,1.3224876119475627e-06,3.824755936696414e-07,8.824999745035762e-06,1.6968388499849496e-12,3.550625801360119e-08,3.0486898067367575e-11
1898,1,1.0812243285483573e-11,1.8255477765935e-05,2.180759804213669e-07,1.8559864586778062e-10,1.0344848037043062e-08,2.44396695345565e-10,1.330901166455168e-10,7.020439089414727e-07,2.21821771387486e-05,7.558151018027467e-12,6.823476031165426e-10,3.029182290095224e-09,1.8787860904187492e-08,3.64938614103201e-07,3.485287897175837e-08,1.3224876119475627e-06,3.824755936696414e-07,8.824999745035762e-06,1.6968388499849496e-12,3.550625801360119e-08,3.0486898067367575e-11
1899,0,4.374580247199812e-12,1.9094353933401573e-05,2.907553253533689e-07,6.64401019724798e-09,4.147731126819595e-09,4.884240011271629e-10,2.2174228365683265e-10,4.1315801425424633e-07,2.22266835035762e-05,3.500411738894746e-12,6.389149695201421e-09,1.0441088639295479e-09,1.7480102434963563e-11,3.8271562461571554e-07,3.8292410102155894e-08,1.7057240468075475e-06,4.170083650694399e-07,8.872950732699496e-06,8.741958979624487e-13,3.428995008422642e-08,2.182526942918865e-11
