,,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
2484,0,1.1388852797215508e-06,2.771184725032278e-10,1.3487131227134089e-05,2.6390713634718966e-05,1.1674433401257384e-05,3.9072037108926215e-07,1.1949880204967685e-06,3.4204510807765303e-06,2.1333602268433805e-05,9.080539546042157e-05,0.001537416055509602,0.000554921749641953,0.009629223220285392,0.0030468047386226125,0.015192291069441605,0.0003235346528247149,0.0025355802235504615,6.918358154168943e-05,0.00018399984707960515,0.02389997524039059,8.257362274565879e-05
2484,1,1.1388852797215508e-06,2.771184725032278e-10,1.3487131227134089e-05,2.6390713634718966e-05,1.1674433401257384e-05,3.9072037108926215e-07,1.1949880204967685e-06,3.4204510807765303e-06,2.1333602268433805e-05,9.080539546042157e-05,0.001537416055509602,0.000554921749641953,0.009629223220285392,0.0030468047386226125,0.015192291069441605,0.0003235346528247149,0.0025355802235504615,6.918358154168943e-05,0.00018399984707960515,0.02389997524039059,8.257362274565879e-05
2485,0,1.1388853519532159e-06,3.8945815005240737e-10,1.3549794820885105e-05,2.6331901269832266e-05,1.1770940581702574e-05,3.9072096895157726e-07,1.1949855772850248e-06,3.4711433057885406e-06,2.1274046293976783e-05,9.080539064049933e-05,0.0015374082658800605,0.0005549054472545298,0.009629217442325597,0.00304635140024715,0.01519225498042427,0.0003235297256741274,0.0025356135423237236,6.923143824770366e-05,0.00018399984742036035,0.023899975276366416,8.25736225700548e-05
2485,1,1.1388853519532159e-06,3.8945815005240737e-10,1.3549794820885105e-05,2.6331901269832266e-05,1.1770940581702574e-05,3.9072096895157726e-07,1.1949855772850248e-06,3.4711433057885406e-06,2.1274046293976783e-05,9.080539064049933e-05,0.0015374082658800605,0.0005549054472545298,0.009629217442325597,0.00304635140024715,0.01519225498042427,0.0003235297256741274,0.0025356135423237236,6.923143824770366e-05,0.00018399984742036035,0.023899975276366416,8.25736225700548e-05
2486,0,1.138885168697583e-06,6.480249629872095e-10,1.3484869042769482e-05,2.648081255159778e-05,1.153552128016144e-05,3.907194488281059e-07,1.1949910263134749e-06,3.432235337708397e-06,2.142120346152685e-05,9.080540281782514e-05,0.0015374274334972204,0.0005549446693578058,0.009629231567184347,0.003046807345375526,0.015192292468345732,0.0003235243148633558,0.002535528786494886,6.91177513548384e-05,0.00018399984704336192,0.02389997516054473,8.2573625145639e-05
2486,1,1.138885168697583e-06,6.480249629872095e-10,1.3484869042769482e-05,2.648081255159778e-05,1.153552128016144e-05,3.907194488281059e-07,1.1949910263134749e-06,3.432235337708397e-06,2.142120346152685e-05,9.080540281782514e-05,0.0015374274334972204,0.0005549446693578058,0.009629231567184347,0.003046807345375526,0.015192292468345732,0.0003235243148633558,0.002535528786494886,6.91177513548384e-05,0.00018399984704336192,0.02389997516054473,8.2573625145639e-05
2487,0,1.1388660522941247e-06,3.234007699375705e-10,1.3487180192837242e-05,2.6388155551366854e-05,1.1678440210197732e-05,3.907216730966528e-07,1.1949921395640775e-06,3.4202495853506505e-06,2.133109393520937e-05,9.08067107056565e-05,0.0015374144399547785,0.0005549210917322541,0.009629222979328948,0.0030468048887826024,0.015192291042607515,0.00032353451742463487,0.002535581676385053,6.918546026494971e-05,0.00018399987093196968,0.023899975242680567,8.257362529356512e-05
2487,1,1.1388660522941247e-06,3.234007699375705e-10,1.3487180192837242e-05,2.6388155551366854e-05,1.1678440210197732e-05,3.907216730966528e-07,1.1949921395640775e-06,3.4202495853506505e-06,2.133109393520937e-05,9.08067107056565e-05,0.0015374144399547785,0.0005549210917322541,0.009629222979328948,0.0030468048887826024,0.015192291042607515,0.00032353451742463487,0.002535581676385053,6.918546026494971e-05,0.00018399987093196968,0.023899975242680567,8.257362529356512e-05
2488,0,1.1388660701304128e-06,3.8912843268791804e-10,1.354954851976452e-05,2.6377328607739633e-05,1.16990085663384e-05,3.9072179634140054e-07,1.1949912593964721e-06,3.47105867061579e-06,2.1318402608925153e-05,9.080670950139759e-05,0.001537412894015491,0.0005549171631958357,0.00962922177187334,0.0030463511056777978,0.01519225512292567,0.0003235296315378065,0.0025355876977378525,6.919824465196527e-05,0.00018399987120150407,0.02389997523556759,8.257362421244104e-05
2488,1,1.1388660701304128e-06,3.8912843268791804e-10,1.354954851976452e-05,2.6377328607739633e-05,1.16990085663384e-05,3.9072179634140054e-07,1.1949912593964721e-06,3.47105867061579e-06,2.1318402608925153e-05,9.080670950139759e-05,0.001537412894015491,0.0005549171631958357,0.00962922177187334,0.0030463511056777978,0.01519225512292567,0.0003235296315378065,0.0025355876977378525,6.919824465196527e-05,0.00018399987120150407,0.02389997523556759,8.257362421244104e-05
