,,0,1,2,3,4,5,6,7
108,0,9.058202056983528e-06,9.602645669394823e-11,1.583841181431159e-05,1.1406064070510543e-05,0.0020334056174941373,4.029826522951342e-07,1.2234228776661132e-06,3.836488542913592e-06
108,1,9.058202056983528e-06,9.602645669394823e-11,1.583841181431159e-05,1.1406064070510543e-05,0.0020334056174941373,4.029826522951342e-07,1.2234228776661132e-06,3.836488542913592e-06
109,0,9.058355448903789e-06,4.4781001042360664e-11,1.5930449129718014e-05,1.1173602687994385e-05,0.002107407094272128,4.036344457459477e-07,1.2249956601824016e-06,3.532955610968341e-06
109,1,9.058355448903789e-06,4.4781001042360664e-11,1.5930449129718014e-05,1.1173602687994385e-05,0.002107407094272128,4.036344457459477e-07,1.2249956601824016e-06,3.532955610968341e-06
110,0,9.058365021846781e-06,4.597405225561868e-11,1.5837810550840972e-05,1.1150184184857809e-05,0.002111982144024447,4.036751380143874e-07,1.2250948528692338e-06,3.8541841474818115e-06
110,1,9.058365021846781e-06,4.597405225561868e-11,1.5837810550840972e-05,1.1150184184857809e-05,0.002111982144024447,4.036751380143874e-07,1.2250948528692338e-06,3.8541841474818115e-06
111,0,9.058098606922243e-06,5.620329748323919e-11,1.5840077868933463e-05,1.1216354857822737e-05,0.0020910221204563486,4.034905973838513e-07,1.224649831695478e-06,3.8352257864371125e-06
111,1,9.058098606922243e-06,5.620329748323919e-11,1.5840077868933463e-05,1.1216354857822737e-05,0.0020910221204563486,4.034905973838513e-07,1.224649831695478e-06,3.8352257864371125e-06
112,0,9.057977144355584e-06,1.0357673820430824e-10,1.5928306070706866e-05,1.1419956440130504e-05,0.0020321094321808135,4.0297271947612344e-07,1.2233986473533594e-06,3.5345835338857583e-06
112,1,9.057977144355584e-06,1.0357673820430824e-10,1.5928306070706866e-05,1.1419956440130504e-05,0.0020321094321808135,4.0297271947612344e-07,1.2233986473533594e-06,3.5345835338857583e-06
113,0,9.058112572462076e-06,5.542431338386943e-11,1.583741052624645e-05,1.1195093836252679e-05,0.0020977442178220004,4.0355013871348985e-07,1.224793637025885e-06,3.854543476314575e-06
113,1,9.058112572462076e-06,5.542431338386943e-11,1.583741052624645e-05,1.1195093836252679e-05,0.0020977442178220004,4.0355013871348985e-07,1.224793637025885e-06,3.854543476314575e-06
114,0,9.044827799878629e-06,7.571488205154117e-11,1.5845171674318778e-05,1.1329234257718122e-05,0.0020566275521860075,4.032713966068991e-07,1.2241519690566347e-06,3.7677300770378544e-06
114,1,9.044827799878629e-06,7.571488205154117e-11,1.5845171674318778e-05,1.1329234257718122e-05,0.0020566275521860075,4.032713966068991e-07,1.2241519690566347e-06,3.7677300770378544e-06
115,0,9.044833388832372e-06,6.888134553779666e-11,1.5907002095768727e-05,1.1315562627272856e-05,0.0020610821372038365,4.033105609270155e-07,1.2242458209018096e-06,3.830190110967672e-06
115,1,9.044833388832372e-06,6.888134553779666e-11,1.5907002095768727e-05,1.1315562627272856e-05,0.0020610821372038365,4.033105609270155e-07,1.2242458209018096e-06,3.830190110967672e-06
116,0,9.044840332834412e-06,7.13643993001514e-11,1.5836534467041915e-05,1.1294490977249002e-05,0.002066766513027174,4.0336063830147985e-07,1.224367431551681e-06,3.8552237425078825e-06
116,1,9.044840332834412e-06,7.13643993001514e-11,1.5836534467041915e-05,1.1294490977249002e-05,0.002066766513027174,4.0336063830147985e-07,1.224367431551681e-06,3.8552237425078825e-06
117,0,9.055768342673137e-06,8.641905903969985e-11,1.5838907238242864e-05,1.134995804032325e-05,0.0020500662045503165,4.0312823129952655e-07,1.223818106046097e-06,3.8360869155433814e-06
117,1,9.055768342673137e-06,8.641905903969985e-11,1.5838907238242864e-05,1.134995804032325e-05,0.0020500662045503165,4.0312823129952655e-07,1.223818106046097e-06,3.8360869155433814e-06
118,0,9.05574864472542e-06,8.921332052827918e-11,1.5906410309636466e-05,1.1385058686331162e-05,0.0020403598007238894,4.0304321423059466e-07,1.2236121764000045e-06,3.83053203486128e-06
118,1,9.05574864472542e-06,8.921332052827918e-11,1.5906410309636466e-05,1.1385058686331162e-05,0.0020403598007238894,4.0304321423059466e-07,1.2236121764000045e-06,3.83053203486128e-06
119,0,9.055881585178497e-06,5.0736293412117223e-11,1.5837627700999056e-05,1.1170618426638873e-05,0.002105448971517737,4.0361690217379893e-07,1.224998184578094e-06,3.85435618940861e-06
119,1,9.055881585178497e-06,5.0736293412117223e-11,1.5837627700999056e-05,1.1170618426638873e-05,0.002105448971517737,4.0361690217379893e-07,1.224998184578094e-06,3.85435618940861e-06
120,0,9.055524892696316e-06,8.954302956609578e-11,1.5838605323088905e-05,1.1385040386595547e-05,0.002039593737494196,4.030379426341025e-07,1.2236007883328498e-06,3.836240746599593e-06
120,1,9.055524892696316e-06,8.954302956609578e-11,1.5838605323088905e-05,1.1385040386595547e-05,0.002039593737494196,4.030379426341025e-07,1.2236007883328498e-06,3.836240746599593e-06
121,0,9.055599543502955e-06,6.444320346217185e-11,1.59174663358227e-05,1.1268962138065616e-05,0.0020763949202395725,4.033611527771641e-07,1.2243803917001896e-06,3.6905753574784183e-06
121,1,9.055599543502955e-06,6.444320346217185e-11,1.59174663358227e-05,1.1268962138065616e-05,0.0020763949202395725,4.033611527771641e-07,1.2243803917001896e-06,3.6905753574784183e-06
122,0,9.055653142217306e-06,5.1952417280270684e-11,1.5837548102667247e-05,1.1179523383316139e-05,0.002102625695147766,4.035932580027358e-07,1.2249417281957526e-06,3.854430481662063e-06
122,1,9.055653142217306e-06,5.1952417280270684e-11,1.5837548102667247e-05,1.1179523383316139e-05,0.002102625695147766,4.035932580027358e-07,1.2249417281957526e-06,3.854430481662063e-06
123,0,9.042367680258634e-06,7.506069867746856e-11,1.5839174652271536e-05,1.1318101048798914e-05,0.0020595043861710675,4.0329652615200807e-07,1.2242565402422239e-06,3.836005687769438e-06
123,1,9.042367680258634e-06,7.506069867746856e-11,1.5839174652271536e-05,1.1318101048798914e-05,0.0020595043861710675,4.0329652615200807e-07,1.2242565402422239e-06,3.836005687769438e-06
124,0,9.042344972030006e-06,8.466362324315119e-11,1.5928609643741323e-05,1.1390286032851282e-05,0.0020406899267859683,4.0313134091931014e-07,1.223856899654419e-06,3.533791118463114e-06
124,1,9.042344972030006e-06,8.466362324315119e-11,1.5928609643741323e-05,1.1390286032851282e-05,0.0020406899267859683,4.0313134091931014e-07,1.223856899654419e-06,3.533791118463114e-06
125,0,9.04234737220673e-06,9.946390535265387e-11,1.5835811911958445e-05,1.137841033353798e-05,0.0020414511832867717,4.031380347536851e-07,1.2238740726352324e-06,3.855639807157796e-06
125,1,9.04234737220673e-06,9.946390535265387e-11,1.5835811911958445e-05,1.137841033353798e-05,0.0020414511832867717,4.031380347536851e-07,1.2238740726352324e-06,3.855639807157796e-06
126,0,9.054639283826278e-06,7.744690102405679e-11,1.5839062818259497e-05,1.1330741501076426e-05,0.0020558344981378303,4.0318769918180574e-07,1.22396033774972e-06,3.836098934301591e-06
126,1,9.054639283826278e-06,7.744690102405679e-11,1.5839062818259497e-05,1.1330741501076426e-05,0.0020558344981378303,4.0318769918180574e-07,1.22396033774972e-06,3.836098934301591e-06
127,0,9.054737724590697e-06,4.4401907063967633e-11,1.5930325624671837e-05,1.1184128789200663e-05,0.0021040224738537415,4.0361310608202507e-07,1.2249867365994188e-06,3.5334152802642555e-06
127,1,9.054737724590697e-06,4.4401907063967633e-11,1.5930325624671837e-05,1.1184128789200663e-05,0.0021040224738537415,4.0361310608202507e-07,1.2249867365994188e-06,3.5334152802642555e-06
128,0,9.054666139433456e-06,6.869552917551827e-11,1.5836595846297475e-05,1.1287472975295687e-05,0.0020690340722257744,4.0330375961028416e-07,1.2242405981784452e-06,3.855178639545966e-06
128,1,9.054666139433456e-06,6.869552917551827e-11,1.5836595846297475e-05,1.1287472975295687e-05,0.0020690340722257744,4.0330375961028416e-07,1.2242405981784452e-06,3.855178639545966e-06
129,0,9.054362320275323e-06,9.876758179835129e-11,1.5838263199774817e-05,1.142178492937034e-05,0.0020287329842135046,4.0295192418230524e-07,1.2233917968848342e-06,3.836722364152605e-06
129,1,9.054362320275323e-06,9.876758179835129e-11,1.5838263199774817e-05,1.142178492937034e-05,0.0020287329842135046,4.0295192418230524e-07,1.2233917968848342e-06,3.836722364152605e-06
130,0,9.0543521880758e-06,9.883541753537213e-11,1.5928094285008465e-05,1.1448561949408388e-05,0.0020236913842560027,4.0290794005763386e-07,1.223284705351426e-06,3.5342789090337786e-06
130,1,9.0543521880758e-06,9.883541753537213e-11,1.5928094285008465e-05,1.1448561949408388e-05,0.0020236913842560027,4.0290794005763386e-07,1.223284705351426e-06,3.5342789090337786e-06
131,0,9.054411995230578e-06,8.277142184777017e-11,1.58361462316076e-05,1.1339141351588518e-05,0.002053350725801432,4.031673131628238e-07,1.2239118029268974e-06,3.855478521044458e-06
131,1,9.054411995230578e-06,8.277142184777017e-11,1.58361462316076e-05,1.1339141351588518e-05,0.002053350725801432,4.031673131628238e-07,1.2239118029268974e-06,3.855478521044458e-06
132,0,9.041228992755016e-06,7.923816926872165e-11,1.583916571553574e-05,1.1318696817753024e-05,0.002059309308205557,4.0330368701668634e-07,1.2242724828977512e-06,3.836062115812226e-06
132,1,9.041228992755016e-06,7.923816926872165e-11,1.583916571553574e-05,1.1318696817753024e-05,0.002059309308205557,4.0330368701668634e-07,1.2242724828977512e-06,3.836062115812226e-06
133,0,9.041199165244557e-06,9.161949856263597e-11,1.5906335419101036e-05,1.1394154892933196e-05,0.002037483905474771,4.031121365323425e-07,1.2238094783392156e-06,3.8305351876098974e-06
133,1,9.041199165244557e-06,9.161949856263597e-11,1.5906335419101036e-05,1.1394154892933196e-05,0.002037483905474771,4.031121365323425e-07,1.2238094783392156e-06,3.8305351876098974e-06
134,0,9.041214111045265e-06,8.290975452640161e-11,1.5835976659094917e-05,1.1359760571420217e-05,0.00204700035255758,4.0319555166935404e-07,1.2240115376917787e-06,3.855485916004658e-06
134,1,9.041214111045265e-06,8.290975452640161e-11,1.5835976659094917e-05,1.1359760571420217e-05,0.00204700035255758,4.0319555166935404e-07,1.2240115376917787e-06,3.855485916004658e-06
135,0,9.054834422601952e-06,6.044655929458134e-08,1.581261438446241e-05,1.478702621905695e-05,1.725887482572395e-05,3.8871406227759896e-07,1.188792048076702e-06,3.815107401789798e-06
135,1,9.054834422601952e-06,6.044655929458134e-08,1.581261438446241e-05,1.478702621905695e-05,1.725887482572395e-05,3.8871406227759896e-07,1.188792048076702e-06,3.815107401789798e-06
136,0,9.054839475911389e-06,3.2816428932723e-11,1.587960756618558e-05,1.4783338811162739e-05,1.729431180186779e-05,3.88715317284253e-07,1.1887915354578656e-06,3.8133567201486516e-06
136,1,9.054839475911389e-06,3.2816428932723e-11,1.587960756618558e-05,1.4783338811162739e-05,1.729431180186779e-05,3.88715317284253e-07,1.1887915354578656e-06,3.8133567201486516e-06
137,0,9.054834402673449e-06,6.399109011545653e-11,1.5809647855102214e-05,1.4784730090117975e-05,1.727168537450666e-05,3.8871510841244426e-07,1.1887921620072336e-06,3.8340270539223145e-06
137,1,9.054834402673449e-06,6.399109011545653e-11,1.5809647855102214e-05,1.4784730090117975e-05,1.727168537450666e-05,3.8871510841244426e-07,1.1887921620072336e-06,3.8340270539223145e-06
138,0,9.054621752513766e-06,5.341422850774552e-11,1.5812283125093618e-05,1.4803901255592287e-05,1.718506096947851e-05,3.887156686970407e-07,1.1887948286397037e-06,3.8150959801306255e-06
138,1,9.054621752513766e-06,5.341422850774552e-11,1.5812283125093618e-05,1.4803901255592287e-05,1.718506096947851e-05,3.887156686970407e-07,1.1887948286397037e-06,3.8150959801306255e-06
139,0,9.054623456501272e-06,3.544390272655259e-11,1.587942325356543e-05,1.4803089779101365e-05,1.7205896475383682e-05,3.887157393960429e-07,1.1887942281145186e-06,3.8136710022800508e-06
139,1,9.054623456501272e-06,3.544390272655259e-11,1.587942325356543e-05,1.4803089779101365e-05,1.7205896475383682e-05,3.887157393960429e-07,1.1887942281145186e-06,3.8136710022800508e-06
