,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5724,0,1.1739875510532322e-11,4.743384504624082e-20,8.65557218997573e-15,9.775790203378487e-15,8.207952546801511e-16,2.37672782930215e-13,1.1214716221646936e-18,1.4183090330443723e-13,1.0875903042745216e-18,4.106415728288848e-18,5.5294310796760726e-17,2.0491421059976034e-17,1.5612511283791264e-17,6.570265165262157e-15,2.914161967293438e-14,6.163689350580093e-17,3.6767680913762923e-13,6.132518538121134e-17,1.111307226797642e-18,6.938893903907228e-18,1.0706496453294356e-18
5724,1,1.1739875510532322e-11,4.743384504624082e-20,8.65557218997573e-15,9.775790203378487e-15,8.207952546801511e-16,2.37672782930215e-13,1.1214716221646936e-18,1.4183090330443723e-13,1.0875903042745216e-18,4.106415728288848e-18,5.5294310796760726e-17,2.0491421059976034e-17,1.5612511283791264e-17,6.570265165262157e-15,2.914161967293438e-14,6.163689350580093e-17,3.6767680913762923e-13,6.132518538121134e-17,1.111307226797642e-18,6.938893903907228e-18,1.0706496453294356e-18
5725,0,1.1704712299756038e-11,5.597100541832219e-16,6.017186532022989e-15,2.683329903760412e-14,1.4389531233227615e-15,2.381523662086868e-13,1.2685165418080402e-17,2.2075264928750685e-13,2.778268066994105e-18,2.710505431213761e-18,1.8214596497756474e-17,2.5804011705155006e-17,4.336808689942018e-17,5.160802341031001e-17,2.498001805406602e-16,3.5453411040275995e-17,1.7824283715661693e-16,8.260265301623937e-17,1.111307226797642e-18,3.802513859341161e-15,1.802486111757151e-18
5725,1,1.1704712299756038e-11,5.597100541832219e-16,6.017186532022989e-15,2.683329903760412e-14,1.4389531233227615e-15,2.381523662086868e-13,1.2685165418080402e-17,2.2075264928750685e-13,2.778268066994105e-18,2.710505431213761e-18,1.8214596497756474e-17,2.5804011705155006e-17,4.336808689942018e-17,5.160802341031001e-17,2.498001805406602e-16,3.5453411040275995e-17,1.7824283715661693e-16,8.260265301623937e-17,1.111307226797642e-18,3.802513859341161e-15,1.802486111757151e-18
5726,0,1.1708986753268535e-11,7.995991022080595e-19,7.653247610303615e-15,1.0109358554270809e-14,8.691100139915364e-16,2.3775302744350607e-13,1.0845409856644062e-17,1.1269662232495786e-13,2.541098841762901e-19,5.936006894358137e-18,5.5294310796760726e-17,2.1033522146218786e-17,6.938893903907228e-18,3.378352285421382e-13,9.900250758088092e-12,4.3639137442541553e-17,1.1473231219250035e-12,5.789639601072594e-17,1.111307226797642e-18,3.469446951953614e-18,2.2632720350634905e-18
5726,1,1.1708986753268535e-11,7.995991022080595e-19,7.653247610303615e-15,1.0109358554270809e-14,8.691100139915364e-16,2.3775302744350607e-13,1.0845409856644062e-17,1.1269662232495786e-13,2.541098841762901e-19,5.936006894358137e-18,5.5294310796760726e-17,2.1033522146218786e-17,6.938893903907228e-18,3.378352285421382e-13,9.900250758088092e-12,4.3639137442541553e-17,1.1473231219250035e-12,5.789639601072594e-17,1.111307226797642e-18,3.469446951953614e-18,2.2632720350634905e-18
5727,0,9.608079522965829e-12,5.166900978251232e-20,8.635433134621812e-15,9.668345768085174e-15,6.973588373426765e-16,1.4246893595415422e-13,3.723556836129904e-18,1.4182191797893276e-13,2.791820594150174e-18,1.8566962203814263e-18,3.707971429900425e-17,1.8648277366750676e-17,8.673617379884035e-18,6.476590097559409e-15,3.514029345286218e-14,5.99563801384484e-17,3.6377281395494343e-13,5.584996441015955e-17,1.6805133673525319e-18,0.0,2.710505431213761e-20
5727,1,9.608079522965829e-12,5.166900978251232e-20,8.635433134621812e-15,9.668345768085174e-15,6.973588373426765e-16,1.4246893595415422e-13,3.723556836129904e-18,1.4182191797893276e-13,2.791820594150174e-18,1.8566962203814263e-18,3.707971429900425e-17,1.8648277366750676e-17,8.673617379884035e-18,6.476590097559409e-15,3.514029345286218e-14,5.99563801384484e-17,3.6377281395494343e-13,5.584996441015955e-17,1.6805133673525319e-18,0.0,2.710505431213761e-20
5728,0,9.611375700858092e-12,5.682456051927035e-16,6.0964823684131475e-15,2.6765292456334966e-14,1.2600597648626533e-15,1.4176065377992375e-13,8.097634975751111e-18,2.204609175879453e-13,4.445228907190568e-18,1.7618285302889447e-18,1.9212062496443139e-16,3.0249240612345574e-17,1.5612511283791264e-17,5.117434254131581e-17,2.5673907444456745e-16,3.480288973678469e-17,1.7954387976359953e-16,7.593480965545352e-17,1.6534083130403943e-18,3.882311139236094e-15,3.415236843329339e-18
5728,1,9.611375700858092e-12,5.682456051927035e-16,6.0964823684131475e-15,2.6765292456334966e-14,1.2600597648626533e-15,1.4176065377992375e-13,8.097634975751111e-18,2.204609175879453e-13,4.445228907190568e-18,1.7618285302889447e-18,1.9212062496443139e-16,3.0249240612345574e-17,1.5612511283791264e-17,5.117434254131581e-17,2.5673907444456745e-16,3.480288973678469e-17,1.7954387976359953e-16,7.593480965545352e-17,1.6534083130403943e-18,3.882311139236094e-15,3.415236843329339e-18
