,,0,1,2,3,4,5,6,7,8,9,10,11,12
4644,0,0.6653040151582492,0.988629935055905,0.8470428874177809,0.9245416680934404,0.7133673648578153,0.9746449012403845,0.9999999998771251,0.8074912905653029,0.9951859965818383,0.9098324219045026,0.999999726471917,0.9999993390337402,0.9959189511602595
4644,1,0.6653040151582492,0.988629935055905,0.8470428874177809,0.9245416680934404,0.7133673648578153,0.9746449012403845,0.9999999998771251,0.8074912905653029,0.9951859965818383,0.9098324219045026,0.999999726471917,0.9999993390337402,0.9959189511602595
4645,0,0.6633965718434646,0.9886277281235671,0.8463343026899824,0.9240948117902055,0.7122447818327942,0.9729561642971398,0.999526319197666,0.7685645818627868,0.9949261161024014,0.9092475827133524,0.9999997264705547,0.9999993353015357,0.9959181409396345
4645,1,0.6633965718434646,0.9886277281235671,0.8463343026899824,0.9240948117902055,0.7122447818327942,0.9729561642971398,0.999526319197666,0.7685645818627868,0.9949261161024014,0.9092475827133524,0.9999997264705547,0.9999993353015357,0.9959181409396345
4646,0,0.6653025129550166,0.9886299389368309,0.8470472275832562,0.924544414840899,0.7133742459724658,0.9746449598196194,0.9999999998771252,0.807489323977268,0.9951858781388648,0.9098310285803268,0.999999726471552,0.9999993390171643,0.9959189548672366
4646,1,0.6653025129550166,0.9886299389368309,0.8470472275832562,0.924544414840899,0.7133742459724658,0.9746449598196194,0.9999999998771252,0.807489323977268,0.9951858781388648,0.9098310285803268,0.999999726471552,0.9999993390171643,0.9959189548672366
4647,0,0.6653037407550216,0.9886457445828116,0.8470431462196307,0.9245423319236098,0.7133690221535669,0.9746449016260262,0.9999999998771251,0.8074912830381223,0.9951859749744636,0.9098321409148403,0.9999997264897834,0.9999993390304042,0.9959189348605245
4647,1,0.6653037407550216,0.9886457445828116,0.8470431462196307,0.9245423319236098,0.7133690221535669,0.9746449016260262,0.9999999998771251,0.8074912830381223,0.9951859749744636,0.9098321409148403,0.9999997264897834,0.9999993390304042,0.9959189348605245
4648,0,0.6633523150189429,0.988643254412709,0.8463174201346981,0.9240846309515374,0.7122192997367746,0.9729560853887562,0.9995262961380665,0.768562416345657,0.9949253780500759,0.9092340242674954,0.9999997264775436,0.9999993352133014,0.995918105611035
4648,1,0.6633523150189429,0.988643254412709,0.8463174201346981,0.9240846309515374,0.7122192997367746,0.9729560853887562,0.9995262961380665,0.768562416345657,0.9949253780500759,0.9092340242674954,0.9999997264775436,0.9999993352133014,0.995918105611035
