,Unnamed: 1,vENO,vFBA1,vFBA2,vGAPD,vPGK,vPGMd,vPGMi,vTPI,dpg,twopg,threepg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,two3pg
2808,0,0.001497639145042377,0.9999973194522016,0.26634510438807624,0.008631470360387227,0.018988289464752,0.00019358559594872185,0.0013915951717855342,0.007123948636628367,0.6717151122110026,0.05637544743897941,0.00010129882765828643,0.0013555527438486599,3.907168603670086e-06,0.00256965493239971,4.3527501435998793e-07,0.26142540050874474,1.6496244289206888e-05,0.015747332825944635,0.0003141701073256242,6.27183733237503e-08,3.2824807495066645e-06
2808,1,0.001497639145042377,0.9999973194522016,0.26634510438807624,0.008631470360387227,0.018988289464752,0.00019358559594872185,0.0013915951717855342,0.007123948636628367,0.6717151122110026,0.05637544743897941,0.00010129882765828643,0.0013555527438486599,3.907168603670086e-06,0.00256965493239971,4.3527501435998793e-07,0.26142540050874474,1.6496244289206888e-05,0.015747332825944635,0.0003141701073256242,6.27183733237503e-08,3.2824807495066645e-06
2809,0,0.001499630967706854,0.9999949312574734,0.25253340006770736,0.008218261672288724,0.0188503254245236,0.0001938736498327289,0.0013984234009965888,0.006968226574204279,0.6748725696812684,0.056458829750162,0.00010019804903472493,0.0013429151135424529,3.869437554566946e-06,0.00241773661890295,4.2007147246689596e-07,0.2480227391132857,1.5738826892431325e-05,0.015016817634032061,0.0003145454846790715,5.998348769685927e-08,3.287694289161179e-06
2809,1,0.001499630967706854,0.9999949312574734,0.25253340006770736,0.008218261672288724,0.0188503254245236,0.0001938736498327289,0.0013984234009965888,0.006968226574204279,0.6748725696812684,0.056458829750162,0.00010019804903472493,0.0013429151135424529,3.869437554566946e-06,0.00241773661890295,4.2007147246689596e-07,0.2480227391132857,1.5738826892431325e-05,0.015016817634032061,0.0003145454846790715,5.998348769685927e-08,3.287694289161179e-06
2810,0,0.0015642047804912682,0.999997261305195,0.26702890169693805,0.008678905169014576,0.01919537564865878,0.00020325661008244303,0.0014823124809123,0.007149146485941042,0.6757521197544755,0.059173310696938715,0.00010187280306071731,0.0013660898947222202,3.935930433289051e-06,0.0025770191699012483,4.3597469555838407e-07,0.2621007001528541,1.660457605494625e-05,0.015853481620052914,0.00032671799262051353,6.325389741279422e-08,3.457108158231843e-06
2810,1,0.0015642047804912682,0.999997261305195,0.26702890169693805,0.008678905169014576,0.01919537564865878,0.00020325661008244303,0.0014823124809123,0.007149146485941042,0.6757521197544755,0.059173310696938715,0.00010187280306071731,0.0013660898947222202,3.935930433289051e-06,0.0025770191699012483,4.3597469555838407e-07,0.2621007001528541,1.660457605494625e-05,0.015853481620052914,0.00032671799262051353,6.325389741279422e-08,3.457108158231843e-06
2811,0,0.0015778702304386706,0.9999933975045201,0.26636186025398584,0.008663647460177159,0.019228439544306246,0.00020527130689625633,0.0014821447569522588,0.00712422633943576,0.6767353985911346,0.05975583017486901,0.00010192589393335838,0.0013674348592685726,3.939410606884704e-06,0.002569267403938507,4.352963221282205e-07,0.2614457744201666,1.6580392905590662e-05,0.015830459812771393,0.0003292676959056427,6.319055648916767e-08,3.4936732830747315e-06
2811,1,0.0015778702304386706,0.9999933975045201,0.26636186025398584,0.008663647460177159,0.019228439544306246,0.00020527130689625633,0.0014821447569522588,0.00712422633943576,0.6767353985911346,0.05975583017486901,0.00010192589393335838,0.0013674348592685726,3.939410606884704e-06,0.002569267403938507,4.352963221282205e-07,0.2614457744201666,1.6580392905590662e-05,0.015830459812771393,0.0003292676959056427,6.319055648916767e-08,3.4936732830747315e-06
2812,0,0.0014606334355516813,0.9999973360891,0.2525259091654966,0.008203257819356689,0.018733900432590427,0.0001882630931180017,0.0013281037384618387,0.006968063666363423,0.6724078956493751,0.05483477775802433,9.989706317088823e-05,0.001337135620507775,3.853748307979339e-06,0.0024180251339852702,4.200656723276528e-07,0.2480125313355105,1.56995100401316e-05,0.014978006901582038,0.00030713158406652847,5.976375049190501e-08,3.186861544155187e-06
2812,1,0.0014606334355516813,0.9999973360891,0.2525259091654966,0.008203257819356689,0.018733900432590427,0.0001882630931180017,0.0013281037384618387,0.006968063666363423,0.6724078956493751,0.05483477775802433,9.989706317088823e-05,0.001337135620507775,3.853748307979339e-06,0.0024180251339852702,4.200656723276528e-07,0.2480125313355105,1.56995100401316e-05,0.014978006901582038,0.00030713158406652847,5.976375049190501e-08,3.186861544155187e-06
