2pg,3pg
0.9986118140599606,0.9993911922902141
0.9986261221414305,0.9993903393712014
0.9994465628090624,0.9993414325047522
0.9985918990815825,0.9993923794907036
0.9999996794331482,0.9993084610823993
0.9935880135421247,0.9996906631283405
0.9892316216610567,0.9999503493995687
0.9983300069229222,0.9994079909304392
0.9994252274101895,0.9993427044370281
0.9985869781112,0.9993926726981532
0.9986109532803455,0.9993912435087993
0.9925541357366228,0.9997522930975616
0.999999823542495,0.9993084526700068
0.9884252807532397,0.999998415793404
0.9992342346930642,0.9993540897472346
0.9999998592239795,0.9993084505812384
0.9949293945668198,0.9996107030917213
0.9885167874183255,0.9999929610930403
0.9986096651469512,0.9993913205217178
0.9889919113598955,0.9999646387984532
0.9999999900045484,0.9993084429181599
0.9968619629902035,0.9994955019665299
0.9999990393531343,0.999308499596325
0.9884019567475032,0.9999998062602523
0.9883989566835107,0.9999999850924777
0.9884016259569414,0.9999998259861635
0.9883987436625491,0.9999999978129523
0.9883987269520425,0.9999999988023478
0.9973504148035924,0.999466385205164
0.9956125693710167,0.9995699788481738
0.9999999356430086,0.9993084462394283
0.9991258367978493,0.9993605516130756
0.9972183432551611,0.9994742580420957
0.9999999719285622,0.9993084440813919
0.9887366845445406,0.999979853021953
0.9936351662159778,0.999687852621195
0.9884151271139797,0.9999990211864086
0.9884110567105532,0.9999992638247855
0.9999999931193205,0.9993084428251118
0.9897785917530246,0.9999177445283532
0.9999999992830606,0.999308442445547
0.9999995113559803,0.9993084715359781
0.9999999992526197,0.9993084424522777
0.9999647126105174,0.9993105459048761
0.9951470715617936,0.9995977273623118
0.9883987075779239,0.999999999965427
0.9949524644351461,0.9996093279792438
0.9883987076692929,0.9999999999643268
0.988398825765552,0.9999999929456739
