k^r_PGK1,k^f_PGK1,k^r_PGK2,k^f_PGK2,k^r_PGK3,k^f_PGK3,k^r_PGK4,k^f_PGK4,k^r_PGK5,k^f_PGK5,k^r_PGK6,k^f_PGK6,k^r_PGK7,k^f_PGK7,k^r_PGK8,k^f_PGK8,k^r_PGK9,k^f_PGK9
4075.917973972585,1.3414753013079092e7,0.001778378292521455,40.78262298886151,9.514884573869711e8,2073.3766658043683,369148.3972206123,0.000713353124203639,1594.7333084554327,1.5550148588957694e8,1288.8910640998586,1.8037192090261545e7,5.183209779264023e7,4.395247850089277e8,2.342382519604661e-6,0.022398219902416996,1234.484038671118,395.5269589040143
14.474045774886125,3.899332330181608e6,0.0006034980733595712,0.001509908275385257,2.841238949668902e7,25.309481848399354,1.66711093104179e8,332.2417819661579,1.3642935236645097e7,5.08815177057e7,1.2041386850027291,483564.4388083139,0.00006358392206001838,0.23950353985103565,15454.58640841831,2.6020027711363226e7,4.493418201174925e8,2.532431876661866e8
21505.088834832175,4.588559385706989e6,2.2112174954296064e8,0.000052679548045979775,163134.24546823167,18854.647261768292,26924.414225497327,331.81248554062097,5.088724294843289e8,5.5850957360917285e7,1.0108839785099793e-6,9.936814013650693e7,79.12686577322839,7.083345800598848,9.998251499992493e8,8.393927335618511e8,127523.69175236153,9.999991586587888e8
4.019159745305224e8,8.856352848771815e8,0.11075987110329495,2.891169068613385e7,0.0003113337556494757,0.00007484417017400967,1.6793546862049106e8,710.8436645031132,2.1627783811280397e-6,213522.05268465556,187252.50995258268,1.5605834981962505e8,3533.9750094291976,2.8021583439394923e-6,1.8100439498375006e7,815.1139694792078,75.023622804095,3437.4800384933797
3.4223397769711466,2.904039657137633e6,1.0517149836219238e-6,0.003560074451440695,1.0230577180236489e7,497.34468862504343,6.53619159131927,0.8982655954737391,1.369646366591031,3.1557360148824695e7,0.00042478544081633765,2.453469846005073e6,9.576392298757879e8,8.974108082891184e8,7368.662920071756,2.442617648002438,9.99824704089621e8,2132.840451466546
0.00013312795273162891,2.887213425439471e6,1.311686719339959e-6,1.408759813031408e-6,0.0002486963922097782,0.000025728008597139515,9.989354858619255e8,424.5830294686729,22578.286585237525,5.109258044618854e8,1.0428185055581342e-6,4.765176120086122e8,8917.523243720754,0.000050126232891356855,1.7403473364143997e8,238104.90370917617,4.398269392010726e7,292819.953344493
9.083915760024956,2.3485907791692037e6,1.5263287718965832e7,29107.360051888892,14.996112061653305,0.007966570887569292,9.999978406380326e8,458.7774302988422,8.766998905386187e7,3.488944434916134e7,0.02303457502750291,1.2428079320032448e6,3.404748607176176e6,1289.4203363466142,4.533623525981382e8,1.9881294083541325e8,10009.876914008233,9.1875906768671e8
2.196986864865257e6,4.0815994594540414e6,0.25336935791967113,0.7040088848919221,277.84866954899593,0.19541076512784564,9.966690514370577e8,473.8279501355683,0.1512160673726653,9.895621131673373e8,0.0012739818482607604,5.574274577979518e6,88.76558675991832,0.04540808743931465,5310.499072451068,4018.7819662213865,117766.2477714567,51156.00016316924
160.36436429636697,4.973152027339809e6,0.00016827269703723586,0.0001271858031464678,33428.75879343321,331.639537742701,0.004308282387651717,9.205337743907607e8,9.996953561961979e8,6.593044621593894e8,4.635609965274318,125436.49602868769,8.407330434496116e6,9.971490530982865e8,6.307102498170687e8,0.003473301936047651,9.769397790655851e8,7.713129548766641e7
1.1089969153998015e-6,127.28536837923592,0.02740021536389902,2.5382002127734985e7,0.000056952314659887955,2670.285892483171,9.980955510232197e8,582.2519188426486,25149.439775375406,9.472126903951222e8,116459.70295736838,5.434642183222517e8,3.5309954188881564e8,1.099861552645931e-6,1.0403196750461551e6,260444.20923394567,4.511219103441054e7,135766.47954327194
