k^r_PGK1,k^f_PGK1,k^r_PGK2,k^f_PGK2,k^r_PGK3,k^f_PGK3,k^r_PGK4,k^f_PGK4,k^r_PGK5,k^f_PGK5,k^r_PGK6,k^f_PGK6,k^r_PGK7,k^f_PGK7,k^r_PGK8,k^f_PGK8,k^r_PGK9,k^f_PGK9
2.390925471121763e7,1.280208732119422e-6,381946.22642808454,9.641121408289738e8,25.908079842765687,2555.8785477535016,148976.3117684732,334.53254988396407,3.146479280044468e-6,9.999754724275674e8,9.953474325574827e8,6.710093952527653e6,1.0000000872219262e-6,1.074598809456718e-6,18308.682191652413,8.643453512266302e8,8.259279703271073e8,8.698918149556156e8
1590.5619214301248,8416.700964168102,26732.345732596634,2.2369680175387055e7,129.35137236103637,333.4897922829668,12.333853412690628,50.50225147080988,1616.5616494267513,2.0586711627182073e6,1.1109895252536057e7,8.946904305057713e7,7.815636912724249e6,1.292450230040649e6,27.927266730759065,2.9078902279423904,1.3445416726902574e6,889160.1849313045
5.079751421236381,1.5977426884587193e6,0.000017160710727385868,4.857709247173068e-6,6.579474198635401e-6,0.056581091120637854,6.461943816411252e8,4.6039513147213526e7,619.3254539630176,4.4765619377217785e7,2.544517646628351e-6,204362.1988742092,3622.4073648234494,0.008288921535464264,9.999996331982602e8,2.7619335324054563e8,1.1116958774220863e8,472.1361321870575
2.1299825462641796e8,1.1162359419283384e8,0.00003601113284219759,1.008981046658834e-6,8.352666756836522e8,7.071410946398157,9.518246293217325e8,592.2413378506975,52036.36446196895,8.088493956935321e8,0.09477880638776764,27555.314941020664,0.15346109115130568,0.000010001208560173404,8.527497844645114e8,756.161777754095,1.3440449992750058e-6,568187.228123596
71915.23037654546,2.5829517055093627e6,88.64992347859005,5338.373847069785,1.6786562884946514e7,1453.8667173001766,325.85986605563147,721.2779371292364,81855.84885533869,6.8891849061595e7,309.7291524586214,155477.0855013146,6.411504075695397,0.10253795993064418,9.999999925626516e8,625.771453491019,3.6781480640593593,166909.16003448283
1.4067768087680274e-6,48157.63349693344,1.0014513196636965e-6,453465.1416622095,2572.4648425829696,1.0329953815172938e-6,8.196911981606114e8,354.04599312300553,1.601010898074182e8,9.887867205510527e8,9.999806744058497e8,4.6690239250307655e8,1.1151136216138686e-6,1.000000044117531e-6,9.07941108567852e8,756970.0258884727,1.5003621095985048e7,3.7442999783661205e8
113583.00524378827,4.274304371154664e6,16093.423156660061,2.428159969827752e8,629188.6565074923,1760.9817826268331,18613.599731492144,1.9435426760853503e6,0.007809196947518165,24998.10993391687,71.54119450545933,571194.3992921361,378512.88066366117,9.999984303519988e8,0.00006107308162137458,4.324925236640539e-6,2.608840595466196e8,556.4846942148849
6.435693152823107e8,8.410049306881224e8,1.1689182434680068e-6,0.26371159676834577,2420.5492148179674,1769.3317851467148,8.514436886486225e8,332.6110663444604,0.000021749334114657458,8.443363767668103e8,0.00045177987096370375,101591.2820129218,23617.90219948313,1.155896695726473e-6,9.009584238574582e8,82508.34759835785,8.837500033475151e8,9.252025567481806e8
7.13671039534177e8,9.790034589133275e8,1.0808412541888008,4.074875000327981e7,4.0695062131478097e6,331.24449457878467,0.00009200209121996392,3.8144153134636967,0.08195301838687198,1.3885510477248284e8,1.6060372603546513e7,9.901163321782217e8,1.9839240649639133e7,202244.08559157152,5.255464511751335e8,0.010518120402502653,9.997781210164665e8,9.849557838246114e8
902727.8518331021,2.143117558941893e7,9.534662379434292e8,0.6127476619389968,1.26273570609152,329.88075221649893,1440.1254661221287,2174.7187318219817,3.734354257595912e7,9.992281681498246e8,0.0008704004256575577,8.603544936365205e8,6.460560266097982e8,7.327369209105881e6,0.005542598035237359,0.010875098836081856,9.553181506724555e8,9.643699642435509e8
0.0362588024452571,34.07012716399951,116937.24987144272,9.862888872213663e8,0.00013890008707105578,1.0206014738709696e-6,1.3092122310104452e6,330.60349654010537,9.736789669720585e8,1.292935561929154e8,9.906909545535287e8,1.4655749152432477e7,1.3115905991961732e-6,1.350601690327624e-6,2.4935154333933234e7,7.471322853593788e8,488330.90670849767,9.827996162029885e8
9040.183206551928,1.4469804205408953e6,0.000049436415420216014,1.0379364213510428e-6,8.122397328045129e8,344.0814541449569,1.6838715402654756e7,9.663585290591233e8,840919.6143011433,9.672281314039024e8,109.44750792783034,9.59718317742108e8,1.8893898303312648e7,7.653902173076301e8,3.7448849836243814,1.1198202210959407e-6,29.67608980695336,17846.781447617166
9.958806752604274e8,147270.0035335985,49.535550915160364,8.997832044096729e6,3.4063030784729436,3.5059814636828976,4.558415236323089e6,1999.4097001037546,2.4451611694548562e-6,7.28407450152139e7,89.29155846058849,2.165517986389464e6,1023.4989609603742,1.0000005008354096e-6,5.122987623190544e8,1174.557825652669,1.4375162852389536,616.5297472394153
1339.3298640023363,756194.6058635924,109.37258059977083,5250.371680453259,0.0031361115277167635,65.13689438512851,9.999960130818607e8,345.27478660859157,8.615475050509678e8,4.898092857124905e7,9.359579124632944e8,6.258491048815264e8,5.480291515983369e8,461.1040133165856,20.901191192146083,1.057878678201235e6,255580.0945517227,8.656727393886064e8
2.0964149468050036e8,6.239237217228916e8,2.6779921651556675,0.07917695613202916,9.957171706813555e8,396.60517241977476,24492.85229291105,2.698155703025907,7.323136100184259,7.497325940218055e7,0.00001415223957234136,14584.66723932559,9.478579226807772e8,993548.6237254449,0.2742583482050012,1.0394335196255356e-6,0.014226126640700344,2124.7675110030473
2815.2529235129073,2.510864611776284e6,74.91939641985257,187.663230322808,9.999957635747657e8,648.1525862700752,564298.2834199066,1.0415337326639849e8,3.7931061998247844e8,2.747731047061919e8,52.99089731254961,13667.903549023109,4205.327284560502,713.7775917769151,1.3540325646795477e6,0.0008070620333915702,0.10520475981323293,2.812292237704153e6
9.996040286696162e8,6.776118820754474e8,0.007487409498273023,0.007823071131876734,9.36393195105479e7,2285.1264131870275,9.308789890581018e8,585.3559628718659,2.688991927130939e8,4.177953927918051e8,13607.9716198133,13717.378621762773,0.005670333513929572,0.011731787326172704,9.697631248759823,778.6571038480364,24.83467339680465,8.87314079841678e8
9.999994675043141e8,1.2115605556818217e8,8.355557120249705e6,8.56335867830673e7,0.03968087677046813,361191.71003689786,1.5889425308023516e7,579.180158908135,0.07892403314435,2.146879789680337e6,562.0946392565543,1.80752129782119e8,34252.086057104265,2.0667786194585907e-6,122.06577818978268,1839.3037904292585,3942.9890614946353,4138.774137874648
0.031289468259681236,0.003273326754653118,4.855348674990605e7,7.751909249880466e8,17874.256660652423,28807.95983459688,9.628673381723409e8,332.4696435210949,1430.166938055837,9.999330232893281e8,98337.42097190888,4.505114873317719e8,1.0063380832763657e-6,1.000521059914827e-6,0.5241252929699783,2.432296992005231e6,3.9522106100710434e8,6.406949217820653e6
5.48409263133482e-6,0.00003556678206591317,9.999998940810908e8,9.954551265803807e8,1.2759219720372168,330.5217222430238,1.0066554745591918e-6,312.0792454707487,9.898382591375188e8,8.182042541920099e8,1.8478253321051535e8,9.951219814650419e8,8.915061444671489e8,9.14812207488025e8,1.2056035008224988,1.0337225941657463e-6,7.327755871086367e8,9.770207998578618e8
7.672208079669296e8,157.38765986504674,3.1534057131077594e8,9.999838862018548e8,2.0108563100338027e7,492.768011572955,1.00013108338525e-6,1.2409727470765444e-6,1.0000233509031848e-6,9.999770225601085e8,8.415842267304603,5.443956106271843e8,7395.472647377516,2794.6477874008483,0.1340631106890517,1.0005218764917102e-6,9.997674299187675e8,9.999994774745011e8
4.4320807302851036e7,2.9696283113279413e6,365.6562770296547,3.668795171487927e7,4.288634834809259e6,1220.069479108875,5.176766627058511,4.6950893055527665e7,0.000043433763175617634,3806.6763375568316,2213.985045584315,129579.70930262255,2999.1447910227344,8.076821066702156e8,38894.67218526354,0.32855921124523774,9.872407861110767e8,4169.21745728919
1.1059992558188887e8,9.99558256754278e8,0.5576016825790885,1.000000169470277e-6,18.161347408012194,2.488179181777573,8.398507151085687e8,336.3023888261053,1.0218671240693995,2.0266137682906502e8,1.0002834843234594e-6,9.997166612078576e8,252.99642040219507,1.0032989928611737e-6,9.989678248657548e8,1.3554180132369178e6,8.656751224619486,16889.975808819472
9.955005629394586e8,9.981482873258163e8,0.6142864672358702,1.5673320264389446e8,9.959017847766945e8,9.925589962752327e8,9.608715206403029e8,503.039771407229,0.8443034977468458,2.1406003504923293e6,9.762306652834017e8,9.726422114364581e6,6.870490600285516e6,4.721434324435947e-6,7.4167320402068e8,970.28988471824,0.915785298530805,9.993812835282449e8
8.403567353401843e8,5793.6037253621935,4.1116238154881066e6,7.637958501181291e8,2569.787614180773,88.28906487750007,3.553154587011597e8,988.8842059618388,1.3966175790516692e-6,192400.76806881616,1258.8378932181386,6.436060217777457e6,1.4729444265836817e8,0.01055974636949059,9.999995655483398e8,885.0032951542058,1.4507908147803288e-6,1178.3278546823547
23.1593052903611,4.9444657369343145e6,9.999994675273379e8,2.6157881595061524e6,1.6249388819829955e-6,0.0004015917350030597,4.773235697463175e7,1404.464889505568,2.139164663007825e6,1.416430193650353e6,7.892388644532443e-6,426.527477346677,8.743199348861483e8,209.42510770629798,4.970414588839394e8,9.999994675273379e8,390.5747673280667,88675.96342163588
