13dpg,adp,atp,3pg
0.8267481971928112,0.9925233274510462,0.5869036830828546,-464.73427997054205
0.9998281578126971,0.9171093097019413,0.5975546802904186,0.8199000135440915
0.9999996769771312,0.994481954900252,0.999771618874701,0.9976562295951421
-508.1506015959332,-3.7871947755173005,-11.641093017018548,-78.41748461837112
-4372.132726658126,-129.35437932743272,0.9902576037258242,0.9998966078871487
-108048.19823343333,-11814.50696578911,-0.2325360529996279,-7.8023128365503185
0.9999716679962697,0.8713851348066973,0.9944503097702925,-0.29625918837743126
-255.42340731789176,-6.62347819770382,0.745755754177796,-93.97609631885334
0.9999720563552073,0.9284036861501744,0.9997288258292243,0.9999999779109189
-5041.835006990269,-281.2065454060492,0.9812399861104966,-2.167026397067917
0.9536603251604246,0.9999999950445925,0.99999981355377,0.9916080781311502
0.5459061029538151,0.9970796596920952,0.9997538111697946,0.9998536113078046
-8.239974556832859,0.494698876522436,0.9999999327657905,0.9999875472857765
0.9991758409251696,0.999865852704058,-609532.4237758907,-3.6571468572218074e6
0.9658559239433274,0.9837483476791705,-4.7273349452909414,-2.5821012844982847
-8.407337808148094e6,-635500.2840165119,-54325.27086830164,-631.8068246644372
0.17277020297820486,0.980021168765107,0.9959705909916702,0.9999998774080447
-1.7694976845613134e6,-52605.29622839054,-3173.0358738546524,-20035.77770791644
-36.36740753338665,0.9632451636311148,0.9841000187274399,0.9869508662878049
0.98158342506713,-0.24068815122331724,0.9997335623960428,0.9652085371327376
0.9858646541770014,0.9985165523566459,0.9997706260625192,0.9931182325249015
0.9973428935272303,0.9957470790832651,-60.88364958930082,0.98528914718598
-11.019094406057986,0.667540344698771,-7.20969524663052,-50.349440044978365
0.9996324384378711,0.9954335158701406,0.9999992529740951,-23.183321936669042
-4.276208893655174,0.8420512252667132,-2266.8956388261468,-8440.540523498954
0.999869364320541,0.9593572282952397,-70.066946151424,-2.9959403007546133
0.9996500906248188,0.9997443809999601,-14.463298548148058,-598.7303011704358
0.8957320964020373,0.9969117214336558,0.9998165376829273,-0.7354702108127871
0.997819971731282,0.9999500692770603,0.9999752933240622,-114.12227409001865
0.9482917502157875,0.6641957759352972,0.9997651639649723,0.9999977992004776
-3.5938937559296877,0.8634292402647276,-0.9386852236654288,0.9507317410777119
-0.520452242511102,0.9986635873337802,0.9476587277869494,0.9999999980382596
-36.66507067295377,-0.1201738342183684,-124.91199391054423,-897.2913377737393
-61.7740453441484,0.9999893912837059,-648.0074428719745,-4057.95502108189
0.9049279885232757,0.9979510902949569,-88032.69442453381,-550545.9792092586
0.999453976844989,-0.49426974890818176,0.9998168165933863,0.7595754625847795
