GAPD,GAPD_13dpg,GAPD_3pg,GAPD_adp,GAPD_atp,GAPD_13dpg_adp,GAPD_3pg_atp
1.2478933291839927e-6,4.5211982969656465e-7,0.9944766801850377,2.2420175609603546e-6,0.005514864684469028,3.51155320281979e-6,1.0015465707927485e-6
0.00008537074156890519,3.01596103847892e-9,0.0660478624736306,0.010954661135275412,0.9229110516538319,6.721967242910302e-7,3.787830077445798e-7
0.7457789974846001,2.9315700570201557e-18,0.10273502489735427,0.08816850663073345,0.06213888409794495,1.5344517116661095e-7,0.0011784334441958932
0.000011967736409181655,0.04394682685550686,0.0043553106979128415,1.4636075492483078e-8,4.795403663535535e-7,0.020327303538751236,0.9313580969949781
6.511767219724e-6,3.107334092290475e-7,7.313982522881983e-8,0.0026230042167054613,0.0012929881069414426,0.9960749871959163,2.124839982667524e-6
7.081511643815589e-8,1.0697938071074553e-12,0.0002566186603662026,0.7266286051130146,6.592987120039552e-9,0.27130843105560204,0.0018062677618437125
0.00027990154483257634,8.807265232229603e-12,0.939672128948495,0.034338306118494484,0.005074487487391212,2.2487531657052636e-7,0.020634951016662798
0.0002949751652134369,1.152718744985648e-8,0.9555142526163619,3.0381422277907526e-7,0.004039006011901168,0.02799208805551547,0.012159362809597826
0.05254450559424314,6.440103576523088e-7,3.7908539639649295e-16,0.8890190951234905,0.0584253224909271,9.671700578567851e-6,7.610804023992632e-7
9.632907138829035e-6,0.12550160529246449,0.025430608726876032,0.5230393911125915,1.9785918587186056e-15,0.32504054280115147,0.0009782191597757972
0.5729215833218948,0.023852884390357678,0.40316943392824206,1.702516127711248e-17,0.00005592635106355516,8.579814718979785e-8,8.621029456561686e-8
0.978894511376265,0.013508375647003372,0.0003684942363216206,0.002874832087803652,0.00425366252169611,0.000060357326547829045,0.000039766804362510014
0.0030470793573839318,1.215817352518209e-8,0.00006587080037865747,0.45493824449305886,3.4146818157344722e-9,0.5419464916522613,2.298124061980597e-6
3.569018323182819e-8,1.4267984115733912e-14,0.00008833399551943004,1.0380494382778418e-11,0.04059701883411849,2.3022346414818554e-12,0.9593146114674819
0.008027772573147548,7.933061359022083e-6,6.44553271004405e-6,0.00015999593352736727,0.8926043295356081,2.197712975450529e-6,0.09919132565067243
2.1463809570341808e-8,0.13668571042523953,0.00007652791006664323,0.34758282503033433,0.5147355502207815,0.000035420165812008034,0.0008839447839564001
0.17607336464187015,0.043726658041398386,2.596872776012277e-6,0.0036773802304810943,0.6068001224029499,0.16971952238003826,3.554304862457106e-7
1.2277971201702264e-6,3.895563320840392e-6,0.004840241838966046,8.904743582726168e-10,1.6175493083545727e-8,0.48617521330009195,0.5089794044345335
0.0014550345555803853,0.7734341330813073,5.4182697879962484e-11,1.1077767357168675e-6,0.17257512346545573,0.0264634693635504,0.02607113170318765
0.9859495332583554,1.045478179726717e-14,0.001005478163811029,0.012990825364602297,0.000042638020467006556,5.7354253632216575e-6,5.789767390450858e-6
0.1082619955086344,0.01500593915964231,0.6816435176514334,0.05297127331762344,0.14189807113938357,1.160606405141675e-7,0.0002190871626423275
0.0000439858694676518,1.5112967652272316e-11,1.1803330686954016e-9,3.887016398976289e-6,0.9999140402521051,7.354965546579516e-8,0.0000380121169268743
0.00006742167110486969,0.00017406190417213938,0.0002374124978758427,5.533493603975715e-12,6.313851143280248e-7,0.002327331068543887,0.9971931414676555
0.0002241377976577982,1.6273809948688367e-7,0.9997074746638115,0.00006803163291530018,1.0544721557631818e-10,6.039251352339429e-11,1.930016761147198e-7
0.000016746834266295747,7.266407313930295e-12,0.00023411314276008808,2.76617453460037e-8,0.40488962241794957,3.985153709514183e-6,0.5948555047823028
0.00006669398650518239,2.755773755539006e-9,5.564713230337842e-10,0.0000329559544281526,0.9909094609277488,3.9348634382637423e-10,0.008990885425586462
0.00035150132441379476,5.378894713656038e-9,0.8608370610090099,1.3224297995307512e-7,0.13870792391997677,3.008913394658208e-12,0.0001033761217158567
0.023090890961043282,3.899942809615133e-6,0.9756337356775557,1.5526695250400376e-6,2.4429393749271616e-11,0.0006245500080779995,0.0006453707165589793
0.0002241640533056893,5.903970818278663e-8,0.9997742789125998,1.2465563625647495e-8,1.3393921366127844e-6,1.4380699292014884e-7,2.3296931094750646e-9
0.9963546192253081,0.000016365133791538202,4.949409929738371e-12,0.0035854593852535973,0.000043442149905088554,4.8901958042368035e-8,6.519883408344337e-8
0.002517716992424875,1.3171729684265532e-7,3.1264597326128246e-6,2.8664793963525615e-13,0.9894114750112071,0.0040333068440973185,0.004034242974954711
0.027366254312101945,0.04475240389409585,4.646767822568705e-12,1.0176601629585587e-6,0.9265179564633189,0.0013623621170916202,5.5485818784692626e-9
0.00003209564117238573,8.095207932129311e-16,0.12343540673575103,1.6098684037311996e-7,2.255998812174031e-6,0.00044902936966080385,0.8760810512677624
4.615684023688571e-8,0.00016567413889777196,0.0001358099680261546,2.5685179637535094e-11,4.4598734901617403e-10,9.160935573081134e-10,0.9996984683484698
1.6606908121718402e-7,5.089905573662835e-10,0.00009189222894602182,6.354287599799524e-16,4.654857616084106e-8,1.3412211673322822e-9,0.9999078933031843
0.005833682173921306,2.517848005561279e-10,0.30539209879953794,0.687304762019015,2.2736028420753196e-7,7.4664204520352885e-6,0.001461762975004609
