,13dpg,2pg,3pg,adp,atp,dhap,fdp,g3p,nad,nadh,pep,pi,23dpg
0,1.9123466679644916e-05,0.00029315686949453267,0.00039091460293863903,7.678347755205016e-05,0.007135112843285195,0.004549624003245647,0.014028517056187514,0.00048793342191083376,0.0020584659906448615,0.00055478794711747,0.0015193421395537814,0.023417336683619647,8.259074538684531e-05
1,1.9123657334011834e-05,0.00029316697403082776,0.0003909159030115065,7.678442764518996e-05,0.0071351068255599785,0.004549536684374836,0.014028569383266685,0.000487928826968967,0.002058467303455177,0.0005547866019265884,0.0015193286739447432,0.023417337956452157,8.259087578517024e-05
2,1.9123468419198865e-05,0.0002931569331596247,0.00039091469231656255,7.678353088255417e-05,0.007135116719414548,0.0045496240020208535,0.014028517078591115,0.00048793342112896164,0.0020584660333982795,0.0005547879043605844,0.0015193422839619268,0.02341733672640471,8.259074257436114e-05
3,1.912349585139586e-05,0.000293158983397573,0.0003909144653381312,7.678361309891526e-05,0.0071351110473422295,0.0045495725208662295,0.014028545649312841,0.00048793180354100634,0.002058466214999672,0.0005547876903423075,0.0015193401607311325,0.02341733691684541,8.259087366921708e-05
4,1.9123567790539252e-05,0.00029316050590317606,0.00039092000013720134,7.678674613483796e-05,0.007135351455781606,0.004549623595365985,0.014028518640722385,0.0004879333625185458,0.0020584686194785266,0.0005547853169660361,0.0015193530475319122,0.02341733932049349,8.259081031902967e-05
5,1.9123587124315186e-05,0.00029316023248248936,0.00039091965872362896,7.67866085744924e-05,0.007135353619582056,0.004549599347691241,0.014028530263876508,0.0004879337687439625,0.0020584684874606963,0.0005547854177852066,0.0015193524313069481,0.023417339195043897,8.259081026612552e-05
6,1.91330362661059e-05,0.0002929596625835387,0.0003917346935305738,7.690677139538999e-05,0.007135180628562711,0.004549712172482567,0.014028530126664615,0.00048794440433364033,0.0020585912901758467,0.0005546626473357423,0.001518412028771111,0.0234174621611639,8.256370617621947e-05
7,1.91331143170422e-05,0.00029293252953147366,0.00039171998655322795,7.690310491410464e-05,0.00713517592131365,0.0045496413389839365,0.014028570309119798,0.00048794216014547815,0.0020585870997225,0.0005546668053539058,0.001518460739471528,0.023417458023895228,8.256383178419298e-05
8,1.913303779536914e-05,0.00029295970985048067,0.0003917347849508793,7.690682536049627e-05,0.007135184504035331,0.004549712168017928,0.01402853015109787,0.00048794440344789025,0.002058591333605675,0.0005546626039023936,0.0015184121869410913,0.0234174622046636,8.256370274227247e-05
9,1.9132977919634e-05,0.000292959952968717,0.0003917346187863535,7.690699258529191e-05,0.007135178687165866,0.004549660435089108,0.01402855888905272,0.00048794280306095335,0.002058591599884837,0.0005546623051998666,0.001518411847307724,0.023417462496593572,8.256383047342946e-05
10,1.913312827038865e-05,0.00029296278105413886,0.00039173996839448016,7.691008492444459e-05,0.007135424440939144,0.004549712059005425,0.014028531529496431,0.0004879443641491546,0.0020585939333897588,0.0005546600039253146,0.0015184224312474643,0.023417464808348058,8.25637559895515e-05
11,1.9133150356077528e-05,0.00029296275047987287,0.0003917398437097097,7.690993245702642e-05,0.007135421440661978,0.004549687342705668,0.01402854344092651,0.00048794474346034025,0.0020585938174516754,0.000554660087542949,0.001518422465258258,0.023417464703824033,8.256372113462656e-05
12,1.9132720964526102e-05,0.00029296833251813396,0.0003917088263646961,7.69032431988851e-05,0.007135198951342598,0.004549710501190568,0.01402852932936289,0.00048794406670711865,0.002058587689548048,0.0005546662479559807,0.0015184407333050686,0.02341745855051194,8.256483721656505e-05
13,1.9132458399283937e-05,0.0002929445275339304,0.00039171014108532536,7.69042816256871e-05,0.00713519245634763,0.004549627380459883,0.014028577440304273,0.0004879401410873825,0.0020585890123141397,0.0005546648927863791,0.001518462035031145,0.023417459924737115,8.25649631780054e-05
14,1.913306777919784e-05,0.00029294139874995337,0.0003916939711271138,7.689855793195085e-05,0.007135204766707556,0.004549768215006565,0.014028492847939649,0.00048794902700073097,0.0020585820686345514,0.0005546718688440464,0.0015184910103595475,0.023417452913660732,8.25648340575929e-05
15,1.913245997910745e-05,0.0002929445780383032,0.0003917102267984056,7.690433404943545e-05,0.0071351963296397,0.004549627373044515,0.014028577465337994,0.00048794014019154465,0.00205858905397108,0.0005546648511259881,0.0015184621981974098,0.02341745996648339,8.256496188096595e-05
16,1.913281323257815e-05,0.0002929716802894152,0.00039171438563067814,7.690653625250911e-05,0.0071354358273268935,0.004549710416139857,0.014028530716817528,0.0004879440284895201,0.0020585903366175727,0.0005546636006085996,0.0015184521766174524,0.023417461201409917,8.256488771099474e-05
17,1.9133181174661704e-05,0.00029294448624677365,0.00039169905941258885,7.690166451285921e-05,0.007135441733253345,0.004549743459552425,0.014028506099775509,0.00048794937103969707,0.002058584550102316,0.0005546693548627507,0.0015185012092091444,0.023417455410773908,8.256485282593229e-05
18,1.941588917976425e-05,0.00029331979522950286,0.00039119470711224775,7.566919224710856e-05,0.007133202955025799,0.004630449978378293,0.013974248290240894,0.000497536841339596,0.002056777831860591,0.0005562897657049185,0.0015199619634898875,0.023415653674693213,8.259081103175607e-05
19,1.9416036526955965e-05,0.00029332061430845227,0.0003911958302642328,7.567060508006487e-05,0.0071333694350477215,0.0046305022782827795,0.013974280585049771,0.0004975396331145339,0.0020567817984075217,0.0005562893217689385,0.0015199659852784366,0.023415656101951385,8.259081270710941e-05
20,1.941594028954145e-05,0.00029331940638712984,0.0003911940596059275,7.566896164875735e-05,0.007133212599898704,0.0046304118855303635,0.013974266251857452,0.0004975380771122829,0.002056777469707894,0.0005562901056355665,0.001519960259032356,0.02341565331781833,8.259081014371441e-05
21,1.9417087977395806e-05,0.00029332060634971633,0.00039119619732502233,7.56695274949253e-05,0.0071336460022945235,0.004630830684233982,0.013974645982537491,0.0004975658364121066,0.0020568062571216413,0.0005562927122490381,0.0015199648342878315,0.023415668316201902,8.259081456935273e-05
22,1.9415887344394048e-05,0.0002933203532395488,0.00039119552577787946,7.566932708454284e-05,0.007133199840176169,0.004630463986246334,0.013974240177040728,0.0004975367077963772,0.002056778328632674,0.0005562896356549726,0.0015199646183063045,0.02341565401866399,8.259081051355805e-05
23,1.941877395795098e-05,0.00029332653243234783,0.00039120464005071564,7.567417840188642e-05,0.007134548120779754,0.0046313464303667845,0.013975242981301863,0.0004976093319543917,0.0020568437746200283,0.0005562995995636878,0.0015199939807817706,0.023415686276220662,8.259081970433853e-05
24,1.9416887727705847e-05,0.0002933278895354743,0.00039121973704345215,7.568116294532696e-05,0.007134160906881118,0.004630775760443494,0.013974622150002485,0.0004975610836624838,0.0020568112561255942,0.0005562865724978053,0.0015199662277369536,0.023415675123492925,8.259074286009441e-05
25,1.9416230576775963e-05,0.00029332385786947414,0.0003912009409610299,7.567382358752021e-05,0.0071336495861060644,0.004630516865712914,0.01397429727128858,0.0004975407163777715,0.00205678643637178,0.0005562856024074246,0.0015199758852570333,0.023415660334208402,8.259074012055038e-05
26,1.9416034576588166e-05,0.00029332361176759915,0.0003912004718121296,7.567219833835154e-05,0.007133434120422614,0.004630411821173044,0.013974267690516184,0.0004975380136193301,0.002056780127741009,0.0005562874490950508,0.0015199750833529,0.0234156559793726,8.259077293177291e-05
27,1.942359300932596e-05,0.00029305736640927184,0.00039202381027578535,7.579871503397575e-05,0.0071338122859633205,0.004630940950622981,0.013974690926111815,0.0004975818188735884,0.00205693670266546,0.0005561643576844184,0.0015191040388571545,0.02341579853723926,8.256382638331684e-05
28,1.942468231444768e-05,0.00029309154961188887,0.0003920223437631976,7.579427126070803e-05,0.007133284439534602,0.004630538502503604,0.013974260570406957,0.000497547058793463,0.002056905763321268,0.0005561630529180152,0.0015190533348396356,0.02341578134352115,8.256382301930832e-05
29,1.9422429194999407e-05,0.0002930550973515448,0.0003920203799148412,7.579538793381359e-05,0.0071331282737058235,0.004630495158373594,0.013974282938048326,0.0004975520091652752,0.0020569074332569253,0.0005561601358757189,0.0015190951800275547,0.02341578406681524,8.256382396720076e-05
30,1.9424618910429863e-05,0.00029309236863100463,0.00039202345247791004,7.579566191204391e-05,0.007133371715203334,0.0046305170184172215,0.0139742730042707,0.0004975465601312005,0.0020569042159719105,0.0005561639156008734,0.0015190573355395713,0.023415780096187368,8.256386785616873e-05
31,1.9422404787754363e-05,0.00029305534028516096,0.0003920208333813536,7.579701086277698e-05,0.007133262931021278,0.004630547442617353,0.013974256936061285,0.0004975505956218061,0.0020569086956429413,0.0005561592956444012,0.0015190954036448142,0.02341578515425255,8.256382174461795e-05
32,1.942245278362629e-05,0.0002930550437019668,0.00039202044760484536,7.579648499881215e-05,0.007133237336301602,0.0046304950748105285,0.013974283185247285,0.0004975519496464339,0.002056907851978389,0.0005561597246945775,0.0015190951728193945,0.023415784480924438,8.256382170072332e-05
33,1.9427066285930214e-05,0.00029306300587760497,0.0003920348689892418,7.579868208241076e-05,0.007134903392720706,0.0046319863006676395,0.013975786316958332,0.000497661759055117,0.002057021032979156,0.0005561673521267195,0.0015191296561135107,0.023415844468948437,8.256374601312995e-05
34,1.942477598456129e-05,0.0002930952101917894,0.00039202830910233443,7.579745203990893e-05,0.007133508123943749,0.004630531435153053,0.013974266558349612,0.0004975464290618873,0.002056908253882634,0.0005561597375626048,0.0015190659576097456,0.023415784202834668,8.25637373461566e-05
35,1.942479687789604e-05,0.0002930952715286912,0.000392028220867507,7.579788676884704e-05,0.007133559096090555,0.004630478854530108,0.01397429268911705,0.0004975477401118254,0.002056906970353391,0.0005561608510512139,0.001519066332544754,0.023415782981459504,8.256369735036708e-05
36,1.9422092714546447e-05,0.00029306405104976684,0.0003919951241115605,7.579340728080728e-05,0.007133267358443636,0.004630531408642974,0.013974264523179172,0.0004975503316338247,0.002056904712714394,0.0005561628938130599,0.0015191245399202948,0.02341578132673584,8.256495286085854e-05
37,1.942208678497407e-05,0.0002930635993739808,0.000391994774380738,7.579350373279061e-05,0.007133280416279683,0.00463054552619965,0.013974256283922844,0.0004975502277031025,0.0020569051246226108,0.0005561628679339408,0.0015191232408119427,0.023415781572601862,8.256495287629542e-05
38,1.9422583470996515e-05,0.0002930652288890688,0.00039199596940044513,7.579477538841554e-05,0.007133560034043107,0.004630617085575928,0.013974412688900524,0.0004975610811767384,0.0020569143881692988,0.0005561628950469703,0.0015191269940830602,0.02341578673204415,8.256495437911653e-05
39,1.9423186884932863e-05,0.00029306631389667767,0.0003919987650072777,7.579587515180014e-05,0.007133845482808012,0.004630906644152638,0.013974656906561056,0.0004975789678154832,0.002056932867099618,0.0005561672573544245,0.0015191351742208019,0.023415795249581633,8.25649552319853e-05
40,1.94220876131624e-05,0.0002930637933833513,0.0003919949413681272,7.579359104950549e-05,0.007133284674324103,0.004630545520022236,0.013974256300851228,0.0004975502581636354,0.0020569051956480988,0.0005561627947079367,0.0015191231407687613,0.023415781646005544,8.256495254755746e-05
41,1.942317443653852e-05,0.00029306688980709593,0.0003919986649897149,7.57960545933837e-05,0.007133851736772381,0.004630837042525506,0.01397464242416068,0.0004975777915668429,0.0020569286934262435,0.0005561667388182063,0.0015191355924064108,0.023415793056122042,8.256495471749808e-05
42,1.9423738778836413e-05,0.00029306978959941767,0.00039200515242009246,7.580030056277555e-05,0.00713435403362533,0.004631008688314138,0.013974766702959168,0.0004975867904048591,0.0020569475821613967,0.0005561619890356505,0.0015191492625485413,0.02341580588191531,8.256487398737668e-05
43,1.9424460665302453e-05,0.00029310387625237834,0.00039200261929932517,7.579399709808794e-05,0.007133526581759564,0.004630529457489533,0.01397426596593769,0.0004975460525904528,0.0020569047311013357,0.0005561632604170538,0.001519094386021252,0.023415780669982244,8.256486822454047e-05
44,1.942451512099032e-05,0.0002931038683896061,0.00039200246253495735,7.57936925882088e-05,0.007133521731783631,0.004630476729588967,0.0139742925369096,0.000497547354374704,0.002056903974025537,0.0005561636024648391,0.0015190946780023506,0.023415780084324853,8.25648688394195e-05
45,2.5987527577518013e-05,0.0002960224574216083,0.00039534286606598084,5.737249538891334e-05,0.007156611305545342,0.006532936975247397,0.012909798334086543,0.0007141955605958177,0.002030033996378104,0.0005832920848394194,0.0015328287439492182,0.02338745077923708,8.259000230129634e-05
46,2.599655713624433e-05,0.0002960279240687136,0.0003953463809605168,5.735708278757556e-05,0.007157141070614385,0.006536099638496408,0.012908534753371776,0.0007145002559412876,0.0020300279536528717,0.0005833217653047482,0.0015328555596241713,0.023387434148062842,8.259003055069811e-05
47,1.919231673108116e-05,0.0002933477195535352,0.0003911482858000069,7.701867368456294e-05,0.007178439729041059,0.0045700807661216,0.014040004638133707,0.0004893124713083359,0.0020608654857721567,0.0005550170425036534,0.0015202703963672838,0.023418581351896246,8.259121197983806e-05
48,1.919243720457412e-05,0.00029334706653989947,0.0003911458865292729,7.701718851829648e-05,0.007178408384209535,0.004570099948979339,0.014039990322072838,0.0004893138409233586,0.00206086459749466,0.0005550186028568278,0.0015202754861856705,0.02341858008371526,8.259121190727888e-05
49,1.9192416788917014e-05,0.00029334715056682085,0.00039114576916978285,7.701744089528988e-05,0.00717842623418827,0.0045700856832761524,0.014039998186033385,0.0004893135963439617,0.002060863881794049,0.0005550186308285581,0.0015202751613593928,0.023418579715931687,8.259121202782604e-05
