,ENO3,FBA13,FBA23,GAPD6,PGK9,PGMd4,PGMi3,TPI3
10,1.5899039828768096e-08,3.498869348503991e-08,2.423951779850775e-07,1.1174076150477497e-08,9.719963514620568e-09,-1.9890081244255953e-06,2.0067736145950277e-06,-2.2163205446444105e-07
11,2.0194005401208415e-07,-3.885301577935916e-06,1.1600019206525756e-05,1.8144196753389075e-07,1.353149537003384e-07,-1.7944210210765125e-06,2.0014134104653296e-06,-6.086705831132023e-06
12,2.4399006692268303e-08,3.2055512724937015e-08,3.886770447714128e-07,1.90476951017482e-08,1.6780223655032955e-08,-1.979574615514176e-06,2.00701187969324e-06,-3.206904170499712e-07
13,6.504511645071638e-08,-9.388829321611966e-06,1.3700565659746644e-05,9.040427598194788e-08,6.641660964257222e-08,-1.9419272249147287e-06,2.0171334055139733e-06,-3.5106986123745187e-06
14,1.6978382824282216e-08,3.5211856840890177e-08,2.441454906576545e-07,2.47159501753913e-08,3.728814768066968e-08,-1.9878593671958198e-06,2.006193159775761e-06,-2.1968453645365013e-07
15,9.576211823514312e-08,3.754108299713291e-08,2.6010450404623237e-07,2.4232202244789388e-08,2.2859961895660422e-08,-1.8898793546560215e-06,1.978641780193793e-06,-2.2553195597343039e-07
16,2.5597434566730293e-08,-3.608920239203629e-07,8.919986953515036e-07,1.3162980039282957e-08,9.436853798394651e-09,-1.952241771934908e-06,1.979817673415182e-06,-4.374043670276511e-07
17,2.4453045980611918e-08,3.2034334051149886e-08,3.8835697219186116e-07,2.148620921460509e-08,1.9828160988111243e-08,-1.9792613868255303e-06,2.0073158888347093e-06,-3.1867195554591277e-07
18,8.997739087135413e-08,3.3706522662505905e-08,4.0921713984065633e-07,3.0829924835273914e-08,2.8129677642763085e-08,-1.9193542541984247e-06,2.005597144586367e-06,-3.281442944366025e-07
19,6.411010781184327e-08,-9.379315478797064e-06,1.3695876759811655e-05,9.506313403129241e-08,7.013134271927067e-08,-1.943995295405898e-06,2.018151665489733e-06,-3.5159166609997597e-06
20,1.871517270046752e-07,-3.886153922003894e-06,1.15982716124563e-05,1.80808332986282e-07,1.3449255832631568e-07,-1.8316042566750954e-06,2.024314912075669e-06,-6.085401504904703e-06
21,2.516081202587339e-08,-3.608867758849582e-07,8.920206369111837e-07,1.316732101130924e-08,9.613969939592517e-09,-1.9526152519950457e-06,1.9798162407697756e-06,-4.375711153761243e-07
22,6.656367807845228e-08,-9.388731549230846e-06,1.370064819639083e-05,9.32025799038616e-08,8.72799605367014e-08,-1.941807710182335e-06,2.0171461533651523e-06,-3.511543461614132e-06
23,1.3418650723906467e-07,-9.381004449855671e-06,1.3711518249692745e-05,9.921531986256672e-08,7.475180255345215e-08,-1.882388106722033e-06,2.016060679757088e-06,-3.5185704760631875e-06
24,6.51867718743813e-08,-9.379301670642357e-06,1.3696080941372203e-05,9.512061582839236e-08,7.024866598148716e-08,-1.94187541132851e-06,2.017184904100197e-06,-3.5159746960914664e-06
25,3.761590505746426e-08,3.3877437181470876e-08,4.1118455806898885e-07,3.357398732639627e-08,3.096404029012678e-08,-1.8787664886807918e-06,1.9806872092092087e-06,-3.272759133794365e-07
26,2.4320502796935147e-08,3.3124699941617385e-08,3.888171022370379e-07,3.062481618298918e-08,2.8453238473669092e-08,-1.9804744508236042e-06,2.0077212044589764e-06,-3.152964227429861e-07
27,2.513986345758102e-08,-3.608900666804372e-07,8.920015943658656e-07,1.3186939762377392e-08,9.626208608004559e-09,-1.953000454494447e-06,1.980174024166e-06,-4.375493193091115e-07
28,2.0828481413074414e-08,-3.619976473328472e-07,8.878937478584703e-07,1.770206822793163e-08,1.5044685511278466e-08,-1.984374106811515e-06,2.0078075574302147e-06,-4.327713965385227e-07
29,9.220798347087114e-08,-1.4348902854050355e-07,1.2178833230791495e-06,3.944176672765476e-08,3.4841069140867376e-08,-1.9173327863556166e-06,2.005049984148777e-06,-8.920554898059511e-07
30,2.5344051644122203e-08,-3.61543301081145e-07,8.901573664843454e-07,1.7981174771364294e-08,1.5340081746528792e-08,-1.951927404358043e-06,1.98034772213001e-06,-4.337865412569171e-07
31,1.0138262496184324e-07,-1.7343759027557972e-07,9.60895306434395e-07,4.269358067077179e-08,3.789302678580686e-08,-1.9094037204964577e-06,2.0069088214411e-06,-6.053959726304292e-07
32,5.584144267128943e-08,-9.387583459948348e-06,1.370156633129227e-05,7.925224441984735e-08,7.006223458339013e-08,-1.6820908636287025e-06,1.7568371542464577e-06,-3.5153098509761987e-06
33,9.134487299888859e-08,-1.4355090942828725e-07,1.2173891263955738e-06,3.9313976199495386e-08,3.4704098109128445e-08,-1.91911805735856e-06,2.0058600174729017e-06,-8.915397261000101e-07
34,1.1453910519939857e-07,-3.886312199956456e-06,1.1586652590267475e-05,1.7803560159457274e-07,1.3221488034953488e-07,-1.8670968887724915e-06,2.0005486664472976e-06,-6.08013219838277e-06
35,8.048749577937997e-08,3.71843602992028e-08,2.5760333088875603e-07,2.1551229911764835e-08,2.0157848903967768e-08,-1.928683536969565e-06,2.002878331110403e-06,-2.2569857746027478e-07
36,8.590779998485233e-08,-3.584270223620225e-07,9.061939181265188e-07,2.8822230158098705e-08,2.610947634484884e-08,-1.92518947628173e-06,2.005313166400856e-06,-4.403526474155983e-07
37,1.7286784923496463e-08,3.523702665699131e-08,2.44319198206e-07,2.495505668775877e-08,3.770688955517798e-08,-1.987207485278043e-06,2.005803449519016e-06,-2.1979373910323158e-07
38,6.652716947670072e-08,-9.388425747298892e-06,1.3700838508157174e-05,9.314633532542248e-08,8.72211828734093e-08,-1.941843937981226e-06,2.017139931105885e-06,-3.5124917365955645e-06
39,1.452916108837755e-08,3.488418083064972e-08,2.419062220537782e-07,8.298885245672238e-09,1.0096768601752792e-08,-1.991295661696313e-06,2.006909682694641e-06,-2.2299297097738704e-07
40,6.986868193248688e-08,-9.378075782577578e-06,1.3697537951884442e-05,7.668151846829119e-08,5.3308892716819045e-08,-1.9117374728470882e-06,1.9920828853457487e-06,-3.5188153816172485e-06
41,2.9339729792552102e-08,3.429577580673393e-08,3.890611171564196e-07,1.9660219896522332e-08,1.7041723865407477e-08,-1.947877031261417e-06,1.9807351867884207e-06,-3.2229519808524287e-07
42,8.085180525085889e-08,3.7124346651614016e-08,2.573420028184614e-07,2.158165657295541e-08,1.992656055438413e-08,-1.929950070371782e-06,2.003230904538389e-06,-2.2521240249009233e-07
43,1.8628088582772762e-07,-3.8860827868704966e-06,1.1598350738495355e-05,1.8069761804906379e-07,1.343798189251677e-07,-1.8333313018814575e-06,2.0250591000653128e-06,-6.085796886438205e-06
44,1.8873547845453878e-08,3.518892216947556e-08,2.4393562031432836e-07,1.0036479841657453e-08,1.3345194366243264e-08,-1.9572716212588187e-06,1.978527893165749e-06,-2.2600995760611772e-07
45,8.665625728099258e-08,-3.5834552675087327e-07,9.065736890079279e-07,2.8949495689545298e-08,2.6243102191347845e-08,-1.92307394249056e-06,2.0041084689336084e-06,-4.406974838757662e-07
46,1.0501349834157736e-07,3.367727605857777e-08,4.088735529594878e-07,3.1090546900869314e-08,2.8312925171025682e-08,-1.9174798961750603e-06,2.004785520987717e-06,-3.275979271622625e-07
47,1.1107747129349923e-07,-3.889746080851172e-06,1.1583920695557024e-05,1.7105153692076322e-07,1.2487094297464194e-07,-1.8962788776149945e-06,2.0254609014431857e-06,-6.0798096181979835e-06
48,9.524717370368306e-08,3.3751178446312816e-08,4.0966900649586075e-07,3.1003351885772184e-08,2.8287174963503855e-08,-1.9175782662044947e-06,2.004785480304542e-06,-3.28380212990826e-07
49,7.749922717128653e-08,-9.388693965909191e-06,1.3703899867323344e-05,9.029376470126582e-08,3.4382013736067314e-08,-1.913615083627077e-06,1.991622674593089e-06,-3.5199283408560164e-06
