,ENO3,FBA13,FBA23,GAPD6,PGK9,PGMd4,PGMi3,TPI3
0,9.41906819207361e-08,5.219511954580758e-08,5.580604309218806e-07,3.0878219953178736e-08,2.8568651810542686e-08,-1.8470069546517502e-06,1.93564253601006e-06,-4.97299892019494e-07
1,9.516878662907402e-08,5.200195744044432e-08,5.564434036320343e-07,3.0722676958028217e-08,2.824694326120265e-08,-1.8471562197083908e-06,1.935619521445996e-06,-4.956559026686458e-07
2,9.468431017012337e-08,5.214024505739758e-08,5.576186519196114e-07,3.0064317549372e-08,2.593108640400882e-08,-1.8515191426527687e-06,1.93463074623945e-06,-4.969149801620069e-07
3,9.468499229114967e-08,5.206167951187589e-08,5.569114540637797e-07,3.0055244945592634e-08,2.5973375674184784e-08,-1.8517385710844787e-06,1.9345889341026925e-06,-4.961557683967197e-07
4,9.469056294619804e-08,5.2052340284825216e-08,5.568107628861618e-07,3.005734321159803e-08,2.5973367734572275e-08,-1.85173109244836e-06,1.9345905263788946e-06,-4.96036679162315e-07
5,9.468732287132296e-08,5.214025652374696e-08,5.576187601663564e-07,3.0064538886209746e-08,2.5931347306202765e-08,-1.8515227143720643e-06,1.9346380806912087e-06,-4.969148249828062e-07
6,9.525638233753851e-08,5.1949731177619814e-08,5.560448369523741e-07,3.071628086603884e-08,2.8243098396888565e-08,-1.847443374167361e-06,1.935942966358796e-06,-4.952897829268089e-07
7,9.480243079451614e-08,5.205265908578687e-08,5.568141400180693e-07,3.007176566094394e-08,2.5989717413127736e-08,-1.85199397318156e-06,1.9349962533690797e-06,-4.960262456193965e-07
8,9.477616913500242e-08,5.208799234217797e-08,5.571958684447154e-07,3.0060892039496245e-08,2.5984753100529584e-08,-1.852013671293083e-06,1.9349935953263583e-06,-4.965002431212354e-07
9,7.845727623134736e-08,5.184066955254258e-08,5.543763618720554e-07,2.829498384204765e-08,2.9671258677029664e-08,-1.8869770439522426e-06,1.9638551713009462e-06,-4.970388351857916e-07
10,7.795750889272311e-08,5.188306568699048e-08,5.547303938979732e-07,2.764762731255477e-08,2.5341317893071147e-08,-1.890833820183957e-06,1.9631812594282183e-06,-4.974709740257488e-07
11,7.578751137771177e-08,5.1796719222574567e-08,5.54053817214406e-07,2.814017328878204e-08,3.087742269660375e-08,-1.896224343767017e-06,1.9621656160267275e-06,-4.970127435281486e-07
12,7.864190365580724e-08,5.1726117787347244e-08,5.53432344174709e-07,2.7679357070264917e-08,2.5353073256247086e-08,-1.8911361365780974e-06,1.9631426183381407e-06,-4.962229295484141e-07
13,7.846773542041774e-08,5.183109740659669e-08,5.542727718466089e-07,2.829773264323432e-08,2.9675583733401734e-08,-1.8869824032208271e-06,1.963857063017844e-06,-4.969159052847782e-07
14,7.845324034860822e-08,5.186678264550293e-08,5.546584088134132e-07,2.8285438005704044e-08,2.9659665712594013e-08,-1.8870031386342132e-06,1.9638548901653853e-06,-4.973955266755585e-07
15,7.856112915760606e-08,5.184113902693683e-08,5.543812897079725e-07,2.8309204286314227e-08,2.9685034240835642e-08,-1.8872562641547572e-06,1.9640634310140167e-06,-4.970291020593774e-07
16,7.595264150950243e-08,5.17615737862934e-08,5.536734278832611e-07,2.8164843540734446e-08,3.089637970964641e-08,-1.8964557177980625e-06,1.9625578697128117e-06,-4.965242315219109e-07
17,7.871818752391846e-08,5.1752701464430204e-08,5.537195013061158e-07,2.768450328705097e-08,2.5360797098646082e-08,-1.891411645971175e-06,1.963469274094697e-06,-4.96569340150874e-07
18,2.306568376297946e-07,5.1305434493489714e-08,5.520913818335416e-07,2.021348081970853e-08,6.906037867851315e-08,-1.8251985563208569e-06,1.9728605840332515e-06,-4.932166639152807e-07
19,7.939905799503323e-08,5.1838167394160146e-08,5.543495918414186e-07,2.8476517657805015e-08,2.9863557243639885e-08,-1.885042328507696e-06,1.9629450248370085e-06,-4.968185659676161e-07
20,7.938621138237067e-08,5.187393992427377e-08,5.547353453261293e-07,2.8463991136318253e-08,2.9846170880457386e-08,-1.885054999950476e-06,1.9629427130070216e-06,-4.972983910043615e-07
21,2.3108106006475282e-07,5.130662133560803e-08,5.521004345365732e-07,2.0220824376027124e-08,6.89803259783673e-08,-1.825258699448044e-06,1.9728157020361268e-06,-4.932252882841322e-07
22,7.939172519400017e-08,5.183818992287841e-08,5.543497796911546e-07,2.8476842467428654e-08,2.986430380010237e-08,-1.8850456902762963e-06,1.9629465571330503e-06,-4.96818368264651e-07
23,7.955395631142893e-08,5.1759374200483686e-08,5.537913772002412e-07,2.7848861633428257e-08,2.553138542748211e-08,-1.8891901966934185e-06,1.962231496343184e-06,-4.964825680155529e-07
24,7.94962602412852e-08,5.1848310968803444e-08,5.544583965844119e-07,2.848801924915101e-08,2.9871304801660364e-08,-1.8853155325470848e-06,1.96315283464771e-06,-4.969318292759621e-07
25,7.949807923068875e-08,5.1838746104515214e-08,5.54354710247118e-07,2.849051902731325e-08,2.9875702654618905e-08,-1.885312742312786e-06,1.9631533472628017e-06,-4.968089731827163e-07
26,7.96485437604133e-08,5.175987012800826e-08,5.537966251134564e-07,2.7863450602350067e-08,2.5547259743666572e-08,-1.8894559663829586e-06,1.9625600545316536e-06,-4.964724491977143e-07
27,1.0622358104228623e-07,-1.4222428520903332e-07,1.2266313547115715e-06,4.472112768993952e-08,4.006411507520742e-08,-1.836909402634483e-06,1.937905918722409e-06,-8.95136715772381e-07
28,1.0622778745528194e-07,-1.4224252308779018e-07,1.2265181226212007e-06,4.4724751457891905e-08,4.006715334905001e-08,-1.8369059500436897e-06,1.937906562416545e-06,-8.949894862442244e-07
29,1.0620777857184294e-07,-1.4219029038550274e-07,1.2269271110199043e-06,4.470482051210922e-08,4.0050327038089126e-08,-1.836923745141808e-06,1.9379031051166668e-06,-8.955578272222909e-07
30,1.0622585477904069e-07,-1.422242725374882e-07,1.2266314683984092e-06,4.472140702205252e-08,4.0064400254205886e-08,-1.8369120451581342e-06,1.937909950385912e-06,-8.951365041271179e-07
